raw\disc\disc_proportion_expert_pred,raw\disc\n_expert,raw\disc\disc_acc,raw\disc\n_generated,raw\disc\disc_acc_expert,raw\disc\disc_entropy,raw\disc\disc_loss,raw\disc\disc_proportion_expert_true,raw\disc\disc_acc_gen,raw\disc\global_step
0.6916666666666667,60.0,0.7083333730697632,60.0,0.9000000357627869,0.5103822350502014,0.6433984637260437,0.5,0.5166667103767395,8
0.5833333333333334,60.0,0.7000000476837158,60.0,0.7833333611488342,0.5473739504814148,0.5295050740242004,0.5,0.6166666746139526,9
0.6583333333333333,60.0,0.5750000476837158,60.0,0.7333333492279053,0.5658643245697021,0.6507143974304199,0.5,0.4166666865348816,9
0.6916666666666667,60.0,0.6416667103767395,60.0,0.8333333730697632,0.5173590779304504,0.5933961272239685,0.5,0.45000001788139343,10
0.6,60.0,0.6500000357627869,60.0,0.7500000596046448,0.5267586708068848,0.501872718334198,0.5,0.550000011920929,10
0.6833333333333333,60.0,0.550000011920929,60.0,0.7333333492279053,0.5112242102622986,0.8262026906013489,0.5,0.36666667461395264,11
0.65,60.0,0.6333333849906921,60.0,0.7833333611488342,0.5140289664268494,0.7211491465568542,0.5,0.4833333492279053,11
0.6916666666666667,60.0,0.6583333611488342,60.0,0.8500000238418579,0.573684573173523,0.5587320327758789,0.5,0.46666669845581055,12
0.7,60.0,0.550000011920929,60.0,0.7500000596046448,0.5840641856193542,0.6516035199165344,0.5,0.3500000238418579,12
0.5083333333333333,60.0,0.5083333849906921,60.0,0.5166667103767395,0.4814630150794983,0.8167601823806763,0.5,0.5,13
0.5416666666666666,60.0,0.6916667222976685,60.0,0.7333333492279053,0.5002609491348267,0.6094927787780762,0.5,0.6500000357627869,13
0.725,60.0,0.42500001192092896,60.0,0.6500000357627869,0.5914455652236938,0.8546292781829834,0.5,0.20000001788139343,14
0.6833333333333333,60.0,0.4166666865348816,60.0,0.6000000238418579,0.6084007620811462,0.819736659526825,0.5,0.23333334922790527,14
0.5083333333333333,60.0,0.5583333373069763,60.0,0.5666667222976685,0.5727664232254028,0.7654380798339844,0.5,0.550000011920929,15
0.4166666666666667,60.0,0.6000000238418579,60.0,0.5166667103767395,0.576901912689209,0.6776352524757385,0.5,0.6833333969116211,15
0.5666666666666667,60.0,0.4833333492279053,60.0,0.550000011920929,0.6340166926383972,0.7911653518676758,0.5,0.4166666865348816,16
0.49166666666666664,60.0,0.5250000357627869,60.0,0.5166667103767395,0.6104483604431152,0.795198917388916,0.5,0.5333333611488342,16
0.3416666666666667,60.0,0.5750000476837158,60.0,0.4166666865348816,0.5898959040641785,0.7228909730911255,0.5,0.7333333492279053,17
0.31666666666666665,60.0,0.5333333611488342,60.0,0.3500000238418579,0.5660354495048523,0.7560968399047852,0.5,0.7166666984558105,17
0.5333333333333333,60.0,0.40000003576278687,60.0,0.4333333671092987,0.6353371143341064,0.8991415500640869,0.5,0.36666667461395264,18
0.5583333333333333,60.0,0.4750000238418579,60.0,0.5333333611488342,0.6508567929267883,0.7795277237892151,0.5,0.4166666865348816,18
0.25,60.0,0.6000000238418579,60.0,0.3500000238418579,0.6071476936340332,0.7630057334899902,0.5,0.8500000238418579,19
0.21666666666666667,60.0,0.6166666746139526,60.0,0.3333333432674408,0.6316351294517517,0.734457790851593,0.5,0.9000000357627869,19
0.2916666666666667,60.0,0.6083333492279053,60.0,0.40000003576278687,0.6462413668632507,0.7647454738616943,0.5,0.8166667222976685,20
0.2,60.0,0.6500000357627869,60.0,0.3500000238418579,0.6452435851097107,0.7402263879776001,0.5,0.9500000476837158,20
0.2916666666666667,60.0,0.5583333373069763,60.0,0.3500000238418579,0.659318208694458,0.752931535243988,0.5,0.7666667103767395,21
0.25833333333333336,60.0,0.6083333492279053,60.0,0.36666667461395264,0.6664669513702393,0.7156362533569336,0.5,0.8500000238418579,21
0.375,60.0,0.6916667222976685,60.0,0.5666667222976685,0.6589073538780212,0.6631135940551758,0.5,0.8166667222976685,22
0.25,60.0,0.6500000357627869,60.0,0.40000003576278687,0.6653329730033875,0.6683143377304077,0.5,0.9000000357627869,22
0.36666666666666664,60.0,0.6833333969116211,60.0,0.550000011920929,0.6730524897575378,0.626791775226593,0.5,0.8166667222976685,23
0.38333333333333336,60.0,0.6500000357627869,60.0,0.5333333611488342,0.6711291074752808,0.6427727341651917,0.5,0.7666667103767395,23
0.2833333333333333,60.0,0.7500000596046448,60.0,0.5333333611488342,0.6631592512130737,0.5778009295463562,0.5,0.9666666984558105,24
0.4083333333333333,60.0,0.7916666865348816,60.0,0.7000000476837158,0.6611597537994385,0.5586513876914978,0.5,0.8833333849906921,24
0.35833333333333334,60.0,0.7916666865348816,60.0,0.6500000357627869,0.645609974861145,0.5373281836509705,0.5,0.9333333969116211,25
0.3416666666666667,60.0,0.7750000357627869,60.0,0.6166666746139526,0.6422895193099976,0.5424056053161621,0.5,0.9333333969116211,25
0.375,60.0,0.7416667342185974,60.0,0.6166666746139526,0.6429744958877563,0.5561689138412476,0.5,0.8666667342185974,26
0.30833333333333335,60.0,0.7916666865348816,60.0,0.6000000238418579,0.6295744776725769,0.5193227529525757,0.5,0.98333340883255,26
0.5833333333333334,60.0,0.5,60.0,0.5833333730697632,0.6417486667633057,0.7169867157936096,0.5,0.4166666865348816,27
0.55,60.0,0.46666669845581055,60.0,0.5166667103767395,0.6319271326065063,0.7436162233352661,0.5,0.4166666865348816,27
0.7,60.0,0.4166666865348816,60.0,0.6166666746139526,0.522263765335083,1.170093297958374,0.5,0.21666668355464935,28
0.5916666666666667,60.0,0.44166669249534607,60.0,0.5333333611488342,0.5633803606033325,1.0187289714813232,0.5,0.3500000238418579,28
0.44166666666666665,60.0,0.6250000596046448,60.0,0.5666667222976685,0.5971738696098328,0.7126320004463196,0.5,0.6833333969116211,29
0.35,60.0,0.7333333492279053,60.0,0.5833333730697632,0.5959312915802002,0.6222625970840454,0.5,0.8833333849906921,29
0.575,60.0,0.491666704416275,60.0,0.5666667222976685,0.6124231219291687,0.7619312405586243,0.5,0.4166666865348816,30
0.38333333333333336,60.0,0.7166666984558105,60.0,0.6000000238418579,0.5636076927185059,0.6222089529037476,0.5,0.8333333730697632,30
0.38333333333333336,60.0,0.6666666865348816,60.0,0.550000011920929,0.5953409075737,0.6667157411575317,0.5,0.7833333611488342,31
0.20833333333333334,60.0,0.7083333730697632,60.0,0.4166666865348816,0.48315009474754333,0.704194188117981,0.5,1.0,31
0.21666666666666667,60.0,0.6833333969116211,60.0,0.40000003576278687,0.5473817586898804,0.783905565738678,0.5,0.9666666984558105,32
0.26666666666666666,60.0,0.7666667103767395,60.0,0.5333333611488342,0.5263473987579346,0.5861451625823975,0.5,1.0,32
0.275,60.0,0.7750000357627869,60.0,0.550000011920929,0.400683730840683,0.490481972694397,0.5,1.0,33
0.25833333333333336,60.0,0.7583333849906921,60.0,0.5166667103767395,0.39299431443214417,0.5457777380943298,0.5,1.0,33
0.25,60.0,0.7500000596046448,60.0,0.5,0.44716450572013855,0.5857619643211365,0.5,1.0,34
0.23333333333333334,60.0,0.7333333492279053,60.0,0.46666669845581055,0.4144308865070343,0.6727744340896606,0.5,1.0,34
0.3416666666666667,60.0,0.6416667103767395,60.0,0.4833333492279053,0.523303210735321,0.7604628801345825,0.5,0.8000000715255737,35
0.39166666666666666,60.0,0.7583333849906921,60.0,0.6500000357627869,0.5336173176765442,0.583325207233429,0.5,0.8666667342185974,35
0.475,60.0,0.5583333373069763,60.0,0.5333333611488342,0.5746783018112183,0.7749916315078735,0.5,0.5833333730697632,36
0.5166666666666667,60.0,0.6000000238418579,60.0,0.6166666746139526,0.5369450449943542,0.6930466294288635,0.5,0.5833333730697632,36
0.375,60.0,0.7416667342185974,60.0,0.6166666746139526,0.5166763663291931,0.5508439540863037,0.5,0.8666667342185974,37
0.4,60.0,0.7333333492279053,60.0,0.6333333849906921,0.5024503469467163,0.5292874574661255,0.5,0.8333333730697632,37
0.44166666666666665,60.0,0.6916667222976685,60.0,0.6333333849906921,0.52178955078125,0.5387473106384277,0.5,0.7500000596046448,38
0.4,60.0,0.7500000596046448,60.0,0.6500000357627869,0.5151781439781189,0.4844233989715576,0.5,0.8500000238418579,38
0.49166666666666664,60.0,0.675000011920929,60.0,0.6666666865348816,0.5328771471977234,0.5746517777442932,0.5,0.6833333969116211,39
0.5166666666666667,60.0,0.6666666865348816,60.0,0.6833333969116211,0.5352005362510681,0.5200355648994446,0.5,0.6500000357627869,39
0.525,60.0,0.6583333611488342,60.0,0.6833333969116211,0.5318192839622498,0.5382406115531921,0.5,0.6333333849906921,40
0.55,60.0,0.8000000715255737,60.0,0.8500000238418579,0.4992382228374481,0.44602879881858826,0.5,0.7500000596046448,40
0.5416666666666666,60.0,0.7250000238418579,60.0,0.7666667103767395,0.49568405747413635,0.4511231482028961,0.5,0.6833333969116211,41
0.5833333333333334,60.0,0.8000000715255737,60.0,0.8833333849906921,0.4853438436985016,0.398031622171402,0.5,0.7166666984558105,41
0.5416666666666666,60.0,0.7583333849906921,60.0,0.8000000715255737,0.511635422706604,0.4543613791465759,0.5,0.7166666984558105,42
0.5583333333333333,60.0,0.8250000476837158,60.0,0.8833333849906921,0.472949743270874,0.36636877059936523,0.5,0.7666667103767395,42
0.6666666666666666,60.0,0.7333333492279053,60.0,0.9000000357627869,0.49979501962661743,0.44103768467903137,0.5,0.5666667222976685,43
0.6666666666666666,60.0,0.7500000596046448,60.0,0.9166666865348816,0.4756779670715332,0.44074416160583496,0.5,0.5833333730697632,43
0.625,60.0,0.7583333849906921,60.0,0.8833333849906921,0.4969140291213989,0.48331230878829956,0.5,0.6333333849906921,44
0.7,60.0,0.7500000596046448,60.0,0.9500000476837158,0.4828077554702759,0.4601157605648041,0.5,0.550000011920929,44
0.6833333333333333,60.0,0.8000000715255737,60.0,0.98333340883255,0.46211403608322144,0.4444029629230499,0.5,0.6166666746139526,45
0.7,60.0,0.7166666984558105,60.0,0.9166666865348816,0.475031316280365,0.4896531403064728,0.5,0.5166667103767395,45
0.6333333333333333,60.0,0.7333333492279053,60.0,0.8666667342185974,0.47868603467941284,0.45779961347579956,0.5,0.6000000238418579,46
0.7,60.0,0.7166666984558105,60.0,0.9166666865348816,0.49254241585731506,0.4906946122646332,0.5,0.5166667103767395,46
0.6416666666666667,60.0,0.7416667342185974,60.0,0.8833333849906921,0.4705947935581207,0.44028863310813904,0.5,0.6000000238418579,47
0.625,60.0,0.7750000357627869,60.0,0.9000000357627869,0.4904078543186188,0.41391441226005554,0.5,0.6500000357627869,47
0.7583333333333333,60.0,0.6250000596046448,60.0,0.8833333849906921,0.46382027864456177,0.5323054790496826,0.5,0.36666667461395264,48
0.7083333333333334,60.0,0.6416667103767395,60.0,0.8500000238418579,0.4593588411808014,0.5831281542778015,0.5,0.4333333671092987,48
0.675,60.0,0.675000011920929,60.0,0.8500000238418579,0.4835905134677887,0.5354851484298706,0.5,0.5,49
0.675,60.0,0.6583333611488342,60.0,0.8333333730697632,0.4739856421947479,0.5702760815620422,0.5,0.4833333492279053,49
0.6833333333333333,60.0,0.6500000357627869,60.0,0.8333333730697632,0.4723324775695801,0.520338773727417,0.5,0.46666669845581055,50
0.6833333333333333,60.0,0.6500000357627869,60.0,0.8333333730697632,0.4943220913410187,0.577515721321106,0.5,0.46666669845581055,50
0.5916666666666667,60.0,0.7083333730697632,60.0,0.8000000715255737,0.47337356209754944,0.4563642740249634,0.5,0.6166666746139526,51
0.6416666666666667,60.0,0.5916666984558105,60.0,0.7333333492279053,0.5173426866531372,0.5655018091201782,0.5,0.45000001788139343,51
0.7083333333333334,60.0,0.6416667103767395,60.0,0.8500000238418579,0.47088855504989624,0.7031080722808838,0.5,0.4333333671092987,52
0.7333333333333333,60.0,0.6000000238418579,60.0,0.8333333730697632,0.48477694392204285,0.7094056010246277,0.5,0.36666667461395264,52
0.6416666666666667,60.0,0.5916666984558105,60.0,0.7333333492279053,0.5097446441650391,0.5861775875091553,0.5,0.45000001788139343,53
0.5833333333333334,60.0,0.6000000238418579,60.0,0.6833333969116211,0.5345541834831238,0.5867438316345215,0.5,0.5166667103767395,53
0.5916666666666667,60.0,0.6250000596046448,60.0,0.7166666984558105,0.506172776222229,0.6023271679878235,0.5,0.5333333611488342,54
0.5333333333333333,60.0,0.6666666865348816,60.0,0.7000000476837158,0.5039438605308533,0.5408245325088501,0.5,0.6333333849906921,54
0.6,60.0,0.6666666865348816,60.0,0.7666667103767395,0.5059014558792114,0.5586249828338623,0.5,0.5666667222976685,55
0.5833333333333334,60.0,0.6500000357627869,60.0,0.7333333492279053,0.5402849316596985,0.5530089735984802,0.5,0.5666667222976685,55
0.6,60.0,0.6000000238418579,60.0,0.7000000476837158,0.5247745513916016,0.6819111108779907,0.5,0.5,56
0.525,60.0,0.6583333611488342,60.0,0.6833333969116211,0.5481247901916504,0.6002353429794312,0.5,0.6333333849906921,56
0.49166666666666664,60.0,0.5416666865348816,60.0,0.5333333611488342,0.5336334705352783,0.8203454613685608,0.5,0.550000011920929,57
0.4666666666666667,60.0,0.550000011920929,60.0,0.5166667103767395,0.5304361581802368,0.7780079245567322,0.5,0.5833333730697632,57
0.5666666666666667,60.0,0.5833333730697632,60.0,0.6500000357627869,0.5520834922790527,0.7070919871330261,0.5,0.5166667103767395,58
0.49166666666666664,60.0,0.6583333611488342,60.0,0.6500000357627869,0.5693555474281311,0.6530553698539734,0.5,0.6666666865348816,58
0.5166666666666667,60.0,0.5333333611488342,60.0,0.550000011920929,0.5504041910171509,0.7937968969345093,0.5,0.5166667103767395,59
0.48333333333333334,60.0,0.5833333730697632,60.0,0.5666667222976685,0.5572621822357178,0.6959850788116455,0.5,0.6000000238418579,59
0.3333333333333333,60.0,0.550000011920929,60.0,0.38333335518836975,0.5679425597190857,0.794891357421875,0.5,0.7166666984558105,60
0.4,60.0,0.6333333849906921,60.0,0.5333333611488342,0.5541582107543945,0.746442973613739,0.5,0.7333333492279053,60
0.30833333333333335,60.0,0.6416667103767395,60.0,0.45000001788139343,0.566996693611145,0.7765971422195435,0.5,0.8333333730697632,61
0.35,60.0,0.7166666984558105,60.0,0.5666667222976685,0.5463170409202576,0.6579468250274658,0.5,0.8666667342185974,61
0.3,60.0,0.7000000476837158,60.0,0.5,0.5649477243423462,0.6798297166824341,0.5,0.9000000357627869,62
0.325,60.0,0.7250000238418579,60.0,0.550000011920929,0.556249737739563,0.6862270832061768,0.5,0.9000000357627869,62
0.26666666666666666,60.0,0.6166666746139526,60.0,0.38333335518836975,0.580852746963501,0.7912495732307434,0.5,0.8500000238418579,63
0.36666666666666664,60.0,0.6833333969116211,60.0,0.550000011920929,0.5733055472373962,0.6415248513221741,0.5,0.8166667222976685,63
0.36666666666666664,60.0,0.6166666746139526,60.0,0.4833333492279053,0.5739601850509644,0.6865069270133972,0.5,0.7500000596046448,64
0.38333333333333336,60.0,0.6666666865348816,60.0,0.550000011920929,0.5702415704727173,0.5528966784477234,0.5,0.7833333611488342,64
0.425,60.0,0.6416667103767395,60.0,0.5666667222976685,0.5811845064163208,0.6175591945648193,0.5,0.7166666984558105,65
0.475,60.0,0.675000011920929,60.0,0.6500000357627869,0.5846146941184998,0.5386034846305847,0.5,0.7000000476837158,65
0.5416666666666666,60.0,0.7416667342185974,60.0,0.7833333611488342,0.6102213859558105,0.5315739512443542,0.5,0.7000000476837158,66
0.7,60.0,0.8000000715255737,60.0,1.0,0.5991594195365906,0.5016052722930908,0.5,0.6000000238418579,66
0.6916666666666667,60.0,0.7750000357627869,60.0,0.9666666984558105,0.6047698259353638,0.4947766959667206,0.5,0.5833333730697632,67
0.725,60.0,0.7583333849906921,60.0,0.98333340883255,0.5818654894828796,0.46981632709503174,0.5,0.5333333611488342,67
0.8,60.0,0.6833333969116211,60.0,0.98333340883255,0.577985942363739,0.4900738298892975,0.5,0.38333335518836975,68
0.8666666666666667,60.0,0.6333333849906921,60.0,1.0,0.5803446769714355,0.5239050388336182,0.5,0.2666666805744171,68
0.7416666666666667,60.0,0.7583333849906921,60.0,1.0,0.5562415719032288,0.42377716302871704,0.5,0.5166667103767395,69
0.675,60.0,0.7750000357627869,60.0,0.9500000476837158,0.5667938590049744,0.44673821330070496,0.5,0.6000000238418579,69
0.7583333333333333,60.0,0.7416667342185974,60.0,1.0,0.5636972188949585,0.48612645268440247,0.5,0.4833333492279053,70
0.6,60.0,0.8500000238418579,60.0,0.9500000476837158,0.5584457516670227,0.4310295283794403,0.5,0.7500000596046448,70
0.6833333333333333,60.0,0.8000000715255737,60.0,0.98333340883255,0.5503944158554077,0.4130083918571472,0.5,0.6166666746139526,71
0.625,60.0,0.7916666865348816,60.0,0.9166666865348816,0.5547181963920593,0.4346475601196289,0.5,0.6666666865348816,71
0.5916666666666667,60.0,0.7583333849906921,60.0,0.8500000238418579,0.5535457730293274,0.45097804069519043,0.5,0.6666666865348816,72
0.5916666666666667,60.0,0.7916666865348816,60.0,0.8833333849906921,0.5495887398719788,0.4532076418399811,0.5,0.7000000476837158,72
0.6583333333333333,60.0,0.7083333730697632,60.0,0.8666667342185974,0.5698097348213196,0.49928244948387146,0.5,0.550000011920929,73
0.5916666666666667,60.0,0.7750000357627869,60.0,0.8666667342185974,0.5411823391914368,0.45121097564697266,0.5,0.6833333969116211,73
0.7,60.0,0.6833333969116211,60.0,0.8833333849906921,0.5328442454338074,0.5028905868530273,0.5,0.4833333492279053,74
0.6333333333333333,60.0,0.7500000596046448,60.0,0.8833333849906921,0.5651888847351074,0.4971133768558502,0.5,0.6166666746139526,74
0.8333333333333334,60.0,0.6166666746139526,60.0,0.9500000476837158,0.5356186628341675,0.5748617053031921,0.5,0.28333336114883423,75
0.7666666666666667,60.0,0.6333333849906921,60.0,0.9000000357627869,0.5479511618614197,0.5866294503211975,0.5,0.36666667461395264,75
0.8833333333333333,60.0,0.550000011920929,60.0,0.9333333969116211,0.5224792957305908,0.6385731101036072,0.5,0.1666666716337204,76
0.8,60.0,0.5833333730697632,60.0,0.8833333849906921,0.5700873732566833,0.6421796679496765,0.5,0.28333336114883423,76
0.7833333333333333,60.0,0.6333333849906921,60.0,0.9166666865348816,0.5675302743911743,0.5979889035224915,0.5,0.3500000238418579,77
0.5583333333333333,60.0,0.6916667222976685,60.0,0.7500000596046448,0.5824436545372009,0.5461152791976929,0.5,0.6333333849906921,77
0.5416666666666666,60.0,0.7583333849906921,60.0,0.8000000715255737,0.5451120138168335,0.43508180975914,0.5,0.7166666984558105,78
0.35833333333333334,60.0,0.7750000357627869,60.0,0.6333333849906921,0.5360373258590698,0.43514636158943176,0.5,0.9166666865348816,78
0.3416666666666667,60.0,0.8250000476837158,60.0,0.6666666865348816,0.5096128582954407,0.4053586721420288,0.5,0.98333340883255,79
0.2833333333333333,60.0,0.7666667103767395,60.0,0.550000011920929,0.4794536530971527,0.46182265877723694,0.5,0.98333340883255,79
0.31666666666666665,60.0,0.8166667222976685,60.0,0.6333333849906921,0.4368501305580139,0.37946581840515137,0.5,1.0,80
0.31666666666666665,60.0,0.7833333611488342,60.0,0.6000000238418579,0.4367106556892395,0.44347015023231506,0.5,0.9666666984558105,80
0.31666666666666665,60.0,0.8166667222976685,60.0,0.6333333849906921,0.37420400977134705,0.39142152667045593,0.5,1.0,81
0.2833333333333333,60.0,0.7833333611488342,60.0,0.5666667222976685,0.3671959340572357,0.39713647961616516,0.5,1.0,81
0.2833333333333333,60.0,0.7833333611488342,60.0,0.5666667222976685,0.4104355573654175,0.43639326095581055,0.5,1.0,82
0.275,60.0,0.7750000357627869,60.0,0.550000011920929,0.4112180173397064,0.5084201097488403,0.5,1.0,82
0.325,60.0,0.7750000357627869,60.0,0.6000000238418579,0.3857066035270691,0.48730286955833435,0.5,0.9500000476837158,83
0.3333333333333333,60.0,0.8166667222976685,60.0,0.6500000357627869,0.36942318081855774,0.41925284266471863,0.5,0.98333340883255,83
0.375,60.0,0.7916666865348816,60.0,0.6666666865348816,0.42619484663009644,0.4886076748371124,0.5,0.9166666865348816,84
0.36666666666666664,60.0,0.8166667222976685,60.0,0.6833333969116211,0.41802695393562317,0.44633010029792786,0.5,0.9500000476837158,84
0.6166666666666667,60.0,0.6000000238418579,60.0,0.7166666984558105,0.42249083518981934,0.9638017416000366,0.5,0.4833333492279053,85
0.5583333333333333,60.0,0.5083333849906921,60.0,0.5666667222976685,0.4637698233127594,0.9354473948478699,0.5,0.45000001788139343,85
0.4166666666666667,60.0,0.8000000715255737,60.0,0.7166666984558105,0.48770055174827576,0.5132664442062378,0.5,0.8833333849906921,86
0.4,60.0,0.7166666984558105,60.0,0.6166666746139526,0.4653969705104828,0.6081174612045288,0.5,0.8166667222976685,86
0.5083333333333333,60.0,0.7416667342185974,60.0,0.7500000596046448,0.47688111662864685,0.5521156191825867,0.5,0.7333333492279053,87
0.39166666666666666,60.0,0.7083333730697632,60.0,0.6000000238418579,0.4472959041595459,0.5893567204475403,0.5,0.8166667222976685,87
0.425,60.0,0.7916666865348816,60.0,0.7166666984558105,0.43114301562309265,0.45425379276275635,0.5,0.8666667342185974,88
0.44166666666666665,60.0,0.7916666865348816,60.0,0.7333333492279053,0.4467000365257263,0.4690842032432556,0.5,0.8500000238418579,88
0.5166666666666667,60.0,0.7500000596046448,60.0,0.7666667103767395,0.46742168068885803,0.5158114433288574,0.5,0.7333333492279053,89
0.375,60.0,0.7416667342185974,60.0,0.6166666746139526,0.48809927701950073,0.5491480827331543,0.5,0.8666667342185974,89
0.525,60.0,0.7583333849906921,60.0,0.7833333611488342,0.4503827393054962,0.4470924437046051,0.5,0.7333333492279053,90
0.43333333333333335,60.0,0.7666667103767395,60.0,0.7000000476837158,0.4838443398475647,0.47600486874580383,0.5,0.8333333730697632,90
0.5416666666666666,60.0,0.675000011920929,60.0,0.7166666984558105,0.49575749039649963,0.5335706472396851,0.5,0.6333333849906921,91
0.5333333333333333,60.0,0.7333333492279053,60.0,0.7666667103767395,0.47173643112182617,0.4693157970905304,0.5,0.7000000476837158,91
0.475,60.0,0.7750000357627869,60.0,0.7500000596046448,0.4716874361038208,0.4724908173084259,0.5,0.8000000715255737,92
0.5166666666666667,60.0,0.7000000476837158,60.0,0.7166666984558105,0.4636611342430115,0.49358707666397095,0.5,0.6833333969116211,92
0.5416666666666666,60.0,0.7583333849906921,60.0,0.8000000715255737,0.4619494378566742,0.4206276834011078,0.5,0.7166666984558105,93
0.5166666666666667,60.0,0.8166667222976685,60.0,0.8333333730697632,0.46534115076065063,0.41039925813674927,0.5,0.8000000715255737,93
0.5,60.0,0.8500000238418579,60.0,0.8500000238418579,0.4374416172504425,0.33877938985824585,0.5,0.8500000238418579,94
0.5083333333333333,60.0,0.9083333611488342,60.0,0.9166666865348816,0.4652104675769806,0.34054091572761536,0.5,0.9000000357627869,94
0.6083333333333333,60.0,0.8583333492279053,60.0,0.9666666984558105,0.44126513600349426,0.35760676860809326,0.5,0.7500000596046448,95
0.6166666666666667,60.0,0.8000000715255737,60.0,0.9166666865348816,0.4457518458366394,0.40138742327690125,0.5,0.6833333969116211,95
0.6166666666666667,60.0,0.8166667222976685,60.0,0.9333333969116211,0.4587326645851135,0.40305352210998535,0.5,0.7000000476837158,96
0.6666666666666666,60.0,0.7333333492279053,60.0,0.9000000357627869,0.4595603048801422,0.4672020971775055,0.5,0.5666667222976685,96
0.6416666666666667,60.0,0.8083333969116211,60.0,0.9500000476837158,0.42888593673706055,0.43135616183280945,0.5,0.6666666865348816,97
0.6416666666666667,60.0,0.7916666865348816,60.0,0.9333333969116211,0.4277283847332001,0.40954509377479553,0.5,0.6500000357627869,97
0.6416666666666667,60.0,0.7916666865348816,60.0,0.9333333969116211,0.45645323395729065,0.4321843087673187,0.5,0.6500000357627869,98
0.625,60.0,0.7750000357627869,60.0,0.9000000357627869,0.46539071202278137,0.4853292405605316,0.5,0.6500000357627869,98
0.5916666666666667,60.0,0.8416666984558105,60.0,0.9333333969116211,0.4643002450466156,0.40401169657707214,0.5,0.7500000596046448,99
0.6083333333333333,60.0,0.8416666984558105,60.0,0.9500000476837158,0.45137491822242737,0.3830717206001282,0.5,0.7333333492279053,99
0.6416666666666667,60.0,0.6916667222976685,60.0,0.8333333730697632,0.45112866163253784,0.4866742491722107,0.5,0.550000011920929,100
0.5583333333333333,60.0,0.7916666865348816,60.0,0.8500000238418579,0.4734398126602173,0.4286280572414398,0.5,0.7333333492279053,100
0.6833333333333333,60.0,0.7333333492279053,60.0,0.9166666865348816,0.4492688775062561,0.48552921414375305,0.5,0.550000011920929,101
0.65,60.0,0.7500000596046448,60.0,0.9000000357627869,0.4268350899219513,0.4431533217430115,0.5,0.6000000238418579,101
0.5,60.0,0.7500000596046448,60.0,0.7500000596046448,0.46962618827819824,0.460335373878479,0.5,0.7500000596046448,102
0.475,60.0,0.7750000357627869,60.0,0.7500000596046448,0.4849424958229065,0.4442902207374573,0.5,0.8000000715255737,102
0.43333333333333335,60.0,0.7666667103767395,60.0,0.7000000476837158,0.4842650294303894,0.47470277547836304,0.5,0.8333333730697632,103
0.45,60.0,0.7666667103767395,60.0,0.7166666984558105,0.45467016100883484,0.4162425994873047,0.5,0.8166667222976685,103
0.5083333333333333,60.0,0.6916667222976685,60.0,0.7000000476837158,0.4865877628326416,0.47813087701797485,0.5,0.6833333969116211,104
0.5583333333333333,60.0,0.675000011920929,60.0,0.7333333492279053,0.47903063893318176,0.5143974423408508,0.5,0.6166666746139526,104
0.48333333333333334,60.0,0.7333333492279053,60.0,0.7166666984558105,0.49666672945022583,0.5187293887138367,0.5,0.7500000596046448,105
