mean\gen\time/fps,mean\gen\train/n_updates,mean\gen\train/learning_rate,mean\disc\disc_acc,mean\disc\disc_proportion_expert_true,mean\gen\train/explained_variance,mean\disc\disc_acc_expert,mean\gen\time/total_timesteps,mean\disc\n_generated,mean\gen\train/clip_range,mean\gen\train/approx_kl,mean\disc\global_step,mean\disc\n_expert,mean\disc\disc_loss,mean\gen\rollout/ep_len_mean,mean\gen\train/entropy_loss,mean\gen\train/policy_gradient_loss,mean\gen\train/clip_fraction,mean\gen\rollout/ep_rew_mean,mean\gen\time/iterations,mean\disc\disc_proportion_expert_pred,mean\gen\train/value_loss,mean\gen\train/loss,mean\gen\time/time_elapsed,mean\disc\disc_acc_gen,mean\gen\rollout/ep_rew_wrapped_mean
135.0,10.0,0.0003,0.5,0.5,-0.11152470111846924,1.0,50.0,60.0,0.2,0.008518354967236519,1.0,60.0,0.6944987177848816,16.0,-1.9450402498245238,-0.012310552399605258,0.0,0.9,1.0,1.0,0.21291282251477242,0.02710353210568428,0.0,0.0,
555.0,20.0,0.0003,0.5,0.5,-0.0029436349868774414,1.0,100.0,60.0,0.2,0.011216235347092152,2.0,60.0,0.6855597496032715,33.5,-1.9387633681297303,-0.008744155320804659,0.0,0.790625,1.0,1.0,0.33171131312847135,0.10469717532396317,0.0,0.0,1.4498530179262161
925.0,30.0,0.0003,0.5750000476837158,0.5,-2.2844550609588623,0.9333333969116211,150.0,60.0,0.2,0.0032128882594406605,3.0,60.0,0.6881114840507507,33.5,-1.9300472855567932,-0.009631655009463457,0.0,0.790625,1.0,0.8583333333333333,0.16108870580792428,0.003168286755681038,0.0,0.21666668355464935,2.6424718033522367
1237.0,40.0,0.0003,0.5166667103767395,0.5,-0.5447912216186523,0.8833333849906921,200.0,60.0,0.2,0.004622506909072399,4.0,60.0,0.6856575608253479,33.5,-1.9198906421661377,-0.012029508324281757,0.0,0.790625,1.0,0.8666666666666667,0.011410055123269558,-0.025738127529621124,0.0,0.15000000596046448,2.6424718033522367
1146.0,50.0,0.0003,0.5833333730697632,0.5,-0.06667566299438477,0.6500000357627869,250.0,60.0,0.2,-0.014641947112977505,5.0,60.0,0.6885892748832703,62.5,-1.8930294394493103,-0.0095070208590478,0.0,0.584375,1.0,0.5666666666666667,0.7601453840732575,0.10257719457149506,0.0,0.5166667103767395,2.6424718033522367
1317.0,60.0,0.0003,0.6500000357627869,0.5,-0.2011953592300415,0.6333333849906921,300.0,60.0,0.2,0.0002450418542139232,6.0,60.0,0.6859359741210938,62.5,-1.8627274751663208,-0.0035234473473678917,0.0,0.584375,1.0,0.48333333333333334,0.08591978214681148,0.018217304721474648,0.0,0.6666666865348816,2.5742082372307777
1666.0,70.0,0.0003,0.5916666984558105,0.5,-0.07943117618560791,0.7000000476837158,350.0,60.0,0.2,0.004282939247786999,7.0,60.0,0.6867307424545288,62.5,-1.859460461139679,-0.0024795452951220653,0.0,0.584375,1.0,0.6083333333333333,0.12255104407668113,0.018525462597608566,0.0,0.4833333492279053,2.5742082372307777
1923.0,80.0,0.0003,0.6250000596046448,0.5,0.15546202659606934,0.6666666865348816,400.0,60.0,0.2,0.008654952049255371,8.0,60.0,0.6860146522521973,78.8,-1.8542880773544312,-0.016147150542470713,0.0,0.46749999999999997,1.0,0.5416666666666666,0.03901261445134878,-0.02570047415792942,0.0,0.5833333730697632,2.5742082372307777
2510.0,90.0,0.0003,0.6833333969116211,0.5,0.06980860233306885,0.7000000476837158,450.0,60.0,0.2,-0.017925094813108444,9.0,60.0,0.6733525991439819,73.83333333333333,-1.8298233270645141,-0.017589943231549297,0.031999999284744264,0.5052083333333334,1.0,0.5166666666666667,0.3887986093759537,0.12198098748922348,0.0,0.6666666865348816,1.4424345202744007
2747.0,100.0,0.0003,0.8250000476837158,0.5,0.1167612075805664,0.8166667222976685,500.0,60.0,0.2,-0.02038491517305374,10.0,60.0,0.659469723701477,73.83333333333333,-1.8747738122940063,-0.012737813606392655,0.05799999758601189,0.5052083333333334,1.0,0.49166666666666664,0.47063541114330293,0.18038059771060944,0.0,0.8333333730697632,0.6749641175071398
3003.0,110.0,0.0003,0.6833333969116211,0.5,0.20536452531814575,0.9000000357627869,550.0,60.0,0.2,0.08366460353136063,11.0,60.0,0.6738550066947937,73.83333333333333,-1.8390958189964295,-0.03861195037700238,0.05599999725818634,0.5052083333333334,1.0,0.7166666666666667,0.2369142770767212,0.026735112071037292,0.0,0.46666669845581055,0.6749641175071398
2955.0,120.0,0.0003,0.42500001192092896,0.5,0.0888376235961914,0.7000000476837158,600.0,60.0,0.2,0.01327778585255146,12.0,60.0,0.7065303325653076,74.625,-1.7626981258392334,0.007788613676093803,0.0,0.49609375,1.0,0.775,2.461855387687683,0.6446060538291931,0.0,0.15000000596046448,0.6749641175071398
3730.0,130.0,0.0003,0.491666704416275,0.5,-0.11961328983306885,0.7333333492279053,650.0,60.0,0.2,0.015515932813286781,13.0,60.0,0.6942604184150696,74.625,-1.7272026538848877,-0.004040841178138521,0.0,0.49609375,1.0,0.7416666666666667,0.38206179440021515,0.10558246821165085,0.0,0.25,1.077360502909869
4216.0,140.0,0.0003,0.6333333849906921,0.5,0.09723222255706787,0.6833333969116211,700.0,60.0,0.2,0.003931329119950533,14.0,60.0,0.6923145651817322,74.625,-1.7301198244094849,-0.01582604744797571,0.057999998331069946,0.49609375,1.0,0.55,0.10207102671265603,0.015358790755271912,0.0,0.5833333730697632,1.077360502909869
4397.0,150.0,0.0003,0.6166666746139526,0.5,0.10013145208358765,0.38333335518836975,750.0,60.0,0.2,0.018117599189281464,15.0,60.0,0.6865893602371216,82.33333333333333,-1.6853837728500367,-0.00995588149037303,0.007999999821186066,0.4409722222222222,1.0,0.26666666666666666,1.1958671629428863,0.26595035195350647,0.0,0.8500000238418579,1.077360502909869
4571.0,160.0,0.0003,0.6000000238418579,0.5,-0.03535127639770508,0.28333336114883423,800.0,60.0,0.2,-0.010960976593196392,16.0,60.0,0.6885662078857422,82.33333333333333,-1.6331226348876953,-0.004676943990634186,0.0,0.4409722222222222,1.0,0.18333333333333332,1.741290992498398,0.4084356129169464,0.0,0.9166666865348816,0.9655109283824762
5374.0,170.0,0.0003,0.5833333730697632,0.5,0.007914066314697266,0.1666666716337204,850.0,60.0,0.2,0.01115154754370451,17.0,60.0,0.6910620331764221,82.33333333333333,-1.5912290930747985,-0.012903655317612107,0.0,0.4409722222222222,1.0,0.08333333333333333,0.9653786987066268,0.11057011783123016,0.0,1.0,0.9655109283824762
4522.0,180.0,0.0003,0.5750000476837158,0.5,0.0094987154006958,0.3333333432674408,900.0,60.0,0.2,0.020900676026940346,18.0,60.0,0.6857026815414429,88.5,-1.5539401292800903,-0.017215230854228204,0.07799999713897705,0.396875,1.0,0.25833333333333336,0.9025712788105011,0.40644538402557373,0.0,0.8166667222976685,0.9655109283824762
5837.0,190.0,0.0003,0.5,0.5,0.026206493377685547,0.30000001192092896,950.0,60.0,0.2,-0.016897322610020638,19.0,60.0,0.6892777681350708,88.5,-1.4842841386795045,-0.019362888688222314,0.0,0.396875,1.0,0.3,2.2804643392562864,0.7850545644760132,0.0,0.7000000476837158,-0.7850832216441631
4807.0,200.0,0.0003,0.6166666746139526,0.5,0.08575940132141113,0.45000001788139343,1000.0,60.0,0.2,0.07281879335641861,20.0,60.0,0.6879513263702393,88.5,-1.3833122849464417,-0.02718730281107149,0.06400000005960464,0.396875,1.0,0.3333333333333333,0.11333784088492393,0.011150963604450226,0.0,0.7833333611488342,-0.7850832216441631
6564.0,210.0,0.0003,0.6416667103767395,0.5,0.013721644878387451,0.7333333492279053,1050.0,60.0,0.2,0.0099012590944767,21.0,60.0,0.6791003346443176,93.54545454545455,-1.2606637477874756,-0.017352917090058283,0.005999999865889549,0.36079545454545453,1.0,0.5916666666666667,2.225236749649048,0.9177228808403015,0.0,0.550000011920929,-0.7850832216441631
6250.0,220.0,0.0003,0.6500000357627869,0.5,0.07883113622665405,0.7000000476837158,1100.0,60.0,0.2,-0.00881990883499384,22.0,60.0,0.648578405380249,93.54545454545455,-1.2207265734672545,-0.012080249749589721,0.005999999865889549,0.36079545454545453,1.0,0.55,0.423370298743248,0.15557996928691864,0.0,0.6000000238418579,-1.8836517445743084
6629.0,230.0,0.0003,0.7250000238418579,0.5,0.02740722894668579,0.7500000596046448,1150.0,60.0,0.2,0.022788159549236298,23.0,60.0,0.6494666934013367,93.54545454545455,-1.2399422764778136,-0.008408813086338363,0.007999999821186066,0.36079545454545453,1.0,0.525,0.9460358917713165,0.32491806149482727,0.0,0.7000000476837158,-1.8836517445743084
7229.0,240.0,0.0003,0.6333333849906921,0.5,-0.0031892061233520508,0.7000000476837158,1200.0,60.0,0.2,0.015303801745176315,24.0,60.0,0.669715940952301,97.75,-1.2825005412101746,-0.00886769688595095,0.015999999642372132,0.3307291666666667,1.0,0.5666666666666667,2.251593732833862,1.077512264251709,0.0,0.5666667222976685,-1.8836517445743084
7609.0,250.0,0.0003,0.6333333849906921,0.5,0.05426812171936035,0.8166667222976685,1250.0,60.0,0.2,-0.007496693171560764,25.0,60.0,0.6793383359909058,97.75,-1.5039467573165894,-0.01802848683949563,0.0939999982714653,0.3307291666666667,1.0,0.6833333333333333,1.0083907127380372,0.372213214635849,0.0,0.45000001788139343,-2.7125775764385858
8074.0,260.0,0.0003,0.5583333373069763,0.5,0.01499396562576294,0.8000000715255737,1300.0,60.0,0.2,0.003072411986067891,26.0,60.0,0.6764466762542725,97.75,-1.4580244779586793,0.003889772802591551,0.0,0.3307291666666667,1.0,0.7416666666666667,3.829846143722534,1.4039299488067627,0.0,0.31666669249534607,-2.7125775764385858
8333.0,270.0,0.0003,0.5416666865348816,0.5,0.040322184562683105,0.7333333492279053,1350.0,60.0,0.2,0.004945619031786919,27.0,60.0,0.6787438988685608,101.3076923076923,-1.4044912219047547,-0.010488541274331454,0.005999999865889549,0.30528846153846156,1.0,0.6916666666666667,1.5212560772895813,0.5524724125862122,0.0,0.3500000238418579,-2.7125775764385858
8805.0,280.0,0.0003,0.6583333611488342,0.5,0.01609969139099121,0.6000000238418579,1400.0,60.0,0.2,0.00923868641257286,28.0,60.0,0.6451192498207092,101.3076923076923,-1.3827634930610657,0.0011083531192269901,0.0,0.30528846153846156,1.0,0.44166666666666665,4.105707716941834,1.9922001361846924,0.0,0.7166666984558105,-1.4304570449659457
8039.0,290.0,0.0003,0.5083333849906921,0.5,0.05533879995346069,0.6333333849906921,1450.0,60.0,0.2,-0.00961243361234665,29.0,60.0,0.6925859451293945,101.3076923076923,-1.4996102094650268,-0.012040452691726244,0.0019999999552965165,0.30528846153846156,1.0,0.625,0.8827219903469086,0.33464986085891724,0.0,0.38333335518836975,-1.4304570449659457
