raw\gen\time/fps,raw\gen\time/iterations,raw\gen\rollout/ep_len_mean,raw\gen\time/time_elapsed,raw\gen\time/total_timesteps,raw\gen\rollout/ep_rew_mean,raw\gen\train/n_updates,raw\gen\train/approx_kl,raw\gen\train/policy_gradient_loss,raw\gen\train/entropy_loss,raw\gen\rollout/ep_rew_wrapped_mean,raw\gen\train/explained_variance,raw\gen\train/clip_fraction,raw\gen\train/clip_range,raw\gen\train/value_loss,raw\gen\train/loss,raw\gen\train/learning_rate
7201,1,95.88888888888889,0,900,0.35624999999999996,170,-0.0043677,-0.0020615282061044126,-1.6765982866287232,-7.007148159449571,0.022741377353668213,0.0,0.2,33.64819984436035,16.28755760192871,0.0003
8687,1,78.91666666666667,0,950,0.47343749999999996,180,0.0046149776,-0.0016716539651969952,-1.6521854758262635,-9.434822797063841,0.05101048946380615,0.0,0.2,19.571877098083498,8.808368682861328,0.0003
10665,1,75.23076923076923,0,1000,0.49903846153846154,190,-0.0005948806,0.0008957529079633986,-1.6368243217468261,-7.378409622013957,0.12600767612457275,0.0,0.2,15.443484020233154,7.315982341766357,0.0003
9602,1,75.23076923076923,0,1050,0.49903846153846154,200,0.0060716034,-0.0033959512724541343,-1.6392857789993287,-8.048273242804079,0.09364473819732666,0.0,0.2,9.770601844787597,4.637740612030029,0.0003
8793,1,75.23076923076923,0,1100,0.49903846153846154,210,0.00048963545,-0.0019479977068258768,-1.643848478794098,-8.048273242804079,-0.03067958354949951,0.0,0.2,11.137038898468017,4.588475227355957,0.0003
9202,1,76.53333333333333,0,1150,0.48833333333333334,220,-0.0018797779,-0.0019477395662979903,-1.6430630087852478,-8.048273242804079,0.18732929229736328,0.0,0.2,14.598819351196289,6.474003791809082,0.0003
10974,1,72.0,0,1200,0.51875,230,0.0043921685,-0.0011942840745978068,-1.635522222518921,-7.90376716896426,0.1703561544418335,0.0,0.2,8.352222061157226,4.002838134765625,0.0003
11431,1,72.0,0,1250,0.51875,240,-0.0033825682,-0.0006891007423984518,-1.6443378567695617,-7.438345508133352,0.022313952445983887,0.0,0.2,9.041998100280761,3.607757806777954,0.0003
10647,1,76.23529411764706,0,1300,0.4882352941176471,250,-0.0005615878,-0.0055228962136316005,-1.6578415513038636,-7.438345508133352,0.07386219501495361,0.0,0.2,8.616055870056153,4.127721309661865,0.0003
10802,1,76.23529411764706,0,1350,0.4882352941176471,260,0.011451218,0.0011907904312247197,-1.6910459637641906,-7.5856861060772856,0.16256707906723022,0.0,0.2,22.28676414489746,8.52206802368164,0.0003
14937,1,76.23529411764706,0,1400,0.4882352941176471,270,-0.0007882905,-0.0011170316817588066,-1.7178282141685486,-7.5856861060772856,0.1255892515182495,0.0,0.2,7.954871559143067,3.6682653427124023,0.0003
13260,1,80.0,0,1450,0.46111111111111114,280,-0.0021734284,-0.0012542686510712997,-1.7327195644378661,-7.5856861060772856,-0.4206281900405884,0.0,0.2,14.847727966308593,5.585040092468262,0.0003
12002,1,80.0,0,1500,0.46111111111111114,290,0.008207233,-0.004111133276368406,-1.7454150438308715,-9.027589208866832,-0.044005632400512695,0.0,0.2,2.8889900922775267,1.2471222877502441,0.0003
17392,1,80.0,0,1550,0.46111111111111114,300,-0.0071598412,-0.00993163901800358,-1.7696952939033508,-9.027589208866832,-0.013118267059326172,0.0,0.2,8.701276445388794,3.7513062953948975,0.0003
17063,1,83.36842105263158,0,1600,0.4368421052631579,310,0.0109324595,-0.0032932222834787693,-1.798342514038086,-9.027589208866832,0.00892108678817749,0.0,0.2,6.611878252029419,3.282522201538086,0.0003
13203,1,83.36842105263158,0,1650,0.4368421052631579,320,0.013131168,-0.009920699622947638,-1.8167092323303222,-9.857547124768118,0.007203459739685059,0.017999999597668646,0.2,6.520047235488891,3.199159622192383,0.0003
15546,1,83.36842105263158,0,1700,0.4368421052631579,330,-0.010052157,0.0049740791665392695,-1.8113860011100769,-9.857547124768118,0.015791118144989014,0.0,0.2,62.03834190368652,29.900449752807617,0.0003
16003,1,86.4,0,1750,0.41500000000000004,340,-0.00060333253,-0.002107995268539398,-1.8055101394653321,-9.857547124768118,-0.0020908117294311523,0.0,0.2,24.17147789001465,11.212197303771973,0.0003
16460,1,86.4,0,1800,0.41500000000000004,350,0.00059069874,-0.0004019507102203335,-1.8038518667221068,-12.172371150384425,0.011908531188964844,0.0,0.2,24.49318199157715,12.127962112426758,0.0003
14803,1,87.76190476190476,0,1850,0.40863095238095243,360,0.001806786,-0.0011467854864321224,-1.810869026184082,-12.172371150384425,0.02228444814682007,0.0,0.2,27.864125633239745,13.6589994430542,0.0003
20272,1,87.76190476190476,0,1900,0.40863095238095243,370,-0.006030862,-0.004867711702128829,-1.8220417141914367,-14.291616941863182,0.0019399523735046387,0.0,0.2,26.527023696899413,12.946282386779785,0.0003
15603,1,87.76190476190476,0,1950,0.40863095238095243,380,-0.005077336,-0.004386186841176887,-1.8387277007102967,-14.291616941863182,0.011400222778320312,0.0,0.2,6.739723587036133,3.1121785640716553,0.0003
18290,1,90.31818181818181,0,2000,0.3900568181818182,390,0.012867224,-0.008039788913913081,-1.830921721458435,-14.291616941863182,0.01761341094970703,0.0,0.2,18.71463565826416,8.79861068725586,0.0003
23891,1,85.0,0,2050,0.4270833333333333,400,0.0023678709,-0.005671680571045723,-1.8045302748680114,-16.31241709376495,0.00942140817642212,0.0,0.2,23.955426597595213,11.818970680236816,0.0003
16803,1,85.0,0,2100,0.4270833333333333,410,0.007178216,2.592885532060052e-05,-1.769735836982727,-14.773921378669911,0.005258381366729736,0.0,0.2,45.83702278137207,22.88414192199707,0.0003
19661,1,85.0,0,2150,0.4270833333333333,420,0.0031087375,-0.0006761301730584535,-1.752212917804718,-14.773921378669911,0.00938791036605835,0.0,0.2,34.051565170288086,16.78519058227539,0.0003
20120,1,87.36,0,2200,0.41,430,-0.003264587,-0.0023717829915113954,-1.7509644627571106,-14.773921378669911,0.0030261874198913574,0.0,0.2,13.11049280166626,6.259278297424316,0.0003
23020,1,87.36,0,2250,0.41,440,0.004400785,-0.004399577643722274,-1.7608444213867187,-17.083984689055942,0.0025017857551574707,0.0,0.2,13.277233791351318,6.500307083129883,0.0003
19711,1,87.36,0,2300,0.41,450,0.0052097775,-0.0015294944373437148,-1.7821077942848205,-17.083984689055942,0.0059874653816223145,0.0,0.2,38.26648139953613,18.52306365966797,0.0003
22876,1,89.53846153846153,0,2350,0.3942307692307692,460,-0.0077074147,-0.0005476458067789735,-1.7994720816612244,-17.083984689055942,0.004182338714599609,0.0,0.2,33.06235942840576,15.905345916748047,0.0003
25874,1,89.53846153846153,0,2400,0.3942307692307692,470,0.0008507395,-0.00167094493319766,-1.803318977355957,-18.609317246121535,-0.009918570518493652,0.0,0.2,38.35399131774902,19.201217651367188,0.0003
21177,1,89.53846153846153,0,2450,0.3942307692307692,480,0.0020608401,-0.0013641522617106716,-1.8078886032104493,-18.609317246121535,-0.0027779340744018555,0.0,0.2,59.11514854431152,29.290512084960938,0.0003
26111,1,89.0,0,2500,0.39732142857142855,490,-0.0027199124,-0.0028667042134329357,-1.8013959646224975,-18.609317246121535,0.0010056495666503906,0.0,0.2,14.304351997375488,7.00372314453125,0.0003
28729,1,89.0,0,2550,0.39732142857142855,500,0.0031181956,-0.003783688111099792,-1.809113359451294,-19.329803258858323,0.00018900632858276367,0.0,0.2,34.35404624938965,17.148723602294922,0.0003
22669,1,89.0,0,2600,0.39732142857142855,510,0.0050100493,-0.0010050059545321233,-1.8245424032211304,-19.329803258858323,0.008724749088287354,0.0,0.2,19.95001640319824,9.853325843811035,0.0003
23308,1,90.06896551724138,0,2650,0.3922413793103448,520,0.00016719342,7.402217137837397e-05,-1.8215964198112489,-19.329803258858323,0.005243957042694092,0.0,0.2,45.10373229980469,22.03946876525879,0.0003
20665,1,90.06896551724138,0,2700,0.3922413793103448,530,0.0014172125,-0.00706769447424449,-1.8368674874305726,-20.281671348714333,-0.001841902732849121,0.020000000298023225,0.2,41.04192199707031,20.464853286743164,0.0003
24401,1,90.06896551724138,0,2750,0.3922413793103448,540,-0.025889618,-0.002641224535414821,-1.8752642512321471,-20.281671348714333,-5.793571472167969e-05,0.0,0.2,44.06441688537598,21.39559555053711,0.0003
19771,1,91.86666666666666,0,2800,0.37916666666666665,550,-0.0011264705,-0.0015712258296552762,-1.8816594123840331,-20.281671348714333,0.000956118106842041,0.0,0.2,77.03213043212891,37.60124588012695,0.0003
21167,1,91.86666666666666,0,2850,0.37916666666666665,560,0.0072655226,-0.0028767652438254744,-1.8837258577346803,-22.274436936259736,0.0013947486877441406,0.0,0.2,24.007424545288085,12.004691123962402,0.0003
23449,1,93.54838709677419,0,2900,0.36693548387096775,570,0.0048448825,-3.6948444347473244e-05,-1.8922504663467408,-22.274436936259736,0.0014385581016540527,0.0,0.2,38.376221084594725,19.016857147216797,0.0003
19719,1,93.54838709677419,0,2950,0.36693548387096775,580,-0.0005754685,-0.004779304821509811,-1.8915133476257324,-23.787511001412398,-0.0005412101745605469,0.0,0.2,42.95329132080078,21.248626708984375,0.0003
22280,1,93.54838709677419,0,3000,0.36693548387096775,590,-0.004707663,-0.0027955315252764733,-1.89026700258255,-23.787511001412398,0.0011098384857177734,0.0,0.2,32.59632682800293,15.790210723876953,0.0003
29982,1,95.125,0,3050,0.35546875,600,-0.009179134,-0.010951624699344364,-1.8855004549026488,-23.787511001412398,0.0010009407997131348,0.0,0.2,5.711944103240967,2.7084615230560303,0.0003
30774,1,95.125,0,3100,0.35546875,610,0.017762365,-0.006396880974061769,-1.8570747137069703,-24.612249692418118,0.000785529613494873,0.0,0.2,62.210106658935544,31.1126766204834,0.0003
26320,1,95.125,0,3150,0.35546875,620,0.0005648899,-0.0003123444873409653,-1.8342456817626953,-24.612249692418118,0.002795875072479248,0.0,0.2,41.854361343383786,20.721452713012695,0.0003
34133,1,96.21212121212122,0,3200,0.35018939393939397,630,-0.0006343818,-0.003980042134295303,-1.8279210805892945,-24.612249692418118,-6.139278411865234e-05,0.0,0.2,25.352658462524413,12.434600830078125,0.0003
36177,1,96.21212121212122,0,3250,0.35018939393939397,640,0.0021438599,-0.008117318467237044,-1.8433223247528077,-25.856005015059825,-8.559226989746094e-05,0.0,0.2,45.977647399902345,22.965707778930664,0.0003
30177,1,96.21212121212122,0,3300,0.35018939393939397,650,-0.0063121677,-0.0012916655885049978,-1.870349073410034,-25.856005015059825,0.000931084156036377,0.0,0.2,21.048722076416016,10.39978313446045,0.0003
30636,1,97.61764705882354,0,3350,0.33988970588235295,660,-0.0004233074,0.0015836548899535786,-1.8818425178527831,-25.856005015059825,0.00025576353073120117,0.0,0.2,24.86336040496826,12.124824523925781,0.0003
36277,1,93.55555555555556,0,3400,0.3680555555555556,670,-0.005495913,-0.008192043441347784,-1.8815381288528443,-26.850253583613426,-0.0004936456680297852,0.0,0.2,35.803767395019534,17.876121520996094,0.0003
32015,1,93.55555555555556,0,3450,0.3680555555555556,680,0.028497344,-0.011708472096361255,-1.8894509077072144,-25.791904309011038,9.322166442871094e-05,0.0,0.2,62.8272216796875,31.337635040283203,0.0003
28006,1,94.29729729729729,0,3500,0.36469594594594595,690,0.015703091,-0.014516260937787528,-1.891575825214386,-25.791904309011038,0.0018114447593688965,0.0,0.2,9.259323501586914,4.590958595275879,0.0003
31670,1,94.29729729729729,0,3550,0.36469594594594595,700,0.018896172,-0.00781749810278427,-1.883770227432251,-26.186456730057536,0.001356661319732666,0.0,0.2,43.31704521179199,21.520450592041016,0.0003
28808,1,94.10526315789474,0,3600,0.36710526315789477,710,-0.00085077283,-0.008001931685023323,-1.8745439291000365,-26.186456730057536,-0.0008728504180908203,0.0,0.2,7.656888246536255,3.7641794681549072,0.0003
33378,1,91.15,0,3650,0.3878125,720,0.0026541376,-0.003231129176216285,-1.8689345002174378,-26.09048601340098,0.0009677410125732422,0.0,0.2,45.36775779724121,22.58527183532715,0.0003
33840,1,87.66666666666667,0,3700,0.4116071428571429,730,0.0009985471,-0.0029980952807235894,-1.8619529247283935,-25.177316473072278,0.0003731846809387207,0.0,0.2,66.97838516235352,32.996116638183594,0.0003
34294,1,87.66666666666667,0,3750,0.4116071428571429,740,-0.00032770872,-0.005803680767305508,-1.852607822418213,-24.246273457025556,0.0008353590965270996,0.0,0.2,52.50191307067871,25.688806533813477,0.0003
27028,1,85.77272727272727,0,3800,0.425284090909091,750,0.00472199,-0.002868884496856472,-1.8421001076698302,-24.246273457025556,-0.0010586977005004883,0.0,0.2,60.66746978759765,30.317392349243164,0.0003
30807,1,85.77272727272727,0,3850,0.425284090909091,760,0.0009178591,-0.0016416207206788158,-1.8326252460479737,-23.82676207248534,0.0012465119361877441,0.0,0.2,64.09994735717774,31.875234603881836,0.0003
31960,1,85.77272727272727,0,3900,0.425284090909091,770,0.024435084,-0.018979074750095748,-1.785829532146454,-23.82676207248534,0.0006837248802185059,0.1459999993443489,0.2,2.1646527290344237,1.049617052078247,0.0003
31611,1,87.06666666666666,0,3950,0.4180555555555556,780,0.008696394,0.007573194775730485,-1.7265584826469422,-23.82676207248534,-0.0007035732269287109,0.0,0.2,50.978981018066406,25.02109718322754,0.0003
32007,1,87.06666666666666,0,4000,0.4180555555555556,790,0.0019454526,-0.0041847877440741145,-1.7132760524749755,-24.380368084416517,0.000567018985748291,0.0,0.2,30.66755657196045,15.314030647277832,0.0003
37038,1,88.0,0,4050,0.4130434782608696,800,-0.0042052628,0.0011539728543720428,-1.7072901725769043,-24.380368084416517,0.0006833672523498535,0.0,0.2,11.421144104003906,5.647156238555908,0.0003
43747,1,88.0,0,4100,0.4130434782608696,810,0.0021239591,-0.01369014367228374,-1.6811586976051331,-24.956829713229798,0.0007500052452087402,0.0,0.2,40.7074520111084,20.28617286682129,0.0003
39452,1,88.0,0,4150,0.4130434782608696,820,-0.01607759,-0.01065357417799504,-1.5898028016090393,-24.956829713229798,0.0010150671005249023,0.010000000149011612,0.2,15.640711402893066,7.470674991607666,0.0003
38410,1,89.19148936170212,0,4200,0.40425531914893625,830,0.010731905,-0.010982170053757656,-1.539982533454895,-24.956829713229798,0.0015537738800048828,0.0,0.2,14.0008225440979,6.641736030578613,0.0003
34008,1,89.19148936170212,0,4250,0.40425531914893625,840,-0.00087119103,-0.0012379532116174375,-1.5177130937576293,-25.99417314252152,0.00031882524490356445,0.0,0.2,23.45902862548828,11.613359451293945,0.0003
41916,1,89.19148936170212,0,4300,0.40425531914893625,850,0.00418458,-0.0018903585711953497,-1.5318392634391784,-25.99417314252152,0.0015354752540588379,0.0,0.2,25.30641975402832,12.194096565246582,0.0003
46409,1,90.33333333333333,0,4350,0.3958333333333333,860,0.011392841,-0.00721199678373523,-1.5214638113975525,-25.99417314252152,0.0013672709465026855,0.0,0.2,13.471702671051025,6.5548787117004395,0.0003
42517,1,90.33333333333333,0,4400,0.3958333333333333,870,0.002331159,-0.004455027673626333,-1.4716504216194153,-26.30011092141649,0.00047081708908081055,0.0,0.2,19.883567810058594,9.94643783569336,0.0003
31651,1,90.33333333333333,0,4450,0.3958333333333333,880,0.0100851515,-0.001174340250028827,-1.4458851218223572,-26.30011092141649,0.0010530948638916016,0.0,0.2,27.44722423553467,13.590816497802734,0.0003
36007,1,91.36734693877551,0,4500,0.3901785714285714,890,0.0059619714,-0.001973409196449216,-1.432496762275696,-26.30011092141649,-6.663799285888672e-05,0.0,0.2,24.150178146362304,11.782434463500977,0.0003
36409,1,88.66666666666667,0,4550,0.408578431372549,900,0.00037878274,0.0013340644878335084,-1.4356910824775695,-26.580230446663037,0.00021344423294067383,0.0,0.2,64.28075370788574,32.127044677734375,0.0003
41841,1,87.98076923076923,0,4600,0.4135817307692307,910,-0.013270481,-0.01427144762687398,-1.4346573233604432,-25.744607240708053,0.0009405016899108887,0.0,0.2,51.654609298706056,25.653087615966797,0.0003
42525,1,87.98076923076923,0,4650,0.4135817307692307,920,0.108978815,-0.028174675089307044,-1.4479398846626281,-25.765315905802147,0.0005619525909423828,0.28799999728798864,0.2,36.35319480895996,18.12447738647461,0.0003
50147,1,87.98076923076923,0,4700,0.4135817307692307,930,0.008726008,0.013027197292074577,-1.4825340270996095,-25.765315905802147,-4.5180320739746094e-05,0.0,0.2,13.30142068862915,6.5715460777282715,0.0003
38008,1,87.94444444444444,0,4750,0.41331018518518514,940,0.005792477,-0.002387545811362202,-1.4743274211883546,-25.765315905802147,0.004563450813293457,0.0,0.2,14.43930959701538,7.184550762176514,0.0003
38410,1,87.94444444444444,0,4800,0.41331018518518514,950,-0.0032102393,0.000357922020135959,-1.45939861536026,-25.565970204647684,0.004604160785675049,0.0,0.2,66.4094467163086,32.88028335571289,0.0003
41796,1,87.94444444444444,0,4850,0.41331018518518514,960,-0.00052964926,-0.0008074235848908983,-1.4543784379959106,-25.565970204647684,0.02105790376663208,0.0,0.2,7.911365365982055,3.8507003784179688,0.0003
52280,1,88.96363636363637,0,4900,0.4057954545454545,970,0.00074982643,-0.002584468170534748,-1.4472294330596924,-25.565970204647684,-0.014335989952087402,0.0,0.2,23.818134117126466,11.52417278289795,0.0003
39610,1,88.96363636363637,0,4950,0.4057954545454545,980,-0.0029073549,0.0003848478780128062,-1.4340292453765868,-25.91057786748279,-0.0013997554779052734,0.0,0.2,44.352006912231445,22.16298484802246,0.0003
40010,1,88.96363636363637,0,5000,0.4057954545454545,990,0.00013857364,-0.0001957993544565717,-1.4270348310470582,-25.91057786748279,-0.0008525848388671875,0.0,0.2,29.321831893920898,14.532914161682129,0.0003
33604,1,89.94642857142857,0,5050,0.3985491071428572,1000,-0.00010186434,-0.0017522502047359722,-1.4214192628860474,-25.91057786748279,-0.00041174888610839844,0.0,0.2,7.092110252380371,3.3867547512054443,0.0003
45129,1,89.94642857142857,0,5100,0.3985491071428572,1010,-0.0038118886,-0.0009541668882884658,-1.4134276628494262,-26.490574981948676,-0.001771688461303711,0.0,0.2,21.94501190185547,10.960658073425293,0.0003
41212,1,89.94642857142857,0,5150,0.3985491071428572,1020,-0.0017177081,1.4294803200698425e-05,-1.4207793831825257,-26.490574981948676,-0.0034548044204711914,0.0,0.2,22.220665740966798,10.984020233154297,0.0003
47556,1,90.40350877192982,0,5200,0.3963815789473684,1030,-0.0010989499,-0.0015431483990980155,-1.4272550582885741,-26.490574981948676,0.003278017044067383,0.0,0.2,16.671298789978028,8.103538513183594,0.0003
37299,1,89.86206896551724,0,5250,0.40043103448275863,1040,0.0014008045,-0.0032198116141373134,-1.432029414176941,-26.962663562247414,0.0008739233016967773,0.0,0.2,39.78306007385254,19.523162841796875,0.0003
38855,1,89.86206896551724,0,5300,0.40043103448275863,1050,0.0034193255,-0.0007083973900881447,-1.442167830467224,-26.935564827139828,0.00043851137161254883,0.0,0.2,45.03967170715332,22.52510643005371,0.0003
42810,1,89.86206896551724,0,5350,0.40043103448275863,1060,0.00066195964,0.0005876076171404066,-1.4422975540161134,-26.935564827139828,0.001791834831237793,0.0,0.2,44.23118934631348,21.932409286499023,0.0003
38408,1,90.77966101694915,0,5400,0.3936440677966102,1070,0.0041846703,-0.005620119616272845,-1.4346726059913635,-26.935564827139828,-5.6743621826171875e-05,0.0,0.2,6.815630388259888,3.2697784900665283,0.0003
43610,1,90.77966101694915,0,5450,0.3936440677966102,1080,-0.020364488,-0.004530025256797643,-1.420111107826233,-27.497038110226423,8.547306060791016e-05,0.0,0.2,16.04171199798584,8.004688262939453,0.0003
44012,1,91.11666666666666,0,5500,0.3921875,1090,-0.0050167106,-0.0004532458814225038,-1.4432382702827453,-27.497038110226423,0.0015634894371032715,0.0,0.2,33.54667091369629,16.622604370117188,0.0003
50754,1,91.11666666666666,0,5550,0.3921875,1100,-0.0051535224,-0.006242224167217536,-1.4421522259712218,-27.69990438372285,0.0010616183280944824,0.0,0.2,50.28477478027344,25.101411819458008,0.0003
59748,1,91.11666666666666,0,5600,0.3921875,1110,0.0033727789,-0.00030941034043641125,-1.3930612683296204,-27.69990438372285,0.0008530020713806152,0.0,0.2,10.244974899291993,5.069192886352539,0.0003
51673,1,91.98360655737704,0,5650,0.38575819672131145,1120,0.060493544,-0.006379128519445665,-1.3555519700050354,-27.69990438372285,0.0008371472358703613,0.04200000017881393,0.2,2.8513531923294066,1.4047818183898926,0.0003
45611,1,88.734375,0,5700,0.40791015625,1130,0.0012481952,0.017429557017982232,-1.3599891781806945,-28.093979439961526,0.0016339421272277832,0.0,0.2,32.16381301879883,16.06215476989746,0.0003
52585,1,88.734375,0,5750,0.40791015625,1140,-0.005434053,-0.0020306985378265806,-1.358436393737793,-26.944469692363782,0.003500699996948242,0.0,0.2,82.80396881103516,40.65302658081055,0.0003
55080,1,88.734375,0,5800,0.40791015625,1150,0.00026982307,-0.004030130978441094,-1.350526213645935,-26.944469692363782,-0.02567315101623535,0.0,0.2,73.13970642089843,36.16630554199219,0.0003
66057,1,89.58461538461539,0,5850,0.40163461538461537,1160,0.040523786,-0.014674412811175052,-1.3384735703468322,-26.944469692363782,0.0515022873878479,0.0,0.2,1.8147123813629151,0.824050784111023,0.0003
41965,1,89.58461538461539,0,5900,0.40163461538461537,1170,-6.518364e-05,0.0003806921243668882,-1.3076083064079285,-27.543755103665617,0.00011140108108520508,0.0,0.2,48.233665466308594,24.09928321838379,0.0003
63483,1,89.58461538461539,0,5950,0.40163461538461537,1180,0.0017430068,-0.0006912991999413976,-1.289674425125122,-27.543755103665617,-0.0037195682525634766,0.0,0.2,49.854949188232425,24.743694305419922,0.0003
54868,1,89.32835820895522,0,6000,0.40289179104477607,1190,0.0022214341,-0.0031464853608042633,-1.2880056023597717,-27.543755103665617,-0.0010172128677368164,0.0,0.2,53.70219383239746,26.35494613647461,0.0003
48411,1,89.32835820895522,0,6050,0.40289179104477607,1200,0.00049791334,-0.00034683916403448477,-1.2884664058685302,-27.85787394008627,0.0010941028594970703,0.0,0.2,101.34015045166015,50.638755798339844,0.0003
43388,1,89.32835820895522,0,6100,0.40289179104477607,1210,-0.00030468463,-0.0006074383283849016,-1.2875742077827455,-27.85787394008627,0.0017754435539245605,0.0,0.2,53.11158981323242,26.375539779663086,0.0003
49214,1,90.13235294117646,0,6150,0.3969669117647059,1220,-0.000531106,-0.000226231988847303,-1.2873897790908813,-27.85787394008627,0.002841353416442871,0.0,0.2,37.065940856933594,18.115257263183594,0.0003
56698,1,89.6376811594203,0,6200,0.4006340579710145,1230,0.00050000905,-0.00038140343951447163,-1.285041832923889,-28.53946172225166,8.553266525268555e-05,0.0,0.2,46.31757431030273,23.141504287719727,0.0003
49668,1,89.6376811594203,0,6250,0.4006340579710145,1240,3.170967e-05,-0.0036884638322517206,-1.2768116474151612,-28.293508328561522,-0.0013041496276855469,0.0,0.2,31.977304458618164,15.874506950378418,0.0003
50413,1,88.5774647887324,0,6300,0.408362676056338,1250,0.009713462,0.0005665750478510923,-1.2484604716300964,-28.293508328561522,0.0002186298370361328,0.0,0.2,66.64549865722657,33.272911071777344,0.0003
50811,1,88.5774647887324,0,6350,0.408362676056338,1260,0.0034180211,0.00028726419678406503,-1.238540256023407,-27.982854859152493,0.0011529922485351562,0.0,0.2,129.97820587158202,64.73453521728516,0.0003
51212,1,88.20833333333333,0,6400,0.41119791666666666,1270,0.00056781294,-0.002992089107574358,-1.2426705241203309,-27.982854859152493,0.0023134946823120117,0.0,0.2,21.136703109741212,10.501974105834961,0.0003
51613,1,88.20833333333333,0,6450,0.41119791666666666,1280,-0.0044031427,-0.00032520455014335426,-1.2606759071350098,-27.944743801952832,0.0009359121322631836,0.0,0.2,60.603193283081055,29.844017028808594,0.0003
46234,1,86.62666666666667,0,6500,0.42124999999999996,1290,0.00034118892,-9.844517784949325e-05,-1.2678977727890015,-27.944743801952832,-0.0007431507110595703,0.0,0.2,42.866888427734374,20.997949600219727,0.0003
52413,1,86.62666666666667,0,6550,0.42124999999999996,1300,-9.253263e-05,-0.00041040648611669896,-1.2650343537330628,-27.561837954536703,0.0014495849609375,0.0,0.2,97.00324249267578,48.51973342895508,0.0003
