raw\disc\n_generated,raw\disc\global_step,raw\disc\n_expert,raw\disc\disc_acc_expert,raw\disc\disc_acc_gen,raw\disc\disc_loss,raw\disc\disc_proportion_expert_pred,raw\disc\disc_acc,raw\disc\disc_proportion_expert_true
60.0,52,60.0,0.6666666865348816,0.3500000238418579,0.7002996206283569,0.6583333333333333,0.5083333849906921,0.5
60.0,53,60.0,0.6500000357627869,0.5166667103767395,0.6927447319030762,0.5666666666666667,0.5833333730697632,0.5
60.0,54,60.0,0.6000000238418579,0.6833333969116211,0.6789862513542175,0.4583333333333333,0.6416667103767395,0.5
60.0,55,60.0,0.6666666865348816,0.7833333611488342,0.6701891422271729,0.44166666666666665,0.7250000238418579,0.5
60.0,56,60.0,0.5666667222976685,0.7000000476837158,0.6767326593399048,0.43333333333333335,0.6333333849906921,0.5
60.0,57,60.0,0.5833333730697632,0.8000000715255737,0.6792551279067993,0.39166666666666666,0.6916667222976685,0.5
60.0,58,60.0,0.550000011920929,0.8833333849906921,0.6818302273750305,0.3333333333333333,0.7166666984558105,0.5
60.0,59,60.0,0.7333333492279053,0.5666667222976685,0.6791738867759705,0.5833333333333334,0.6500000357627869,0.5
60.0,60,60.0,0.6166666746139526,0.5,0.684165358543396,0.5583333333333333,0.5583333373069763,0.5
60.0,61,60.0,0.7166666984558105,0.4166666865348816,0.6778774857521057,0.65,0.5666667222976685,0.5
60.0,62,60.0,0.6500000357627869,0.7666667103767395,0.6603485345840454,0.44166666666666665,0.7083333730697632,0.5
60.0,63,60.0,0.8000000715255737,0.4833333492279053,0.6579240560531616,0.6583333333333333,0.6416667103767395,0.5
60.0,64,60.0,0.8166667222976685,0.7500000596046448,0.6494757533073425,0.5333333333333333,0.7833333611488342,0.5
60.0,65,60.0,0.8166667222976685,0.6333333849906921,0.665138840675354,0.5916666666666667,0.7250000238418579,0.5
60.0,66,60.0,0.7666667103767395,0.0,0.7035019397735596,0.8833333333333333,0.38333335518836975,0.5
60.0,67,60.0,0.5833333730697632,0.2666666805744171,0.6802231073379517,0.6583333333333333,0.42500001192092896,0.5
60.0,68,60.0,0.5833333730697632,1.0,0.6462312340736389,0.2916666666666667,0.7916666865348816,0.5
60.0,69,60.0,0.4166666865348816,0.7166666984558105,0.6787843704223633,0.35,0.5666667222976685,0.5
60.0,70,60.0,0.4833333492279053,0.4333333671092987,0.6804681420326233,0.525,0.4583333432674408,0.5
60.0,71,60.0,0.5166667103767395,0.5333333611488342,0.6837924718856812,0.49166666666666664,0.5250000357627869,0.5
60.0,72,60.0,0.4833333492279053,0.6666666865348816,0.6619089841842651,0.4083333333333333,0.5750000476837158,0.5
60.0,73,60.0,0.6000000238418579,0.11666667461395264,0.7254186272621155,0.7416666666666667,0.3583333492279053,0.5
60.0,74,60.0,0.5,0.5333333611488342,0.6795783042907715,0.48333333333333334,0.5166667103767395,0.5
60.0,75,60.0,0.45000001788139343,0.9666666984558105,0.6021057367324829,0.24166666666666667,0.7083333730697632,0.5
60.0,76,60.0,0.5333333611488342,0.5166667103767395,0.6899150013923645,0.5083333333333333,0.5250000357627869,0.5
60.0,77,60.0,0.6000000238418579,0.9000000357627869,0.5916991233825684,0.35,0.7500000596046448,0.5
60.0,78,60.0,0.8000000715255737,0.30000001192092896,0.6522074341773987,0.75,0.550000011920929,0.5
60.0,79,60.0,0.7500000596046448,0.550000011920929,0.6232975721359253,0.6,0.6500000357627869,0.5
60.0,80,60.0,0.7500000596046448,0.13333334028720856,0.7347921133041382,0.8083333333333333,0.44166669249534607,0.5
60.0,81,60.0,0.6000000238418579,0.31666669249534607,0.7129198312759399,0.6416666666666667,0.4583333432674408,0.5
60.0,82,60.0,0.3500000238418579,0.7333333492279053,0.665836751461029,0.30833333333333335,0.5416666865348816,0.5
60.0,83,60.0,0.40000003576278687,0.8666667342185974,0.6952459216117859,0.26666666666666666,0.6333333849906921,0.5
60.0,84,60.0,0.20000001788139343,0.9666666984558105,0.6716939210891724,0.11666666666666667,0.5833333730697632,0.5
60.0,85,60.0,0.18333333730697632,0.9666666984558105,0.7128236889839172,0.10833333333333334,0.5750000476837158,0.5
60.0,86,60.0,0.28333336114883423,0.9500000476837158,0.6915642023086548,0.16666666666666666,0.6166666746139526,0.5
60.0,87,60.0,0.45000001788139343,0.7500000596046448,0.6505623459815979,0.35,0.6000000238418579,0.5
60.0,88,60.0,0.6333333849906921,0.8500000238418579,0.6248890161514282,0.39166666666666666,0.7416667342185974,0.5
60.0,89,60.0,0.8000000715255737,0.5666667222976685,0.6379735469818115,0.6166666666666667,0.6833333969116211,0.5
60.0,90,60.0,0.8500000238418579,0.38333335518836975,0.6852137446403503,0.7333333333333333,0.6166666746139526,0.5
60.0,91,60.0,0.7333333492279053,0.6166666746139526,0.6185499429702759,0.5583333333333333,0.675000011920929,0.5
60.0,92,60.0,0.7000000476837158,0.6000000238418579,0.6728396415710449,0.55,0.6500000357627869,0.5
60.0,93,60.0,0.6333333849906921,0.7166666984558105,0.6534475088119507,0.4583333333333333,0.675000011920929,0.5
60.0,94,60.0,0.4833333492279053,0.5166667103767395,0.7145581245422363,0.48333333333333334,0.5,0.5
60.0,95,60.0,0.40000003576278687,0.9666666984558105,0.6170773506164551,0.21666666666666667,0.6833333969116211,0.5
60.0,96,60.0,0.46666669845581055,0.7500000596046448,0.659766435623169,0.35833333333333334,0.6083333492279053,0.5
60.0,97,60.0,0.8000000715255737,0.8666667342185974,0.5614477396011353,0.4666666666666667,0.8333333730697632,0.5
60.0,98,60.0,0.8833333849906921,0.8500000238418579,0.5276536345481873,0.5166666666666667,0.8666667342185974,0.5
60.0,99,60.0,0.8666667342185974,1.0,0.49446648359298706,0.43333333333333335,0.9333333969116211,0.5
60.0,100,60.0,0.9166666865348816,0.7000000476837158,0.5488499402999878,0.6083333333333333,0.8083333969116211,0.5
60.0,101,60.0,0.9166666865348816,0.6666666865348816,0.5435182452201843,0.625,0.7916666865348816,0.5
60.0,102,60.0,0.8500000238418579,0.28333336114883423,0.6636463403701782,0.7833333333333333,0.5666667222976685,0.5
60.0,103,60.0,0.7833333611488342,0.46666669845581055,0.6244902610778809,0.6583333333333333,0.6250000596046448,0.5
60.0,104,60.0,0.8000000715255737,0.6166666746139526,0.5675575733184814,0.5916666666666667,0.7083333730697632,0.5
60.0,105,60.0,0.6833333969116211,0.7666667103767395,0.571930468082428,0.4583333333333333,0.7250000238418579,0.5
60.0,106,60.0,0.5833333730697632,1.0,0.5583876967430115,0.2916666666666667,0.7916666865348816,0.5
60.0,107,60.0,0.6500000357627869,0.6000000238418579,0.6206945776939392,0.525,0.6250000596046448,0.5
60.0,108,60.0,0.6333333849906921,0.6666666865348816,0.6815621256828308,0.48333333333333334,0.6500000357627869,0.5
60.0,109,60.0,0.8666667342185974,0.7666667103767395,0.5302783846855164,0.55,0.8166667222976685,0.5
60.0,110,60.0,0.8333333730697632,0.5333333611488342,0.5777264833450317,0.65,0.6833333969116211,0.5
60.0,111,60.0,0.8333333730697632,0.7000000476837158,0.5076350569725037,0.5666666666666667,0.7666667103767395,0.5
60.0,112,60.0,0.8333333730697632,0.45000001788139343,0.6052344441413879,0.6916666666666667,0.6416667103767395,0.5
60.0,113,60.0,0.8000000715255737,0.9166666865348816,0.4283898174762726,0.44166666666666665,0.8583333492279053,0.5
60.0,114,60.0,0.7666667103767395,0.7166666984558105,0.5265020728111267,0.525,0.7416667342185974,0.5
60.0,115,60.0,0.6833333969116211,0.40000003576278687,0.657700777053833,0.6416666666666667,0.5416666865348816,0.5
60.0,116,60.0,0.9000000357627869,0.7166666984558105,0.5058254599571228,0.5916666666666667,0.8083333969116211,0.5
60.0,117,60.0,0.8000000715255737,0.7000000476837158,0.5241336822509766,0.55,0.7500000596046448,0.5
60.0,118,60.0,0.7500000596046448,0.9000000357627869,0.46727147698402405,0.425,0.8250000476837158,0.5
60.0,119,60.0,0.8000000715255737,0.6833333969116211,0.5204517841339111,0.5583333333333333,0.7416667342185974,0.5
60.0,120,60.0,0.7500000596046448,0.8333333730697632,0.4708912670612335,0.4583333333333333,0.7916666865348816,0.5
60.0,121,60.0,0.8000000715255737,0.8333333730697632,0.4714856743812561,0.48333333333333334,0.8166667222976685,0.5
60.0,122,60.0,0.8500000238418579,0.7166666984558105,0.4916073679924011,0.5666666666666667,0.7833333611488342,0.5
60.0,123,60.0,0.7666667103767395,0.8166667222976685,0.5233466625213623,0.475,0.7916666865348816,0.5
60.0,124,60.0,0.8166667222976685,0.7333333492279053,0.49435538053512573,0.5416666666666666,0.7750000357627869,0.5
60.0,125,60.0,0.7833333611488342,0.7333333492279053,0.4964672327041626,0.525,0.7583333849906921,0.5
60.0,126,60.0,0.7000000476837158,0.7500000596046448,0.5233428478240967,0.475,0.7250000238418579,0.5
60.0,127,60.0,0.8166667222976685,0.6833333969116211,0.5981132388114929,0.5666666666666667,0.7500000596046448,0.5
60.0,128,60.0,0.7166666984558105,0.550000011920929,0.6323843598365784,0.5833333333333334,0.6333333849906921,0.5
60.0,129,60.0,0.8166667222976685,0.5166667103767395,0.61165851354599,0.65,0.6666666865348816,0.5
60.0,130,60.0,0.7000000476837158,0.9000000357627869,0.5247491598129272,0.4,0.8000000715255737,0.5
60.0,131,60.0,0.8000000715255737,0.8833333849906921,0.4510376751422882,0.4583333333333333,0.8416666984558105,0.5
60.0,132,60.0,0.7833333611488342,0.6833333969116211,0.5491206049919128,0.55,0.7333333492279053,0.5
60.0,133,60.0,0.6500000357627869,0.6666666865348816,0.6209266781806946,0.49166666666666664,0.6583333611488342,0.5
60.0,134,60.0,0.7166666984558105,0.45000001788139343,0.6860950589179993,0.6333333333333333,0.5833333730697632,0.5
60.0,135,60.0,0.7833333611488342,0.30000001192092896,0.7627763748168945,0.7416666666666667,0.5416666865348816,0.5
60.0,136,60.0,0.8333333730697632,0.25,0.6878659725189209,0.7916666666666666,0.5416666865348816,0.5
60.0,137,60.0,0.6833333969116211,0.8333333730697632,0.5278921127319336,0.425,0.7583333849906921,0.5
60.0,138,60.0,0.7166666984558105,0.8000000715255737,0.517974853515625,0.4583333333333333,0.7583333849906921,0.5
60.0,139,60.0,0.6500000357627869,0.6500000357627869,0.6680598258972168,0.5,0.6500000357627869,0.5
60.0,140,60.0,0.7166666984558105,0.7833333611488342,0.6321150660514832,0.4666666666666667,0.7500000596046448,0.5
60.0,141,60.0,0.6166666746139526,0.7000000476837158,0.6326614022254944,0.4583333333333333,0.6583333611488342,0.5
60.0,142,60.0,0.6333333849906921,0.8000000715255737,0.5857231020927429,0.4166666666666667,0.7166666984558105,0.5
60.0,143,60.0,0.8166667222976685,0.6500000357627869,0.5155305862426758,0.5833333333333334,0.7333333492279053,0.5
60.0,144,60.0,0.8166667222976685,0.46666669845581055,0.5781070590019226,0.675,0.6416667103767395,0.5
60.0,145,60.0,0.8000000715255737,0.550000011920929,0.5486401915550232,0.625,0.675000011920929,0.5
60.0,146,60.0,0.7833333611488342,0.7833333611488342,0.4807376563549042,0.5,0.7833333611488342,0.5
60.0,147,60.0,0.9000000357627869,0.40000003576278687,0.6155189871788025,0.75,0.6500000357627869,0.5
60.0,148,60.0,0.8000000715255737,0.6833333969116211,0.5367637872695923,0.5583333333333333,0.7416667342185974,0.5
60.0,149,60.0,0.7500000596046448,0.550000011920929,0.6208212971687317,0.6,0.6500000357627869,0.5
60.0,150,60.0,0.6666666865348816,0.6166666746139526,0.5996769070625305,0.525,0.6416667103767395,0.5
60.0,151,60.0,0.550000011920929,0.9500000476837158,0.5552603602409363,0.3,0.7500000596046448,0.5
60.0,152,60.0,0.5,1.0,0.516605019569397,0.25,0.7500000596046448,0.5
60.0,153,60.0,0.6833333969116211,0.98333340883255,0.47412529587745667,0.35,0.8333333730697632,0.5
60.0,154,60.0,0.8166667222976685,0.8833333849906921,0.49138930439949036,0.4666666666666667,0.8500000238418579,0.5
60.0,155,60.0,0.8000000715255737,0.30000001192092896,0.700707197189331,0.75,0.550000011920929,0.5
60.0,156,60.0,0.8833333849906921,0.36666667461395264,0.6579949855804443,0.7583333333333333,0.6250000596046448,0.5
60.0,157,60.0,0.8666667342185974,0.30000001192092896,0.6618020534515381,0.7833333333333333,0.5833333730697632,0.5
60.0,158,60.0,0.8166667222976685,0.98333340883255,0.4050365388393402,0.4166666666666667,0.9000000357627869,0.5
60.0,159,60.0,0.7666667103767395,0.8333333730697632,0.4890076518058777,0.4666666666666667,0.8000000715255737,0.5
60.0,160,60.0,0.7000000476837158,0.8833333849906921,0.5095729231834412,0.4083333333333333,0.7916666865348816,0.5
60.0,161,60.0,0.6500000357627869,0.7000000476837158,0.5840571522712708,0.475,0.675000011920929,0.5
60.0,162,60.0,0.6500000357627869,0.9000000357627869,0.5473204851150513,0.375,0.7750000357627869,0.5
60.0,163,60.0,0.6833333969116211,0.9000000357627869,0.49492648243904114,0.39166666666666666,0.7916666865348816,0.5
60.0,164,60.0,0.7833333611488342,0.5666667222976685,0.5827444791793823,0.6083333333333333,0.675000011920929,0.5
60.0,165,60.0,0.7333333492279053,0.6833333969116211,0.5169845819473267,0.525,0.7083333730697632,0.5
60.0,166,60.0,0.8666667342185974,0.5333333611488342,0.5518121719360352,0.6666666666666666,0.7000000476837158,0.5
60.0,167,60.0,0.7500000596046448,0.5166667103767395,0.6000848412513733,0.6166666666666667,0.6333333849906921,0.5
60.0,168,60.0,0.9000000357627869,0.46666669845581055,0.5343441367149353,0.7166666666666667,0.6833333969116211,0.5
60.0,169,60.0,0.7500000596046448,0.7500000596046448,0.5350513458251953,0.5,0.7500000596046448,0.5
60.0,170,60.0,0.8000000715255737,0.7166666984558105,0.5474535822868347,0.5416666666666666,0.7583333849906921,0.5
60.0,171,60.0,0.6166666746139526,1.0,0.473928302526474,0.30833333333333335,0.8083333969116211,0.5
60.0,172,60.0,0.6166666746139526,0.9666666984558105,0.5305958986282349,0.325,0.7916666865348816,0.5
60.0,173,60.0,0.7500000596046448,0.6833333969116211,0.5547229647636414,0.5333333333333333,0.7166666984558105,0.5
60.0,174,60.0,0.7000000476837158,0.8333333730697632,0.5484447479248047,0.43333333333333335,0.7666667103767395,0.5
60.0,175,60.0,0.7166666984558105,0.7000000476837158,0.49433261156082153,0.5083333333333333,0.7083333730697632,0.5
60.0,176,60.0,0.7833333611488342,1.0,0.36262843012809753,0.39166666666666666,0.8916667103767395,0.5
60.0,177,60.0,0.8833333849906921,0.46666669845581055,0.5550485253334045,0.7083333333333334,0.675000011920929,0.5
60.0,178,60.0,0.8666667342185974,0.550000011920929,0.5612964630126953,0.6583333333333333,0.7083333730697632,0.5
60.0,179,60.0,0.9166666865348816,0.5333333611488342,0.5202378630638123,0.6916666666666667,0.7250000238418579,0.5
60.0,180,60.0,0.8333333730697632,0.45000001788139343,0.6114859580993652,0.6916666666666667,0.6416667103767395,0.5
60.0,181,60.0,0.6666666865348816,0.7666667103767395,0.5364674925804138,0.45,0.7166666984558105,0.5
60.0,182,60.0,0.7500000596046448,0.9666666984558105,0.4166961908340454,0.39166666666666666,0.8583333492279053,0.5
60.0,183,60.0,0.6166666746139526,0.9500000476837158,0.4594281017780304,0.3333333333333333,0.7833333611488342,0.5
60.0,184,60.0,0.7833333611488342,1.0,0.3417690694332123,0.39166666666666666,0.8916667103767395,0.5
60.0,185,60.0,0.7833333611488342,0.7000000476837158,0.5177236199378967,0.5416666666666666,0.7416667342185974,0.5
60.0,186,60.0,0.7166666984558105,0.8666667342185974,0.47737830877304077,0.425,0.7916666865348816,0.5
60.0,187,60.0,0.8166667222976685,0.38333335518836975,0.5985457301139832,0.7166666666666667,0.6000000238418579,0.5
60.0,188,60.0,0.8333333730697632,0.28333336114883423,0.6234370470046997,0.775,0.5583333373069763,0.5
60.0,189,60.0,0.9166666865348816,0.9333333969116211,0.34451743960380554,0.49166666666666664,0.9250000715255737,0.5
60.0,190,60.0,0.8000000715255737,0.8500000238418579,0.3946525752544403,0.475,0.8250000476837158,0.5
60.0,191,60.0,0.8000000715255737,0.9166666865348816,0.36909133195877075,0.44166666666666665,0.8583333492279053,0.5
60.0,192,60.0,0.7666667103767395,0.5333333611488342,0.5032414793968201,0.6166666666666667,0.6500000357627869,0.5
60.0,193,60.0,0.7833333611488342,0.7666667103767395,0.43853431940078735,0.5083333333333333,0.7750000357627869,0.5
60.0,194,60.0,0.7833333611488342,0.9166666865348816,0.45626765489578247,0.43333333333333335,0.8500000238418579,0.5
60.0,195,60.0,0.8166667222976685,0.7500000596046448,0.4665316641330719,0.5333333333333333,0.7833333611488342,0.5
60.0,196,60.0,0.8166667222976685,1.0,0.3616493344306946,0.4083333333333333,0.9083333611488342,0.5
60.0,197,60.0,0.7833333611488342,0.8000000715255737,0.4127389192581177,0.49166666666666664,0.7916666865348816,0.5
60.0,198,60.0,0.9000000357627869,0.9666666984558105,0.29930856823921204,0.4666666666666667,0.9333333969116211,0.5
60.0,199,60.0,0.7500000596046448,0.4166666865348816,0.6229634881019592,0.6666666666666666,0.5833333730697632,0.5
60.0,200,60.0,0.9166666865348816,0.6333333849906921,0.45837080478668213,0.6416666666666667,0.7750000357627869,0.5
