raw\disc\disc_proportion_expert_pred,raw\disc\n_generated,raw\disc\disc_acc_gen,raw\disc\n_expert,raw\disc\disc_proportion_expert_true,raw\disc\disc_loss,raw\disc\disc_acc_expert,raw\disc\global_step,raw\disc\disc_acc
0.525,60.0,0.5333333611488342,60.0,0.5,0.6792492270469666,0.5833333134651184,21,0.5583333373069763
0.375,60.0,0.6833333373069763,60.0,0.5,0.6486315131187439,0.4333333373069763,21,0.5583333373069763
0.5666666666666667,60.0,0.38333332538604736,60.0,0.5,0.7908737063407898,0.5166666507720947,22,0.44999998807907104
0.575,60.0,0.44999998807907104,60.0,0.5,0.7346768975257874,0.6000000238418579,22,0.5249999761581421
0.38333333333333336,60.0,0.75,60.0,0.5,0.6212331652641296,0.5166666507720947,23,0.6333333253860474
0.45,60.0,0.6000000238418579,60.0,0.5,0.6589789986610413,0.5,23,0.550000011920929
0.375,60.0,0.8500000238418579,60.0,0.5,0.5852953195571899,0.6000000238418579,24,0.7250000238418579
0.35833333333333334,60.0,0.9166666865348816,60.0,0.5,0.5699029564857483,0.6333333253860474,24,0.7749999761581421
0.5333333333333333,60.0,0.7166666388511658,60.0,0.5,0.5744292140007019,0.7833333611488342,25,0.75
0.5583333333333333,60.0,0.6499999761581421,60.0,0.5,0.5870636105537415,0.7666666507720947,25,0.7083333134651184
0.8583333333333333,60.0,0.0,60.0,0.5,0.7017603516578674,0.7166666388511658,26,0.3583333194255829
0.8083333333333333,60.0,0.11666666716337204,60.0,0.5,0.70991450548172,0.7333333492279053,26,0.42500001192092896
0.48333333333333334,60.0,0.6333333253860474,60.0,0.5,0.6161690950393677,0.6000000238418579,27,0.6166666746139526
0.48333333333333334,60.0,0.6833333373069763,60.0,0.5,0.616155743598938,0.6499999761581421,27,0.6666666865348816
0.3416666666666667,60.0,0.8666666746139526,60.0,0.5,0.6314898729324341,0.550000011920929,28,0.7083333134651184
0.375,60.0,0.8833333253860474,60.0,0.5,0.621590256690979,0.6333333253860474,28,0.7583333253860474
0.45,60.0,0.8333333134651184,60.0,0.5,0.6034889221191406,0.7333333492279053,29,0.7833333611488342
0.6,60.0,0.46666666865348816,60.0,0.5,0.5995854735374451,0.6666666865348816,29,0.5666666626930237
0.5083333333333333,60.0,0.8166666626930237,60.0,0.5,0.5398650765419006,0.8333333134651184,30,0.824999988079071
0.5666666666666667,60.0,0.75,60.0,0.5,0.5473395586013794,0.8833333253860474,30,0.8166666626930237
0.7583333333333333,60.0,0.3333333432674408,60.0,0.5,0.6163261532783508,0.8500000238418579,31,0.5916666388511658
0.7083333333333334,60.0,0.4000000059604645,60.0,0.5,0.5985161066055298,0.8166666626930237,31,0.6083333492279053
0.425,60.0,0.7833333611488342,60.0,0.5,0.6243833303451538,0.6333333253860474,32,0.7083333134651184
0.3416666666666667,60.0,0.9333333373069763,60.0,0.5,0.5845388174057007,0.6166666746139526,32,0.7749999761581421
0.275,60.0,0.9666666388511658,60.0,0.5,0.5645845532417297,0.5166666507720947,33,0.7416666746139526
0.375,60.0,0.8999999761581421,60.0,0.5,0.5378122925758362,0.6499999761581421,33,0.7749999761581421
0.45,60.0,0.9166666865348816,60.0,0.5,0.5033719539642334,0.8166666626930237,34,0.8666666746139526
0.5083333333333333,60.0,0.9166666865348816,60.0,0.5,0.4789009988307953,0.9333333373069763,34,0.925000011920929
0.7333333333333333,60.0,0.4166666567325592,60.0,0.5,0.5802052021026611,0.8833333253860474,35,0.6499999761581421
0.6,60.0,0.6333333253860474,60.0,0.5,0.5142794847488403,0.8333333134651184,35,0.7333333492279053
0.4166666666666667,60.0,0.8999999761581421,60.0,0.5,0.4973621070384979,0.7333333492279053,36,0.8166666626930237
0.325,60.0,0.9833333492279053,60.0,0.5,0.5029237866401672,0.6333333253860474,36,0.8083333373069763
0.35,60.0,0.949999988079071,60.0,0.5,0.5306063890457153,0.6499999761581421,37,0.800000011920929
0.375,60.0,0.8999999761581421,60.0,0.5,0.5184017419815063,0.6499999761581421,37,0.7749999761581421
0.5916666666666667,60.0,0.699999988079071,60.0,0.5,0.4868139326572418,0.8833333253860474,38,0.7916666865348816
0.6666666666666666,60.0,0.5333333611488342,60.0,0.5,0.5408005118370056,0.8666666746139526,38,0.699999988079071
0.6,60.0,0.6166666746139526,60.0,0.5,0.493667870759964,0.8166666626930237,39,0.7166666388511658
0.475,60.0,0.8333333134651184,60.0,0.5,0.4772683382034302,0.7833333611488342,39,0.8083333373069763
0.45,60.0,0.6833333373069763,60.0,0.5,0.5921862721443176,0.5833333134651184,40,0.6333333253860474
0.5166666666666667,60.0,0.6833333373069763,60.0,0.5,0.5195301175117493,0.7166666388511658,40,0.699999988079071
0.49166666666666664,60.0,0.6666666865348816,60.0,0.5,0.6428940296173096,0.6499999761581421,41,0.6583333611488342
0.48333333333333334,60.0,0.75,60.0,0.5,0.5876750349998474,0.7166666388511658,41,0.7333333492279053
0.375,60.0,0.8666666746139526,60.0,0.5,0.5586891174316406,0.6166666746139526,42,0.7416666746139526
0.425,60.0,0.8666666746139526,60.0,0.5,0.49743780493736267,0.7166666388511658,42,0.7916666865348816
0.575,60.0,0.6666666865348816,60.0,0.5,0.49427318572998047,0.8166666626930237,43,0.7416666746139526
0.6,60.0,0.6499999761581421,60.0,0.5,0.4934811294078827,0.8500000238418579,43,0.75
0.525,60.0,0.800000011920929,60.0,0.5,0.43706226348876953,0.8500000238418579,44,0.824999988079071
0.5833333333333334,60.0,0.6833333373069763,60.0,0.5,0.4731321632862091,0.8500000238418579,44,0.7666666507720947
0.475,60.0,0.800000011920929,60.0,0.5,0.46567219495773315,0.75,45,0.7749999761581421
0.4583333333333333,60.0,0.8666666746139526,60.0,0.5,0.41240179538726807,0.7833333611488342,45,0.824999988079071
0.5083333333333333,60.0,0.8500000238418579,60.0,0.5,0.4135611653327942,0.8666666746139526,46,0.8583333492279053
0.5416666666666666,60.0,0.7166666388511658,60.0,0.5,0.47636833786964417,0.800000011920929,46,0.7583333253860474
0.8416666666666667,60.0,0.2666666805744171,60.0,0.5,0.6045244336128235,0.949999988079071,47,0.6083333492279053
0.5916666666666667,60.0,0.6000000238418579,60.0,0.5,0.5685468316078186,0.7833333611488342,47,0.6916666626930237
0.31666666666666665,60.0,0.8833333253860474,60.0,0.5,0.5878076553344727,0.5166666507720947,48,0.699999988079071
0.38333333333333336,60.0,0.8999999761581421,60.0,0.5,0.5307907462120056,0.6666666865348816,48,0.7833333611488342
0.5333333333333333,60.0,0.6166666746139526,60.0,0.5,0.627197802066803,0.6833333373069763,49,0.6499999761581421
0.6666666666666666,60.0,0.4833333194255829,60.0,0.5,0.608261227607727,0.8166666626930237,49,0.6499999761581421
0.5333333333333333,60.0,0.75,60.0,0.5,0.5265732407569885,0.8166666626930237,50,0.7833333611488342
0.5,60.0,0.75,60.0,0.5,0.5030926465988159,0.75,50,0.75
0.5166666666666667,60.0,0.75,60.0,0.5,0.4703744351863861,0.7833333611488342,51,0.7666666507720947
0.43333333333333335,60.0,0.8666666746139526,60.0,0.5,0.47702378034591675,0.7333333492279053,51,0.800000011920929
0.36666666666666664,60.0,0.8833333253860474,60.0,0.5,0.5020133256912231,0.6166666746139526,52,0.75
0.5333333333333333,60.0,0.7833333611488342,60.0,0.5,0.45642802119255066,0.8500000238418579,52,0.8166666626930237
0.575,60.0,0.6499999761581421,60.0,0.5,0.5492421388626099,0.800000011920929,53,0.7250000238418579
0.5916666666666667,60.0,0.6333333253860474,60.0,0.5,0.5508415102958679,0.8166666626930237,53,0.7250000238418579
0.48333333333333334,60.0,0.8999999761581421,60.0,0.5,0.3901313543319702,0.8666666746139526,54,0.8833333253860474
0.39166666666666666,60.0,0.9166666865348816,60.0,0.5,0.4377175569534302,0.699999988079071,54,0.8083333373069763
0.375,60.0,0.949999988079071,60.0,0.5,0.36768391728401184,0.699999988079071,55,0.824999988079071
0.38333333333333336,60.0,0.949999988079071,60.0,0.5,0.4149390459060669,0.7166666388511658,55,0.8333333134651184
0.675,60.0,0.550000011920929,60.0,0.5,0.5110752582550049,0.8999999761581421,56,0.7250000238418579
0.6583333333333333,60.0,0.5833333134651184,60.0,0.5,0.529165506362915,0.8999999761581421,56,0.7416666746139526
0.5416666666666666,60.0,0.7833333611488342,60.0,0.5,0.36434206366539,0.8666666746139526,57,0.824999988079071
0.39166666666666666,60.0,0.8999999761581421,60.0,0.5,0.48283448815345764,0.6833333373069763,57,0.7916666865348816
0.325,60.0,0.9166666865348816,60.0,0.5,0.5865899324417114,0.5666666626930237,58,0.7416666746139526
0.45,60.0,0.8999999761581421,60.0,0.5,0.49181702733039856,0.800000011920929,58,0.8500000238418579
0.44166666666666665,60.0,0.8500000238418579,60.0,0.5,0.44873079657554626,0.7333333492279053,59,0.7916666865348816
0.5,60.0,0.8166666626930237,60.0,0.5,0.4817110300064087,0.8166666626930237,59,0.8166666626930237
0.55,60.0,0.7666666507720947,60.0,0.5,0.4264889359474182,0.8666666746139526,60,0.8166666626930237
0.5416666666666666,60.0,0.8333333134651184,60.0,0.5,0.4019147455692291,0.9166666865348816,60,0.875
0.5333333333333333,60.0,0.75,60.0,0.5,0.5220481157302856,0.8166666626930237,61,0.7833333611488342
0.4583333333333333,60.0,0.699999988079071,60.0,0.5,0.5539783835411072,0.6166666746139526,61,0.6583333611488342
0.375,60.0,0.8333333134651184,60.0,0.5,0.5440393090248108,0.5833333134651184,62,0.7083333134651184
0.4583333333333333,60.0,0.7833333611488342,60.0,0.5,0.49893537163734436,0.699999988079071,62,0.7416666746139526
0.475,60.0,0.7666666507720947,60.0,0.5,0.5064643621444702,0.7166666388511658,63,0.7416666746139526
0.5666666666666667,60.0,0.699999988079071,60.0,0.5,0.49722784757614136,0.8333333134651184,63,0.7666666507720947
0.5666666666666667,60.0,0.75,60.0,0.5,0.42824363708496094,0.8833333253860474,64,0.8166666626930237
0.5916666666666667,60.0,0.7333333492279053,60.0,0.5,0.3847501575946808,0.9166666865348816,64,0.824999988079071
0.55,60.0,0.7166666388511658,60.0,0.5,0.446614533662796,0.8166666626930237,65,0.7666666507720947
0.48333333333333334,60.0,0.7833333611488342,60.0,0.5,0.4630287289619446,0.75,65,0.7666666507720947
0.4666666666666667,60.0,0.7833333611488342,60.0,0.5,0.5265742540359497,0.7166666388511658,66,0.75
0.4,60.0,0.8166666626930237,60.0,0.5,0.5242109894752502,0.6166666746139526,66,0.7166666388511658
0.6,60.0,0.6000000238418579,60.0,0.5,0.5387409329414368,0.800000011920929,67,0.699999988079071
0.5666666666666667,60.0,0.6333333253860474,60.0,0.5,0.5273255109786987,0.7666666507720947,67,0.699999988079071
0.475,60.0,0.8333333134651184,60.0,0.5,0.4050810635089874,0.7833333611488342,68,0.8083333373069763
0.525,60.0,0.7666666507720947,60.0,0.5,0.4381888210773468,0.8166666626930237,68,0.7916666865348816
0.6,60.0,0.6666666865348816,60.0,0.5,0.5605821013450623,0.8666666746139526,69,0.7666666507720947
0.5,60.0,0.7333333492279053,60.0,0.5,0.5411815643310547,0.7333333492279053,69,0.7333333492279053
0.5583333333333333,60.0,0.5666666626930237,60.0,0.5,0.6029441356658936,0.6833333373069763,70,0.625
0.5166666666666667,60.0,0.7166666388511658,60.0,0.5,0.5245906710624695,0.75,70,0.7333333492279053
0.4583333333333333,60.0,0.6000000238418579,60.0,0.5,0.6763530969619751,0.5166666507720947,71,0.5583333373069763
0.475,60.0,0.6833333373069763,60.0,0.5,0.6346350908279419,0.6333333253860474,71,0.6583333611488342
0.575,60.0,0.5333333611488342,60.0,0.5,0.6254595518112183,0.6833333373069763,72,0.6083333492279053
0.525,60.0,0.6166666746139526,60.0,0.5,0.6144276857376099,0.6666666865348816,72,0.6416666507720947
0.44166666666666665,60.0,0.7333333492279053,60.0,0.5,0.5855481624603271,0.6166666746139526,73,0.675000011920929
0.525,60.0,0.699999988079071,60.0,0.5,0.5257009267807007,0.75,73,0.7250000238418579
0.6166666666666667,60.0,0.6166666746139526,60.0,0.5,0.5350979566574097,0.8500000238418579,74,0.7333333492279053
0.5,60.0,0.5666666626930237,60.0,0.5,0.6520490050315857,0.5666666626930237,74,0.5666666626930237
0.2833333333333333,60.0,1.0,60.0,0.5,0.4478504955768585,0.5666666626930237,75,0.7833333611488342
0.35833333333333334,60.0,1.0,60.0,0.5,0.3763062357902527,0.7166666388511658,75,0.8583333492279053
0.625,60.0,0.5,60.0,0.5,0.7687463760375977,0.75,76,0.625
0.7333333333333333,60.0,0.4000000059604645,60.0,0.5,0.7209917902946472,0.8666666746139526,76,0.6333333253860474
0.5166666666666667,60.0,0.6000000238418579,60.0,0.5,0.6185386776924133,0.6333333253860474,77,0.6166666746139526
0.4083333333333333,60.0,0.7833333611488342,60.0,0.5,0.5886035561561584,0.6000000238418579,77,0.6916666626930237
0.35833333333333334,60.0,0.8999999761581421,60.0,0.5,0.5413206815719604,0.6166666746139526,78,0.7583333253860474
0.3333333333333333,60.0,0.9333333373069763,60.0,0.5,0.5065914392471313,0.6000000238418579,78,0.7666666507720947
0.5416666666666666,60.0,0.6000000238418579,60.0,0.5,0.57265704870224,0.6833333373069763,79,0.6416666507720947
0.65,60.0,0.5666666626930237,60.0,0.5,0.5569862127304077,0.8666666746139526,79,0.7166666388511658
0.48333333333333334,60.0,0.7666666507720947,60.0,0.5,0.4898231625556946,0.7333333492279053,80,0.75
0.475,60.0,0.8166666626930237,60.0,0.5,0.4643474221229553,0.7666666507720947,80,0.7916666865348816
0.425,60.0,0.8500000238418579,60.0,0.5,0.45193856954574585,0.699999988079071,81,0.7749999761581421
0.35,60.0,0.949999988079071,60.0,0.5,0.45322391390800476,0.6499999761581421,81,0.800000011920929
0.49166666666666664,60.0,0.800000011920929,60.0,0.5,0.4639979302883148,0.7833333611488342,82,0.7916666865348816
0.4583333333333333,60.0,0.8333333134651184,60.0,0.5,0.5024344325065613,0.75,82,0.7916666865348816
0.5666666666666667,60.0,0.6333333253860474,60.0,0.5,0.5477393865585327,0.7666666507720947,83,0.699999988079071
0.525,60.0,0.7666666507720947,60.0,0.5,0.43890824913978577,0.8166666626930237,83,0.7916666865348816
0.475,60.0,0.7666666507720947,60.0,0.5,0.4955611824989319,0.7166666388511658,84,0.7416666746139526
0.475,60.0,0.8500000238418579,60.0,0.5,0.4462362229824066,0.800000011920929,84,0.824999988079071
0.4083333333333333,60.0,0.8666666746139526,60.0,0.5,0.48860910534858704,0.6833333373069763,85,0.7749999761581421
0.5083333333333333,60.0,0.7833333611488342,60.0,0.5,0.4756956100463867,0.800000011920929,85,0.7916666865348816
0.6,60.0,0.6666666865348816,60.0,0.5,0.5287558436393738,0.8666666746139526,86,0.7666666507720947
0.5833333333333334,60.0,0.6833333373069763,60.0,0.5,0.49134987592697144,0.8500000238418579,86,0.7666666507720947
0.6083333333333333,60.0,0.5666666626930237,60.0,0.5,0.5572547912597656,0.7833333611488342,87,0.675000011920929
0.4,60.0,0.75,60.0,0.5,0.712064802646637,0.550000011920929,87,0.6499999761581421
0.275,60.0,0.8833333253860474,60.0,0.5,0.6585512161254883,0.4333333373069763,88,0.6583333611488342
0.55,60.0,0.6333333253860474,60.0,0.5,0.6187768578529358,0.7333333492279053,88,0.6833333373069763
0.44166666666666665,60.0,0.8333333134651184,60.0,0.5,0.552634596824646,0.7166666388511658,89,0.7749999761581421
0.675,60.0,0.5166666507720947,60.0,0.5,0.5364515781402588,0.8666666746139526,89,0.6916666626930237
0.625,60.0,0.6000000238418579,60.0,0.5,0.5873830318450928,0.8500000238418579,90,0.7250000238418579
0.6083333333333333,60.0,0.5666666626930237,60.0,0.5,0.6019813418388367,0.7833333611488342,90,0.675000011920929
0.4583333333333333,60.0,0.699999988079071,60.0,0.5,0.6419035196304321,0.6166666746139526,91,0.6583333611488342
0.23333333333333334,60.0,0.949999988079071,60.0,0.5,0.622568666934967,0.4166666567325592,91,0.6833333373069763
0.375,60.0,0.8999999761581421,60.0,0.5,0.5409462451934814,0.6499999761581421,92,0.7749999761581421
0.44166666666666665,60.0,0.75,60.0,0.5,0.6742557287216187,0.6333333253860474,92,0.6916666626930237
0.6666666666666666,60.0,0.46666666865348816,60.0,0.5,0.6345213651657104,0.800000011920929,93,0.6333333253860474
0.6333333333333333,60.0,0.46666666865348816,60.0,0.5,0.6311917901039124,0.7333333492279053,93,0.6000000238418579
0.4583333333333333,60.0,0.8500000238418579,60.0,0.5,0.4675908088684082,0.7666666507720947,94,0.8083333373069763
0.4166666666666667,60.0,0.8166666626930237,60.0,0.5,0.5557591915130615,0.6499999761581421,94,0.7333333492279053
0.48333333333333334,60.0,0.6666666865348816,60.0,0.5,0.6723811030387878,0.6333333253860474,95,0.6499999761581421
0.48333333333333334,60.0,0.6833333373069763,60.0,0.5,0.6341258883476257,0.6499999761581421,95,0.6666666865348816
0.4083333333333333,60.0,0.800000011920929,60.0,0.5,0.5791770219802856,0.6166666746139526,96,0.7083333134651184
0.5083333333333333,60.0,0.6333333253860474,60.0,0.5,0.6391850113868713,0.6499999761581421,96,0.6416666507720947
0.4,60.0,0.800000011920929,60.0,0.5,0.529038667678833,0.6000000238418579,97,0.699999988079071
0.5,60.0,0.7666666507720947,60.0,0.5,0.5197049379348755,0.7666666507720947,97,0.7666666507720947
0.5166666666666667,60.0,0.699999988079071,60.0,0.5,0.5573038458824158,0.7333333492279053,98,0.7166666388511658
0.5916666666666667,60.0,0.5333333611488342,60.0,0.5,0.6559329628944397,0.7166666388511658,98,0.625
0.325,60.0,0.9166666865348816,60.0,0.5,0.5277454257011414,0.5666666626930237,99,0.7416666746139526
0.35833333333333334,60.0,0.949999988079071,60.0,0.5,0.46837547421455383,0.6666666865348816,99,0.8083333373069763
0.48333333333333334,60.0,0.7833333611488342,60.0,0.5,0.5188304781913757,0.75,100,0.7666666507720947
0.5083333333333333,60.0,0.7666666507720947,60.0,0.5,0.47209054231643677,0.7833333611488342,100,0.7749999761581421
0.4583333333333333,60.0,0.7333333492279053,60.0,0.5,0.5593904256820679,0.6499999761581421,101,0.6916666626930237
0.44166666666666665,60.0,0.8833333253860474,60.0,0.5,0.46670499444007874,0.7666666507720947,101,0.824999988079071
0.38333333333333336,60.0,0.8999999761581421,60.0,0.5,0.47622156143188477,0.6666666865348816,102,0.7833333611488342
0.45,60.0,0.8500000238418579,60.0,0.5,0.43341687321662903,0.75,102,0.800000011920929
0.375,60.0,0.8500000238418579,60.0,0.5,0.5573126077651978,0.6000000238418579,103,0.7250000238418579
0.4083333333333333,60.0,0.8166666626930237,60.0,0.5,0.5399635434150696,0.6333333253860474,103,0.7250000238418579
0.26666666666666666,60.0,1.0,60.0,0.5,0.44997304677963257,0.5333333611488342,104,0.7666666507720947
0.38333333333333336,60.0,0.9166666865348816,60.0,0.5,0.49029719829559326,0.6833333373069763,104,0.800000011920929
0.575,60.0,0.6499999761581421,60.0,0.5,0.5793454647064209,0.800000011920929,105,0.7250000238418579
0.575,60.0,0.6499999761581421,60.0,0.5,0.5851569771766663,0.800000011920929,105,0.7250000238418579
0.2916666666666667,60.0,0.9833333492279053,60.0,0.5,0.4556463062763214,0.5666666626930237,106,0.7749999761581421
0.25,60.0,0.9833333492279053,60.0,0.5,0.4852534830570221,0.4833333194255829,106,0.7333333492279053
0.44166666666666665,60.0,0.75,60.0,0.5,0.524726927280426,0.6333333253860474,107,0.6916666626930237
0.575,60.0,0.5666666626930237,60.0,0.5,0.5654004812240601,0.7166666388511658,107,0.6416666507720947
0.475,60.0,0.8833333253860474,60.0,0.5,0.5002197027206421,0.8333333134651184,108,0.8583333492279053
0.35,60.0,0.9166666865348816,60.0,0.5,0.465072363615036,0.6166666746139526,108,0.7666666507720947
0.3333333333333333,60.0,0.9166666865348816,60.0,0.5,0.5170060396194458,0.5833333134651184,109,0.75
0.3,60.0,1.0,60.0,0.5,0.4789220094680786,0.6000000238418579,109,0.800000011920929
0.3333333333333333,60.0,0.8999999761581421,60.0,0.5,0.5979341268539429,0.5666666626930237,110,0.7333333492279053
0.44166666666666665,60.0,0.8333333134651184,60.0,0.5,0.521690309047699,0.7166666388511658,110,0.7749999761581421
0.38333333333333336,60.0,0.8666666746139526,60.0,0.5,0.4935026168823242,0.6333333253860474,111,0.75
0.4666666666666667,60.0,0.8500000238418579,60.0,0.5,0.4474858343601227,0.7833333611488342,111,0.8166666626930237
0.525,60.0,0.5833333134651184,60.0,0.5,0.6020722985267639,0.6333333253860474,112,0.6083333492279053
0.4,60.0,0.7166666388511658,60.0,0.5,0.6112590432167053,0.5166666507720947,112,0.6166666746139526
0.4166666666666667,60.0,0.7166666388511658,60.0,0.5,0.6241821050643921,0.550000011920929,113,0.6333333253860474
0.475,60.0,0.5833333134651184,60.0,0.5,0.727319598197937,0.5333333611488342,113,0.5583333373069763
0.525,60.0,0.6666666865348816,60.0,0.5,0.6782204508781433,0.7166666388511658,114,0.6916666626930237
0.4,60.0,0.8166666626930237,60.0,0.5,0.5570685267448425,0.6166666746139526,114,0.7166666388511658
0.24166666666666667,60.0,1.0,60.0,0.5,0.5655753016471863,0.4833333194255829,115,0.7416666746139526
0.375,60.0,0.9166666865348816,60.0,0.5,0.433034211397171,0.6666666865348816,115,0.7916666865348816
0.5666666666666667,60.0,0.7166666388511658,60.0,0.5,0.4526130259037018,0.8500000238418579,116,0.7833333611488342
0.6583333333333333,60.0,0.5666666626930237,60.0,0.5,0.5269567370414734,0.8833333253860474,116,0.7250000238418579
0.525,60.0,0.6833333373069763,60.0,0.5,0.5469872951507568,0.7333333492279053,117,0.7083333134651184
0.35,60.0,0.8833333253860474,60.0,0.5,0.5235708355903625,0.5833333134651184,117,0.7333333492279053
0.36666666666666664,60.0,0.8833333253860474,60.0,0.5,0.5467857718467712,0.6166666746139526,118,0.75
0.4,60.0,0.8666666746139526,60.0,0.5,0.45921486616134644,0.6666666865348816,118,0.7666666507720947
0.3416666666666667,60.0,0.9666666388511658,60.0,0.5,0.4170418381690979,0.6499999761581421,119,0.8083333373069763
0.55,60.0,0.8166666626930237,60.0,0.5,0.37556856870651245,0.9166666865348816,119,0.8666666746139526
0.775,60.0,0.3166666626930237,60.0,0.5,0.6870152354240417,0.8666666746139526,120,0.5916666388511658
0.5833333333333334,60.0,0.6499999761581421,60.0,0.5,0.5834318399429321,0.8166666626930237,120,0.7333333492279053
0.325,60.0,0.9333333373069763,60.0,0.5,0.4737878739833832,0.5833333134651184,121,0.7583333253860474
0.325,60.0,1.0,60.0,0.5,0.4650987386703491,0.6499999761581421,121,0.824999988079071
0.325,60.0,0.949999988079071,60.0,0.5,0.49320322275161743,0.6000000238418579,122,0.7749999761581421
0.6,60.0,0.6499999761581421,60.0,0.5,0.5154015421867371,0.8500000238418579,122,0.75
0.6833333333333333,60.0,0.4166666567325592,60.0,0.5,0.6303398013114929,0.7833333611488342,123,0.6000000238418579
0.6666666666666666,60.0,0.550000011920929,60.0,0.5,0.5816020369529724,0.8833333253860474,123,0.7166666388511658
0.43333333333333335,60.0,0.8333333134651184,60.0,0.5,0.5614413022994995,0.699999988079071,124,0.7666666507720947
0.35,60.0,0.8833333253860474,60.0,0.5,0.553651750087738,0.5833333134651184,124,0.7333333492279053
