raw\disc\disc_proportion_expert_pred,raw\disc\disc_loss,raw\disc\disc_acc_gen,raw\disc\n_expert,raw\disc\disc_proportion_expert_true,raw\disc\disc_acc_expert,raw\disc\global_step,raw\disc\n_generated,raw\disc\disc_acc
0.425,0.5082045793533325,0.8500000238418579,60.0,0.5,0.699999988079071,10,60.0,0.7749999761581421
0.5083333333333333,0.5522300004959106,0.7166666388511658,60.0,0.5,0.7333333492279053,11,60.0,0.7250000238418579
0.5333333333333333,0.4743075370788574,0.7833333611488342,60.0,0.5,0.8500000238418579,11,60.0,0.8166666626930237
0.5833333333333334,0.5953081846237183,0.6499999761581421,60.0,0.5,0.8166666626930237,11,60.0,0.7333333492279053
0.6083333333333333,0.6025018692016602,0.6000000238418579,60.0,0.5,0.8166666626930237,11,60.0,0.7083333134651184
0.5583333333333333,0.5404762625694275,0.699999988079071,60.0,0.5,0.8166666626930237,11,60.0,0.7583333253860474
0.5583333333333333,0.7108173370361328,0.4833333194255829,60.0,0.5,0.6000000238418579,12,60.0,0.5416666865348816
0.6833333333333333,0.63929682970047,0.4166666567325592,60.0,0.5,0.7833333611488342,12,60.0,0.6000000238418579
0.49166666666666664,0.6441605687141418,0.6833333373069763,60.0,0.5,0.6666666865348816,12,60.0,0.675000011920929
0.4583333333333333,0.6164671778678894,0.7166666388511658,60.0,0.5,0.6333333253860474,12,60.0,0.675000011920929
0.375,0.6264660954475403,0.8333333134651184,60.0,0.5,0.5833333134651184,12,60.0,0.7083333134651184
0.65,0.7480486631393433,0.4166666567325592,60.0,0.5,0.7166666388511658,13,60.0,0.5666666626930237
0.6416666666666667,0.7341116666793823,0.44999998807907104,60.0,0.5,0.7333333492279053,13,60.0,0.5916666388511658
0.675,0.721779465675354,0.4166666567325592,60.0,0.5,0.7666666507720947,13,60.0,0.5916666388511658
0.7166666666666667,0.7627308368682861,0.30000001192092896,60.0,0.5,0.7333333492279053,13,60.0,0.5166666507720947
0.675,0.7186371684074402,0.36666667461395264,60.0,0.5,0.7166666388511658,13,60.0,0.5416666865348816
0.525,0.6281885504722595,0.6333333253860474,60.0,0.5,0.6833333373069763,14,60.0,0.6583333611488342
0.5166666666666667,0.6777162551879883,0.550000011920929,60.0,0.5,0.5833333134651184,14,60.0,0.5666666626930237
0.5166666666666667,0.6448887586593628,0.6000000238418579,60.0,0.5,0.6333333253860474,14,60.0,0.6166666746139526
0.5333333333333333,0.6818247437477112,0.5666666626930237,60.0,0.5,0.6333333253860474,14,60.0,0.6000000238418579
0.5416666666666666,0.7224240899085999,0.44999998807907104,60.0,0.5,0.5333333611488342,14,60.0,0.49166667461395264
0.6583333333333333,0.6751833558082581,0.4333333373069763,60.0,0.5,0.75,15,60.0,0.5916666388511658
0.6333333333333333,0.6954182386398315,0.4333333373069763,60.0,0.5,0.699999988079071,15,60.0,0.5666666626930237
0.575,0.7002599239349365,0.46666666865348816,60.0,0.5,0.6166666746139526,15,60.0,0.5416666865348816
0.6,0.6814079284667969,0.5,60.0,0.5,0.699999988079071,15,60.0,0.6000000238418579
0.7,0.6751533150672913,0.36666667461395264,60.0,0.5,0.7666666507720947,15,60.0,0.5666666626930237
0.4083333333333333,0.5795953869819641,0.9166666865348816,60.0,0.5,0.7333333492279053,16,60.0,0.824999988079071
0.44166666666666665,0.5594532489776611,0.8999999761581421,60.0,0.5,0.7833333611488342,16,60.0,0.8416666388511658
0.35833333333333334,0.5895746350288391,0.9166666865348816,60.0,0.5,0.6333333253860474,16,60.0,0.7749999761581421
0.4666666666666667,0.544727623462677,0.8999999761581421,60.0,0.5,0.8333333134651184,16,60.0,0.8666666746139526
0.49166666666666664,0.5564526319503784,0.7833333611488342,60.0,0.5,0.7666666507720947,16,60.0,0.7749999761581421
0.5583333333333333,0.6094528436660767,0.6499999761581421,60.0,0.5,0.7666666507720947,17,60.0,0.7083333134651184
0.43333333333333335,0.5725456476211548,0.8500000238418579,60.0,0.5,0.7166666388511658,17,60.0,0.7833333611488342
0.45,0.5894578695297241,0.7333333492279053,60.0,0.5,0.6333333253860474,17,60.0,0.6833333373069763
0.6083333333333333,0.6035412549972534,0.5666666626930237,60.0,0.5,0.7833333611488342,17,60.0,0.675000011920929
0.5166666666666667,0.5603210926055908,0.7166666388511658,60.0,0.5,0.75,17,60.0,0.7333333492279053
0.7333333333333333,0.643125593662262,0.3333333432674408,60.0,0.5,0.800000011920929,18,60.0,0.5666666626930237
0.6333333333333333,0.6866230368614197,0.4166666567325592,60.0,0.5,0.6833333373069763,18,60.0,0.550000011920929
0.6083333333333333,0.7001540660858154,0.4333333373069763,60.0,0.5,0.6499999761581421,18,60.0,0.5416666865348816
0.5333333333333333,0.6794904470443726,0.5833333134651184,60.0,0.5,0.6499999761581421,18,60.0,0.6166666746139526
0.425,0.6761261820793152,0.7333333492279053,60.0,0.5,0.5833333134651184,18,60.0,0.6583333611488342
0.3,0.5605396032333374,0.9833333492279053,60.0,0.5,0.5833333134651184,19,60.0,0.7833333611488342
0.43333333333333335,0.47889357805252075,0.949999988079071,60.0,0.5,0.8166666626930237,19,60.0,0.8833333253860474
0.48333333333333334,0.45309755206108093,0.8333333134651184,60.0,0.5,0.800000011920929,19,60.0,0.8166666626930237
0.6166666666666667,0.4686028063297272,0.6666666865348816,60.0,0.5,0.8999999761581421,19,60.0,0.7833333611488342
0.6333333333333333,0.5012520551681519,0.5833333134651184,60.0,0.5,0.8500000238418579,19,60.0,0.7166666388511658
0.525,0.48597952723503113,0.7666666507720947,60.0,0.5,0.8166666626930237,20,60.0,0.7916666865348816
0.525,0.47479355335235596,0.75,60.0,0.5,0.800000011920929,20,60.0,0.7749999761581421
0.4666666666666667,0.42734548449516296,0.8166666626930237,60.0,0.5,0.75,20,60.0,0.7833333611488342
0.38333333333333336,0.47385331988334656,0.9333333373069763,60.0,0.5,0.699999988079071,20,60.0,0.8166666626930237
0.35833333333333334,0.48630210757255554,0.9333333373069763,60.0,0.5,0.6499999761581421,20,60.0,0.7916666865348816
0.5416666666666666,0.519896388053894,0.699999988079071,60.0,0.5,0.7833333611488342,21,60.0,0.7416666746139526
0.5416666666666666,0.5209844708442688,0.7166666388511658,60.0,0.5,0.800000011920929,21,60.0,0.7583333253860474
0.575,0.5048596262931824,0.699999988079071,60.0,0.5,0.8500000238418579,21,60.0,0.7749999761581421
0.5833333333333334,0.6225486397743225,0.5833333134651184,60.0,0.5,0.75,21,60.0,0.6666666865348816
0.475,0.5835238695144653,0.699999988079071,60.0,0.5,0.6499999761581421,21,60.0,0.675000011920929
0.5166666666666667,0.6130898594856262,0.6499999761581421,60.0,0.5,0.6833333373069763,22,60.0,0.6666666865348816
0.5416666666666666,0.5117716193199158,0.699999988079071,60.0,0.5,0.7833333611488342,22,60.0,0.7416666746139526
0.43333333333333335,0.5652080774307251,0.7833333611488342,60.0,0.5,0.6499999761581421,22,60.0,0.7166666388511658
0.4166666666666667,0.5848360657691956,0.75,60.0,0.5,0.5833333134651184,22,60.0,0.6666666865348816
0.55,0.5760758519172668,0.6333333253860474,60.0,0.5,0.7333333492279053,22,60.0,0.6833333373069763
0.38333333333333336,0.4394752085208893,0.8666666746139526,60.0,0.5,0.6333333253860474,23,60.0,0.75
0.45,0.40036487579345703,0.8999999761581421,60.0,0.5,0.800000011920929,23,60.0,0.8500000238418579
0.5083333333333333,0.32875242829322815,0.9166666865348816,60.0,0.5,0.9333333373069763,23,60.0,0.925000011920929
0.4583333333333333,0.3627241253852844,0.9333333373069763,60.0,0.5,0.8500000238418579,23,60.0,0.8916666507720947
0.49166666666666664,0.36917877197265625,0.8999999761581421,60.0,0.5,0.8833333253860474,23,60.0,0.8916666507720947
0.5166666666666667,0.33162063360214233,0.8666666746139526,60.0,0.5,0.8999999761581421,24,60.0,0.8833333253860474
0.48333333333333334,0.4952525496482849,0.800000011920929,60.0,0.5,0.7666666507720947,24,60.0,0.7833333611488342
0.43333333333333335,0.406112402677536,0.8999999761581421,60.0,0.5,0.7666666507720947,24,60.0,0.8333333134651184
0.44166666666666665,0.39102062582969666,0.8666666746139526,60.0,0.5,0.75,24,60.0,0.8083333373069763
0.5416666666666666,0.4842263460159302,0.7166666388511658,60.0,0.5,0.800000011920929,24,60.0,0.7583333253860474
0.48333333333333334,0.46422746777534485,0.7833333611488342,60.0,0.5,0.75,25,60.0,0.7666666507720947
0.6333333333333333,0.6430885791778564,0.5666666626930237,60.0,0.5,0.8333333134651184,25,60.0,0.699999988079071
0.55,0.4944497048854828,0.6499999761581421,60.0,0.5,0.75,25,60.0,0.699999988079071
0.49166666666666664,0.5009213089942932,0.800000011920929,60.0,0.5,0.7833333611488342,25,60.0,0.7916666865348816
0.39166666666666666,0.4650610089302063,0.9333333373069763,60.0,0.5,0.7166666388511658,25,60.0,0.824999988079071
0.2833333333333333,0.513397216796875,0.949999988079071,60.0,0.5,0.5166666507720947,26,60.0,0.7333333492279053
0.38333333333333336,0.38371720910072327,0.9833333492279053,60.0,0.5,0.75,26,60.0,0.8666666746139526
0.39166666666666666,0.4856700301170349,0.9166666865348816,60.0,0.5,0.699999988079071,26,60.0,0.8083333373069763
0.65,0.43495267629623413,0.5833333134651184,60.0,0.5,0.8833333253860474,26,60.0,0.7333333492279053
0.6583333333333333,0.40901100635528564,0.6000000238418579,60.0,0.5,0.9166666865348816,26,60.0,0.7583333253860474
0.5916666666666667,0.5219830274581909,0.6666666865348816,60.0,0.5,0.8500000238418579,27,60.0,0.7583333253860474
0.43333333333333335,0.5194386839866638,0.8666666746139526,60.0,0.5,0.7333333492279053,27,60.0,0.800000011920929
0.36666666666666664,0.5105766654014587,0.8999999761581421,60.0,0.5,0.6333333253860474,27,60.0,0.7666666507720947
0.375,0.5957666635513306,0.8666666746139526,60.0,0.5,0.6166666746139526,27,60.0,0.7416666746139526
0.30833333333333335,0.736925482749939,0.8500000238418579,60.0,0.5,0.46666666865348816,27,60.0,0.6583333611488342
0.6083333333333333,0.6794424653053284,0.5333333611488342,60.0,0.5,0.75,28,60.0,0.6416666507720947
0.5833333333333334,0.6925845742225647,0.5666666626930237,60.0,0.5,0.7333333492279053,28,60.0,0.6499999761581421
0.55,0.6177356243133545,0.6166666746139526,60.0,0.5,0.7166666388511658,28,60.0,0.6666666865348816
0.55,0.5394932627677917,0.6499999761581421,60.0,0.5,0.75,28,60.0,0.699999988079071
0.475,0.5603803992271423,0.699999988079071,60.0,0.5,0.6499999761581421,28,60.0,0.675000011920929
0.38333333333333336,0.4916781783103943,0.8500000238418579,60.0,0.5,0.6166666746139526,29,60.0,0.7333333492279053
0.4166666666666667,0.5257823467254639,0.7833333611488342,60.0,0.5,0.6166666746139526,29,60.0,0.699999988079071
0.49166666666666664,0.5341131091117859,0.7333333492279053,60.0,0.5,0.7166666388511658,29,60.0,0.7250000238418579
0.5083333333333333,0.548412024974823,0.699999988079071,60.0,0.5,0.7166666388511658,29,60.0,0.7083333134651184
0.525,0.4961310029029846,0.75,60.0,0.5,0.800000011920929,29,60.0,0.7749999761581421
0.7416666666666667,0.6270220279693604,0.4000000059604645,60.0,0.5,0.8833333253860474,30,60.0,0.6416666507720947
0.6083333333333333,0.5695437788963318,0.6333333253860474,60.0,0.5,0.8500000238418579,30,60.0,0.7416666746139526
0.5833333333333334,0.5784854292869568,0.5833333134651184,60.0,0.5,0.75,30,60.0,0.6666666865348816
0.39166666666666666,0.5869889855384827,0.8333333134651184,60.0,0.5,0.6166666746139526,30,60.0,0.7250000238418579
0.375,0.5829436182975769,0.8500000238418579,60.0,0.5,0.6000000238418579,30,60.0,0.7250000238418579
0.425,0.6529821753501892,0.6666666865348816,60.0,0.5,0.5166666507720947,31,60.0,0.5916666388511658
0.3333333333333333,0.5698939561843872,0.8666666746139526,60.0,0.5,0.5333333611488342,31,60.0,0.699999988079071
0.4583333333333333,0.5678803324699402,0.75,60.0,0.5,0.6666666865348816,31,60.0,0.7083333134651184
0.5666666666666667,0.5387812256813049,0.6666666865348816,60.0,0.5,0.800000011920929,31,60.0,0.7333333492279053
0.65,0.5252749919891357,0.5833333134651184,60.0,0.5,0.8833333253860474,31,60.0,0.7333333492279053
0.5666666666666667,0.4780096709728241,0.75,60.0,0.5,0.8833333253860474,32,60.0,0.8166666626930237
0.6583333333333333,0.5050504803657532,0.6000000238418579,60.0,0.5,0.9166666865348816,32,60.0,0.7583333253860474
0.6083333333333333,0.4606274664402008,0.6833333373069763,60.0,0.5,0.8999999761581421,32,60.0,0.7916666865348816
0.5083333333333333,0.47982731461524963,0.75,60.0,0.5,0.7666666507720947,32,60.0,0.7583333253860474
0.4166666666666667,0.4952622652053833,0.8666666746139526,60.0,0.5,0.699999988079071,32,60.0,0.7833333611488342
0.5083333333333333,0.48761242628097534,0.75,60.0,0.5,0.7666666507720947,33,60.0,0.7583333253860474
0.48333333333333334,0.48254913091659546,0.7833333611488342,60.0,0.5,0.75,33,60.0,0.7666666507720947
0.45,0.4355052411556244,0.8333333134651184,60.0,0.5,0.7333333492279053,33,60.0,0.7833333611488342
0.45,0.4388035535812378,0.8666666746139526,60.0,0.5,0.7666666507720947,33,60.0,0.8166666626930237
0.49166666666666664,0.5744688510894775,0.6666666865348816,60.0,0.5,0.6499999761581421,33,60.0,0.6583333611488342
0.5916666666666667,0.49133312702178955,0.6833333373069763,60.0,0.5,0.8666666746139526,34,60.0,0.7749999761581421
0.6083333333333333,0.5030269026756287,0.6499999761581421,60.0,0.5,0.8666666746139526,34,60.0,0.7583333253860474
0.49166666666666664,0.5290004014968872,0.7666666507720947,60.0,0.5,0.75,34,60.0,0.7583333253860474
0.4583333333333333,0.5391687154769897,0.7833333611488342,60.0,0.5,0.699999988079071,34,60.0,0.7416666746139526
0.475,0.5473842024803162,0.7666666507720947,60.0,0.5,0.7166666388511658,34,60.0,0.7416666746139526
0.4,0.5193564295768738,0.8666666746139526,60.0,0.5,0.6666666865348816,35,60.0,0.7666666507720947
0.45,0.4101700484752655,0.8833333253860474,60.0,0.5,0.7833333611488342,35,60.0,0.8333333134651184
0.425,0.44429078698158264,0.8500000238418579,60.0,0.5,0.699999988079071,35,60.0,0.7749999761581421
0.43333333333333335,0.4276197552680969,0.8500000238418579,60.0,0.5,0.7166666388511658,35,60.0,0.7833333611488342
0.575,0.48482996225357056,0.7166666388511658,60.0,0.5,0.8666666746139526,35,60.0,0.7916666865348816
0.6916666666666667,0.6151248812675476,0.4833333194255829,60.0,0.5,0.8666666746139526,36,60.0,0.675000011920929
0.6083333333333333,0.5672387480735779,0.6000000238418579,60.0,0.5,0.8166666626930237,36,60.0,0.7083333134651184
0.6083333333333333,0.5841134190559387,0.5333333611488342,60.0,0.5,0.75,36,60.0,0.6416666507720947
0.5,0.6099390387535095,0.6666666865348816,60.0,0.5,0.6666666865348816,36,60.0,0.6666666865348816
0.38333333333333336,0.588549792766571,0.8500000238418579,60.0,0.5,0.6166666746139526,36,60.0,0.7333333492279053
0.49166666666666664,0.7463604807853699,0.5833333134651184,60.0,0.5,0.5666666626930237,37,60.0,0.574999988079071
0.5166666666666667,0.7646616101264954,0.5166666507720947,60.0,0.5,0.550000011920929,37,60.0,0.5333333611488342
0.5416666666666666,0.6896464228630066,0.6000000238418579,60.0,0.5,0.6833333373069763,37,60.0,0.6416666507720947
0.4583333333333333,0.6041853427886963,0.7166666388511658,60.0,0.5,0.6333333253860474,37,60.0,0.675000011920929
0.425,0.5735949277877808,0.800000011920929,60.0,0.5,0.6499999761581421,37,60.0,0.7250000238418579
0.5083333333333333,0.5633630156517029,0.6666666865348816,60.0,0.5,0.6833333373069763,38,60.0,0.675000011920929
0.5166666666666667,0.5772969126701355,0.6666666865348816,60.0,0.5,0.699999988079071,38,60.0,0.6833333373069763
0.45,0.5335610508918762,0.7666666507720947,60.0,0.5,0.6666666865348816,38,60.0,0.7166666388511658
0.6166666666666667,0.5628760457038879,0.550000011920929,60.0,0.5,0.7833333611488342,38,60.0,0.6666666865348816
0.6083333333333333,0.5839364528656006,0.6000000238418579,60.0,0.5,0.8166666626930237,38,60.0,0.7083333134651184
0.4666666666666667,0.512301504611969,0.7333333492279053,60.0,0.5,0.6666666865348816,39,60.0,0.699999988079071
0.4583333333333333,0.47220057249069214,0.7833333611488342,60.0,0.5,0.699999988079071,39,60.0,0.7416666746139526
0.45,0.5069513320922852,0.8166666626930237,60.0,0.5,0.7166666388511658,39,60.0,0.7666666507720947
0.35,0.5099548697471619,0.9166666865348816,60.0,0.5,0.6166666746139526,39,60.0,0.7666666507720947
0.38333333333333336,0.4974070191383362,0.8999999761581421,60.0,0.5,0.6666666865348816,39,60.0,0.7833333611488342
0.5583333333333333,0.5672844052314758,0.6499999761581421,60.0,0.5,0.7666666507720947,40,60.0,0.7083333134651184
0.6,0.6624974012374878,0.5,60.0,0.5,0.699999988079071,40,60.0,0.6000000238418579
0.425,0.5558503270149231,0.75,60.0,0.5,0.6000000238418579,40,60.0,0.675000011920929
0.4583333333333333,0.5823295712471008,0.699999988079071,60.0,0.5,0.6166666746139526,40,60.0,0.6583333611488342
0.5166666666666667,0.5968552231788635,0.6333333253860474,60.0,0.5,0.6666666865348816,40,60.0,0.6499999761581421
0.4,0.6416462659835815,0.7833333611488342,60.0,0.5,0.5833333134651184,41,60.0,0.6833333373069763
0.45,0.6200665235519409,0.7333333492279053,60.0,0.5,0.6333333253860474,41,60.0,0.6833333373069763
0.48333333333333334,0.5565028786659241,0.8166666626930237,60.0,0.5,0.7833333611488342,41,60.0,0.800000011920929
0.475,0.5781671404838562,0.7666666507720947,60.0,0.5,0.7166666388511658,41,60.0,0.7416666746139526
0.35833333333333334,0.5625867247581482,0.8999999761581421,60.0,0.5,0.6166666746139526,41,60.0,0.7583333253860474
0.48333333333333334,0.5685160756111145,0.7333333492279053,60.0,0.5,0.699999988079071,42,60.0,0.7166666388511658
0.5416666666666666,0.577996015548706,0.6166666746139526,60.0,0.5,0.699999988079071,42,60.0,0.6583333611488342
0.6083333333333333,0.5761098265647888,0.5666666626930237,60.0,0.5,0.7833333611488342,42,60.0,0.675000011920929
0.525,0.579428493976593,0.6333333253860474,60.0,0.5,0.6833333373069763,42,60.0,0.6583333611488342
0.4583333333333333,0.5201611518859863,0.8166666626930237,60.0,0.5,0.7333333492279053,42,60.0,0.7749999761581421
0.4583333333333333,0.5562534928321838,0.75,60.0,0.5,0.6666666865348816,43,60.0,0.7083333134651184
0.4583333333333333,0.5470306873321533,0.75,60.0,0.5,0.6666666865348816,43,60.0,0.7083333134651184
0.44166666666666665,0.5310027599334717,0.8500000238418579,60.0,0.5,0.7333333492279053,43,60.0,0.7916666865348816
0.48333333333333334,0.5145881175994873,0.7666666507720947,60.0,0.5,0.7333333492279053,43,60.0,0.75
0.5166666666666667,0.5601727962493896,0.6666666865348816,60.0,0.5,0.699999988079071,43,60.0,0.6833333373069763
0.5166666666666667,0.4603591859340668,0.800000011920929,60.0,0.5,0.8333333134651184,44,60.0,0.8166666626930237
0.5,0.4578164517879486,0.8666666746139526,60.0,0.5,0.8666666746139526,44,60.0,0.8666666746139526
0.49166666666666664,0.405849814414978,0.8333333134651184,60.0,0.5,0.8166666626930237,44,60.0,0.824999988079071
0.48333333333333334,0.4177807569503784,0.800000011920929,60.0,0.5,0.7666666507720947,44,60.0,0.7833333611488342
0.475,0.40353837609291077,0.8333333134651184,60.0,0.5,0.7833333611488342,44,60.0,0.8083333373069763
0.6333333333333333,0.6083472371101379,0.5666666626930237,60.0,0.5,0.8333333134651184,45,60.0,0.699999988079071
0.4166666666666667,0.4293866455554962,0.8833333253860474,60.0,0.5,0.7166666388511658,45,60.0,0.800000011920929
0.5333333333333333,0.5259253978729248,0.7333333492279053,60.0,0.5,0.800000011920929,45,60.0,0.7666666507720947
0.5166666666666667,0.516038715839386,0.7333333492279053,60.0,0.5,0.7666666507720947,45,60.0,0.75
0.48333333333333334,0.49261659383773804,0.7666666507720947,60.0,0.5,0.7333333492279053,45,60.0,0.75
0.475,0.5151918530464172,0.7833333611488342,60.0,0.5,0.7333333492279053,46,60.0,0.7583333253860474
0.5083333333333333,0.3895028233528137,0.8666666746139526,60.0,0.5,0.8833333253860474,46,60.0,0.875
0.525,0.4126042425632477,0.800000011920929,60.0,0.5,0.8500000238418579,46,60.0,0.824999988079071
0.49166666666666664,0.3945516049861908,0.8333333134651184,60.0,0.5,0.8166666626930237,46,60.0,0.824999988079071
0.5666666666666667,0.4742160439491272,0.6833333373069763,60.0,0.5,0.8166666626930237,46,60.0,0.75
0.5333333333333333,0.5021610856056213,0.699999988079071,60.0,0.5,0.7666666507720947,47,60.0,0.7333333492279053
0.5666666666666667,0.4842405319213867,0.699999988079071,60.0,0.5,0.8333333134651184,47,60.0,0.7666666507720947
0.6,0.4865250587463379,0.6499999761581421,60.0,0.5,0.8500000238418579,47,60.0,0.75
0.5666666666666667,0.40252047777175903,0.7333333492279053,60.0,0.5,0.8666666746139526,47,60.0,0.800000011920929
0.425,0.42832085490226746,0.8833333253860474,60.0,0.5,0.7333333492279053,47,60.0,0.8083333373069763
0.38333333333333336,0.4440235197544098,0.9166666865348816,60.0,0.5,0.6833333373069763,48,60.0,0.800000011920929
0.5666666666666667,0.3598584532737732,0.7333333492279053,60.0,0.5,0.8666666746139526,48,60.0,0.800000011920929
0.6166666666666667,0.3504444658756256,0.75,60.0,0.5,0.9833333492279053,48,60.0,0.8666666746139526
0.5916666666666667,0.3241769075393677,0.7833333611488342,60.0,0.5,0.9666666388511658,48,60.0,0.875
0.5083333333333333,0.3438872694969177,0.8166666626930237,60.0,0.5,0.8333333134651184,48,60.0,0.824999988079071
0.6,0.4853886067867279,0.7166666388511658,60.0,0.5,0.9166666865348816,49,60.0,0.8166666626930237
0.375,0.6256364583969116,0.800000011920929,60.0,0.5,0.550000011920929,49,60.0,0.675000011920929
0.3416666666666667,0.6066340804100037,0.9166666865348816,60.0,0.5,0.6000000238418579,49,60.0,0.7583333253860474
0.39166666666666666,0.5325227379798889,0.8666666746139526,60.0,0.5,0.6499999761581421,49,60.0,0.7583333253860474
0.5333333333333333,0.59446781873703,0.6499999761581421,60.0,0.5,0.7166666388511658,49,60.0,0.6833333373069763
