raw\gen\time/fps,raw\gen\time/total_timesteps,raw\gen\time/time_elapsed,raw\gen\time/iterations,raw\gen\train/value_loss,raw\gen\train/learning_rate,raw\gen\train/clip_fraction,raw\gen\train/explained_variance,raw\gen\train/loss,raw\gen\train/policy_gradient_loss,raw\gen\train/entropy_loss,raw\gen\train/n_updates,raw\gen\train/approx_kl,raw\gen\train/clip_range
7067,4000,0,1,55.57358989715576,0.0003,0.0004999999888241291,-0.008383870124816895,24.40751838684082,-0.006828192301181879,-1.2674988210201263,190,0.003073235,0.2
7530,4200,0,1,57.453010368347165,0.0003,0.0004999999888241291,-2.414968967437744,25.01481819152832,-0.009117491034092318,-1.2732927680015564,200,0.009921149,0.2
7893,4400,0,1,51.552503204345705,0.0003,0.0,0.016141533851623535,24.807409286499023,-0.005499252891167572,-1.2570672631263733,210,0.004193911,0.2
8054,4600,0,1,62.84444751739502,0.0003,0.02549999924376607,-1.9146277904510498,29.80119514465332,-0.009843099117337228,-1.2596599638462067,220,0.012446936,0.2
8784,4800,0,1,47.84525146484375,0.0003,0.014499999582767487,-0.0409550666809082,23.27927589416504,-0.006647683313101993,-1.2498489141464233,230,-0.0067268196,0.2
8956,5000,0,1,30.375408458709718,0.0003,0.0,0.00019657611846923828,13.832927703857422,-0.0023952173421278645,-1.2410558938980103,240,0.002404686,0.2
9604,5200,0,1,30.318290042877198,0.0003,0.0009999999776482583,-0.05954277515411377,14.171149253845215,-0.007195046200795474,-1.1896866321563722,250,0.017001744,0.2
9229,5400,0,1,29.056075191497804,0.0003,0.024499999172985554,0.33231550455093384,13.128786087036133,-0.006929716830083521,-1.1398041725158692,260,0.033021417,0.2
10016,5600,0,1,115.4474868774414,0.0003,0.0,-0.07474398612976074,53.97099304199219,-0.006150358399172262,-1.2666050255298615,270,-0.0007035625,0.2
8929,5800,0,1,745.0423156738282,0.0003,0.0,-0.001603245735168457,368.91729736328125,-0.006678090102970558,-1.3388420283794402,280,-0.0014172199,0.2
11018,6000,0,1,158.76928634643554,0.0003,0.06849999837577343,-0.009609103202819824,73.20375061035156,-0.018741747444029854,-1.2523746907711029,290,0.014394993,0.2
11308,6200,0,1,158.6329544067383,0.0003,0.033499999064952136,-0.0033773183822631836,83.26541137695312,-0.016660838135867807,-1.336443120241165,300,0.0061687366,0.2
11552,6400,0,1,22.54964075088501,0.0003,0.13449999606236815,-0.02076268196105957,10.485855102539062,-0.022534068115754025,-1.360878187417984,310,0.007240412,0.2
12209,6600,0,1,8.796560335159302,0.0003,0.09199999626725912,-0.1141120195388794,3.704538345336914,-0.01672268031269759,-1.3265936553478241,320,0.0033308906,0.2
11744,6800,0,1,3.5046027660369874,0.0003,0.14899999788030982,-0.8402156829833984,1.3999842405319214,-0.017912379340705088,-1.323122262954712,330,0.029578224,0.2
12268,7000,0,1,0.7305707946419716,0.0003,0.21449999492615462,-1.1276195049285889,0.24563969671726227,-0.02734548472170717,-1.2909773468971253,340,0.025011282,0.2
12407,7200,0,1,139.2164447784424,0.0003,0.003999999910593033,-4.213649749755859,73.12451171875,-0.003527563338197126,-1.181718909740448,350,0.003354877,0.2
13200,7400,0,1,186.79940872192384,0.0003,0.0,-6.014598369598389,97.28074645996094,-0.0033873260318432854,-1.201348316669464,360,0.0014717332,0.2
13852,7600,0,1,32.992689323425296,0.0003,0.0,-4.905888080596924,15.519453048706055,-0.002953749941639927,-1.2124964773654938,370,0.0023236542,0.2
13695,7800,0,1,134.07194786071778,0.0003,0.0,-3.711153030395508,57.02614974975586,-0.0007207201508863337,-1.1753072917461396,380,0.0027578045,0.2
13782,8000,0,1,129.77824363708496,0.0003,0.0009999999776482583,-10.301630020141602,59.498329162597656,-0.0055288195369866955,-1.163464254140854,390,-0.0033815142,0.2
13325,8200,0,1,117.03168106079102,0.0003,0.0,-5.304374694824219,54.468994140625,-0.0033922941783159468,-1.1603375971317291,400,0.0007024047,0.2
15147,8400,0,1,136.75357093811036,0.0003,0.0,-3.915799617767334,53.928951263427734,-0.0010285570374762188,-1.180589461326599,410,0.00016748725,0.2
15021,8600,0,1,49.537207984924315,0.0003,0.0,-5.602810382843018,23.61319923400879,-0.0011881231539913272,-1.2086632907390595,420,0.00034788874,0.2
16189,8800,0,1,70.04529685974121,0.0003,0.0014999999664723873,-3.340178966522217,31.39238166809082,-0.007764966888003854,-1.2167326509952545,430,-0.0013069059,0.2
16289,9000,0,1,74.39815177917481,0.0003,0.00699999975040555,-0.5756402015686035,37.64072799682617,-0.010178647676482733,-1.204703015089035,440,0.0019956217,0.2
16956,9200,0,1,109.86522254943847,0.0003,0.0004999999888241291,-3.3587160110473633,44.15390396118164,-0.004156886611657651,-1.1926994562149047,450,0.0031079655,0.2
14258,9400,0,1,148.2788879394531,0.0003,0.0,-0.5459736585617065,60.781982421875,-0.0033630337522445155,-1.2189020454883575,460,0.00025696098,0.2
16681,9600,0,1,79.83585510253906,0.0003,0.0,-3.2601447105407715,35.5950813293457,-0.004268421007880718,-1.2180966675281524,470,-0.0020607277,0.2
15425,9800,0,1,168.9221649169922,0.0003,0.0,-1.0644645690917969,72.74293518066406,-0.004187623516598293,-1.16773801445961,480,-0.000753144,0.2
13567,10000,0,1,91.63799514770508,0.0003,0.0,-0.02007448673248291,45.41333770751953,-0.008140070235589514,-1.2085340201854706,490,-0.0005481276,0.2
16656,10200,0,1,106.71478080749512,0.0003,0.0,-0.2728919982910156,52.01506423950195,-0.0036861411985150026,-1.186216789484024,500,-0.0033538186,0.2
16344,10400,0,1,89.82579803466797,0.0003,0.0,-3.349053382873535,46.67644500732422,-0.0070914219041587675,-1.2295192241668702,510,0.011425059,0.2
15839,10600,0,1,222.63435287475585,0.0003,0.0029999999329447745,0.0085335373878479,111.14604187011719,-0.010961947771487601,-1.247823703289032,520,-0.005179502,0.2
14793,10800,0,1,151.6842300415039,0.0003,0.0034999999217689036,0.15688472986221313,80.63134002685547,-0.0051868785090043446,-1.2305202186107635,530,-0.0032638456,0.2
19803,11000,0,1,106.72391242980957,0.0003,0.0,-0.48245513439178467,46.50376892089844,-0.0035864493562840494,-1.2022523820400237,540,0.0013608288,0.2
19702,11200,0,1,57.05130100250244,0.0003,0.028999999072402714,-0.07143902778625488,26.072282791137695,-0.013096068290295082,-1.253929477930069,550,0.019929226,0.2
20484,11400,0,1,130.32695198059082,0.0003,0.09949999758973718,-9.739398956298828e-05,57.213504791259766,-0.022103941296692752,-1.2076339602470398,560,0.021273598,0.2
21302,11600,0,1,151.3162628173828,0.0003,0.04350000005215406,0.04289233684539795,70.55030822753906,-0.013714855979924324,-1.137494945526123,570,0.008671965,0.2
21279,11800,0,1,88.37700729370117,0.0003,0.010499999858438969,-0.08544230461120605,40.003089904785156,-0.006108304026594879,-1.114070439338684,580,0.015950803,0.2
21560,12000,0,1,60.55846748352051,0.0003,0.05449999887496233,-1.9495518207550049,25.96334457397461,-0.007509268337627617,-1.1140450239181519,590,0.0030984995,0.2
21460,12200,0,1,32.27333068847656,0.0003,0.13049999624490738,-0.0009266138076782227,15.027684211730957,-0.018732721831300835,-1.0892738282680512,600,0.011688467,0.2
18263,12400,0,1,14.213145923614501,0.0003,0.13399999542161822,-0.06604254245758057,6.242807388305664,-0.020464204760617832,-1.0478751897811889,610,0.012220554,0.2
15951,12600,0,1,19.47958197593689,0.0003,0.0,-2.1753666400909424,7.295965194702148,-0.004469112579303336,-1.000960260629654,620,0.0041053593,0.2
21248,12800,0,1,109.12474603652954,0.0003,0.0,-3.5037498474121094,46.883296966552734,-0.004746764122450254,-1.013640758395195,630,0.014704182,0.2
21402,13000,0,1,177.59713745117188,0.0003,0.0,-1.0412988662719727,95.05814361572266,-0.0029306285444472557,-0.9798196166753769,640,0.0017021357,0.2
19043,13200,0,1,69.38722095489501,0.0003,0.0,-3.130763530731201,22.868343353271484,-0.0005616186728584438,-0.9226799100637436,650,0.0003863591,0.2
19557,13400,0,1,40.62734317779541,0.0003,0.0,-5.924439907073975,17.923051834106445,-0.0015644606401729265,-0.9431408762931823,660,0.0015824086,0.2
20053,13600,0,1,75.19367485046386,0.0003,0.0,-1.7129976749420166,28.66896629333496,-0.0009353208244824885,-0.9378779321908951,670,-0.00012180209,0.2
19831,13800,0,1,67.83978595733643,0.0003,0.0,0.018494009971618652,31.448856353759766,-0.003223833014242672,-0.9558677434921264,680,0.0011857385,0.2
18945,14000,0,1,46.27775497436524,0.0003,0.0,-1.9522302150726318,21.22342872619629,-0.0017550076590268303,-0.9566226065158844,690,0.0035172082,0.2
21494,14200,0,1,52.27603874206543,0.0003,0.0,-1.1274890899658203,22.91614532470703,-0.003061854923252838,-0.9854791820049286,700,0.0010508439,0.2
22580,14400,0,1,57.52966747283936,0.0003,0.0004999999888241291,-2.689073324203491,19.393754959106445,-0.002771000653068789,-0.9595495671033859,710,0.0014089006,0.2
15999,14600,0,1,23.259898853302,0.0003,0.13599999723955988,0.08974474668502808,10.153059005737305,-0.013700771859148374,-0.9027249097824097,720,0.038146354,0.2
17373,14800,0,1,40.110341262817386,0.0003,0.0034999999217689036,-0.6708722114562988,18.641389846801758,-0.008586724940619916,-0.9738449871540069,730,0.0064339754,0.2
21202,15000,0,1,56.779130935668945,0.0003,0.13499999828636647,-0.02402210235595703,27.183420181274414,-0.020382269589462966,-0.9289019018411636,740,0.029350836,0.2
22861,15200,0,1,85.21555023193359,0.0003,0.04849999742582441,0.010854899883270264,42.771270751953125,-0.01198023025644943,-1.0002430826425552,750,-0.0075922622,0.2
24392,15400,0,1,151.02874832153321,0.0003,0.16549999667331577,-0.00014650821685791016,70.64203643798828,-0.019088320973562035,-1.0184819132089615,760,0.026805984,0.2
24945,15600,0,1,90.32503051757813,0.0003,0.1569999935105443,-0.0001100301742553711,40.5629997253418,-0.020475392755819576,-1.0596641957759858,770,0.017257258,0.2
25401,15800,0,1,12.795640850067139,0.0003,0.23499999307096003,-0.00042450428009033203,5.756918430328369,-0.025841259330977095,-1.0808369159698485,780,0.016759327,0.2
24305,16000,0,1,1.2342798292636872,0.0003,0.41699999254196884,-0.0003241300582885742,0.5311565399169922,-0.0436343234162778,-1.1553703904151917,790,0.05269654,0.2
24913,16200,0,1,3.6397861003875733,0.0003,0.10949999783188105,-0.00019180774688720703,1.65788996219635,0.014635436319047557,-1.200512659549713,800,-0.0019299902,0.2
25105,16400,0,1,8.638963961601258,0.0003,0.12849999573081733,-0.0001748800277709961,3.6808738708496094,-0.005966826814437809,-1.2320249378681183,810,0.03434421,0.2
27240,16600,0,1,3.010743570327759,0.0003,0.0,-0.0014200210571289062,1.1635140180587769,-0.007776966832811283,-1.255099320411682,820,0.013410812,0.2
23460,16800,0,1,3.464347016811371,0.0003,0.18349999450147153,-0.0003548860549926758,1.4042346477508545,-0.024736753134522615,-1.3343763947486877,830,0.014025043,0.2
27446,17000,0,1,10.447123384475708,0.0003,0.30599999483674767,-0.0010727643966674805,4.175128936767578,-0.0339460699080373,-1.349533486366272,840,0.06030905,0.2
25511,17200,0,1,479.8023712158203,0.0003,0.004499999899417162,0.02791363000869751,198.89404296875,-0.010307364165666511,-1.197604250907898,850,-0.012056776,0.2
23262,17400,0,1,35.80237789154053,0.0003,0.0,-4.388627529144287,18.684280395507812,-0.002070454539818556,-1.2609134495258332,860,0.0040118764,0.2
22919,17600,0,1,21.70430393218994,0.0003,0.0,-0.4516739845275879,10.083758354187012,-0.002795053860420005,-1.1238772451877594,870,-0.0014899925,0.2
23452,17800,0,1,16.455098843574525,0.0003,0.0,-4.267813205718994,5.0374860763549805,-0.005609151464566864,-1.1411365568637848,880,0.0044929646,0.2
23198,18000,0,1,21.418570137023927,0.0003,0.0009999999776482583,-0.6189707517623901,8.968358993530273,-0.006511964859440766,-1.1919771671295165,890,0.005973578,0.2
24527,18200,0,1,95.38640823364258,0.0003,0.0,-12.380819320678711,35.01197814941406,0.00014856415905519781,-1.0807059943675994,900,0.00051701127,0.2
24148,18400,0,1,27.40319652557373,0.0003,0.0,-2.772479295730591,9.200170516967773,-0.0006111290934440738,-1.0804794669151305,910,-0.0003758964,0.2
30177,18600,0,1,66.266015625,0.0003,0.0,-2.014583110809326,22.144390106201172,-0.0004407024863467113,-1.0567054152488708,920,-0.00014667392,0.2
25716,18800,0,1,24.84876403808594,0.0003,0.0,-1.1215784549713135,11.420401573181152,-0.0010006024077702236,-1.1028017282485962,930,-0.0011169275,0.2
22465,19000,0,1,3.349049282073975,0.0003,0.017999999597668646,0.5160263478755951,1.1256107091903687,-0.012640352722693926,-1.1278434634208678,940,0.007766028,0.2
25464,19200,0,1,14.687588977813721,0.0003,0.0,-0.5102746486663818,6.227396011352539,-0.005145758173311777,-1.1122133910655976,950,-0.007007839,0.2
25459,19400,0,1,40.18816957473755,0.0003,0.0,-2.1006476879119873,11.346667289733887,0.0004044710939197671,-1.1702292084693908,960,-0.00093245145,0.2
28841,19600,0,1,28.595667457580568,0.0003,0.0,0.0612751841545105,10.496700286865234,-0.005125275345402613,-1.0640777170658111,970,0.0018727732,0.2
31741,19800,0,1,26.55576295852661,0.0003,0.0004999999888241291,0.10929948091506958,14.35450267791748,-0.008948657309403885,-1.152485728263855,980,0.0051076477,0.2
31931,20000,0,1,29.68583345413208,0.0003,0.0014999999664723873,-0.3892323970794678,12.163352966308594,-0.009471535904100038,-1.1054530680179595,990,0.0019202263,0.2
34416,20200,0,1,47.874923133850096,0.0003,0.0,-0.012766838073730469,21.307409286499023,-0.011688243628945116,-1.061387199163437,1000,-0.0010548759,0.2
28106,20400,0,1,45.138907241821286,0.0003,0.0009999999776482583,0.022846519947052002,23.406980514526367,-0.011351898986380515,-1.1209842205047607,1010,0.009515861,0.2
35446,20600,0,1,12.736365032196044,0.0003,0.0,-0.04137301445007324,5.4328083992004395,-0.01139957385871071,-1.0551143646240235,1020,0.015843762,0.2
35931,20800,0,1,12.399108982086181,0.0003,0.0,-0.059839844703674316,5.206360340118408,-0.0091069260705261,-0.9973391056060791,1030,0.0104878945,0.2
36159,21000,0,1,17.370908212661742,0.0003,0.0,-1.6362478733062744,6.103034019470215,-0.00412179627257867,-0.9889616519212723,1040,0.0062410124,0.2
37097,21200,0,1,19.41332874298096,0.0003,0.0,0.09218448400497437,8.301694869995117,-0.005191630927729385,-0.9851523995399475,1050,0.0027551316,0.2
35821,21400,0,1,19.58224630355835,0.0003,0.0029999999329447745,0.20741891860961914,10.482996940612793,-0.008933308790554229,-0.9687700927257538,1060,0.008856806,0.2
35388,21600,0,1,10.917306470870972,0.0003,0.028999999165534973,0.08050137758255005,4.365904808044434,-0.013337471383041333,-0.936302101612091,1070,0.0059213876,0.2
30575,21800,0,1,52.52279109954834,0.0003,0.0,0.03608596324920654,25.97100067138672,-0.00339424895375835,-0.9047884792089462,1080,-0.005025004,0.2
28244,22000,0,1,85.40173664093018,0.0003,0.0034999999217689036,0.07358771562576294,50.01359939575195,-0.010061351335491065,-0.9654936701059341,1090,-0.0029167854,0.2
32087,22200,0,1,100.78900260925293,0.0003,0.0014999999664723873,0.0011919736862182617,47.4120979309082,-0.003375846086812073,-1.0309969305992126,1100,0.004033511,0.2
38132,22400,0,1,55.728210830688475,0.0003,0.004499999899417162,0.003198385238647461,24.430049896240234,-0.007914834057329756,-1.0089301407337188,1110,0.0028779092,0.2
37893,22600,0,1,82.10638961791992,0.0003,0.02249999959021807,-0.00016224384307861328,39.757789611816406,-0.01748431480070565,-1.0547182381153106,1120,0.012817604,0.2
37662,22800,0,1,8.26988091468811,0.0003,0.17399999340996147,0.002997756004333496,3.2851109504699707,-0.01820333658554585,-1.0195199131965638,1130,0.020135518,0.2
39220,23000,0,1,0.6760714560747146,0.0003,0.23849999560043217,0.01081550121307373,0.2942464053630829,-0.02996328795806038,-0.9669929474592209,1140,0.035121117,0.2
40315,23200,0,1,1.979112410545349,0.0003,0.2974999908357859,0.0031337738037109375,0.8121174573898315,-0.026286841640249036,-1.0000586748123168,1150,0.036205463,0.2
39696,23400,0,1,1.7490772962570191,0.0003,0.0,0.015602052211761475,0.5688996911048889,-0.005140072672336826,-0.9764097988605499,1160,0.016145976,0.2
38919,23600,0,1,7.18988184928894,0.0003,0.1284999988041818,-0.7025595903396606,2.987534523010254,-0.02398454020172358,-0.8980037480592727,1170,0.00961644,0.2
40171,23800,0,1,5.347500586509705,0.0003,0.0054999997839331625,0.020020604133605957,0.5565609335899353,-0.0019252054441025734,-0.9006597459316253,1180,0.003733896,0.2
38935,24000,0,1,1.6623848378658295,0.0003,0.0,0.28322821855545044,0.5104729533195496,-0.002806584507519716,-0.9035990536212921,1190,0.002085325,0.2
34614,24200,0,1,2.2800076723098757,0.0003,0.13849999606609345,0.5194334387779236,0.673940896987915,-0.022384620959754287,-0.8975410908460617,1200,0.015818868,0.2
29960,24400,0,1,4.7597097754478455,0.0003,0.0,0.41373497247695923,1.3374625444412231,-0.007982237570686123,-0.9187693268060684,1210,-0.00650403,0.2
41317,24600,0,1,6.096140885353089,0.0003,0.08799999784678221,0.5448393225669861,2.129161834716797,-0.01776947851269508,-0.8558613717556,1220,0.050571363,0.2
40740,24800,0,1,3.695707821846008,0.0003,0.040499999281018974,0.7496137320995331,1.081572413444519,-0.01686426958162337,-0.9047260016202927,1230,0.02772136,0.2
44647,25000,0,1,22.14835844039917,0.0003,0.0,0.3111257553100586,6.770010471343994,-0.01259093324397682,-0.9561908960342407,1240,0.00881618,0.2
44879,25200,0,1,119.50691642761231,0.0003,0.0,0.08083993196487427,49.880001068115234,-0.013760335164144521,-1.0119463145732879,1250,0.0055492856,0.2
42992,25400,0,1,87.93834991455078,0.0003,0.0,-0.02134239673614502,37.47636795043945,-0.008804318647889886,-1.045338624715805,1260,0.0028844478,0.2
45224,25600,0,1,30.58886194229126,0.0003,0.0,-0.024105072021484375,14.533629417419434,-0.010031364526250286,-1.0504369676113128,1270,-0.0072047645,0.2
46277,25800,0,1,33.39278240203858,0.0003,0.0034999999217689036,-0.00404512882232666,14.805849075317383,-0.010212412526481529,-1.1021470904350281,1280,0.010098014,0.2
47565,26000,0,1,42.3578462600708,0.0003,0.039499998185783626,-0.0004706382751464844,18.386199951171875,-0.02259088403941121,-1.1101237654685974,1290,0.014168259,0.2
46114,26200,0,1,1.8269795179367065,0.0003,0.37049998799338935,-0.0022287368774414062,0.7039569020271301,-0.035209238253533746,-1.1386149168014525,1300,0.016330048,0.2
47608,26400,0,1,2.4617941677570343,0.0003,0.180499994661659,-0.00209963321685791,0.9257299304008484,-0.023726484206155883,-1.2416895568370818,1310,0.027476067,0.2
48252,26600,0,1,9.266160082817077,0.0003,0.01349999951198697,-0.04324626922607422,4.674569129943848,-0.013655264223547191,-1.1478792786598206,1320,0.005477885,0.2
48201,26800,0,1,59.05428848266602,0.0003,0.0,-0.8419972658157349,16.66299057006836,-0.0069743811993393965,-1.1666172862052917,1330,0.0002921801,0.2
47370,27000,0,1,22.208676433563234,0.0003,0.0,-0.06964468955993652,10.194890975952148,-0.005707068961171902,-1.1494539320468902,1340,0.006401494,0.2
42689,27200,0,1,14.796140384674072,0.0003,0.0,-1.8612465858459473,5.058018207550049,-0.002757894578877318,-1.084131520986557,1350,0.0042987666,0.2
45521,27400,0,1,6.973284411430359,0.0003,0.031999999098479746,0.004453599452972412,2.9728844165802,-0.01748245294601656,-1.1553676784038545,1360,0.028657818,0.2
49494,27600,0,1,70.41311664581299,0.0003,0.0,0.029322564601898193,34.89509201049805,-0.005697314455814251,-1.085988301038742,1370,-0.013912275,0.2
47931,27800,0,1,23.302768898010253,0.0003,0.0,0.007935822010040283,10.178070068359375,-0.00346543305100937,-1.1055652618408203,1380,0.0026842598,0.2
49385,28000,0,1,11.496119117736816,0.0003,0.0014999999664723873,0.05666714906692505,4.599328517913818,-0.003948121232557255,-1.0325791537761688,1390,0.00066969125,0.2
48904,28200,0,1,2.524403291940689,0.0003,0.043999998830258846,-0.2069491147994995,1.0125656127929688,-0.014937696639288322,-1.1072991132736205,1400,0.0019431453,0.2
49860,28400,0,1,8.665286374092101,0.0003,0.0,-1.9729809761047363,2.486661911010742,0.0012445185007527114,-1.0446543097496033,1410,0.004907395,0.2
52354,28600,0,1,7.222074294090271,0.0003,0.02849999936297536,-0.310505747795105,3.124953031539917,-0.012669963736250978,-1.0735586643218995,1420,0.007896036,0.2
48903,28800,0,1,3.3255356311798097,0.0003,0.057999998703598975,0.07155287265777588,1.514506459236145,-0.020122460728773196,-1.0592027366161347,1430,0.025901841,0.2
50022,29000,0,1,1.8134547650814057,0.0003,0.159499997086823,0.0867300033569336,0.9636803269386292,-0.02763668711949139,-1.0366713285446167,1440,0.021677367,0.2
52876,29200,0,1,1.6985294342041015,0.0003,0.10499999588355421,-0.14839518070220947,0.7084778547286987,-0.020686756184324605,-0.9952166974544525,1450,0.022694416,0.2
51220,29400,0,1,1.5120726883411408,0.0003,0.07999999765306712,0.08045071363449097,0.7420457601547241,-0.017925494666735188,-0.9258052736520768,1460,-0.012393396,0.2
49982,29600,0,1,4.109071612358093,0.0003,0.016999999713152646,0.09541076421737671,1.544100284576416,-0.007019449069484729,-0.9096214473247528,1470,-0.0015665996,0.2
51272,29800,0,1,3.390455973148346,0.0003,0.034999999403953555,0.1830264925956726,1.5030018091201782,-0.012633324749302233,-0.9275702685117722,1480,-0.0015887511,0.2
52581,30000,0,1,7.552283787727356,0.0003,0.0004999999888241291,0.09929966926574707,3.3063948154449463,-0.00785245797631795,-0.9248199790716172,1490,0.00083380775,0.2
55068,30200,0,1,6.734530353546143,0.0003,0.012499999720603228,0.08277034759521484,2.5114800930023193,-0.010716618849022775,-0.8748087167739869,1500,0.004687528,0.2
52775,30400,0,1,39.466749382019046,0.0003,0.0,0.0243380069732666,17.37360191345215,-0.0032007616378251667,-0.9612492710351944,1510,-0.00017437906,0.2
54318,30600,0,1,14.296165275573731,0.0003,0.0014999999664723873,0.037835776805877686,7.840478897094727,-0.006809254002800813,-0.9397512882947922,1520,-0.001312513,0.2
53033,30800,0,1,180.45475082397462,0.0003,0.0,0.0013426542282104492,87.9052963256836,-0.0013054443348387678,-1.0500714838504792,1530,0.0017864755,0.2
51342,31000,0,1,37.760907363891604,0.0003,0.0,0.006249189376831055,19.440994262695312,-0.0016658978070065444,-0.9808027356863022,1540,0.002023457,0.2
53501,31200,0,1,23.829979419708252,0.0003,0.0,0.025814354419708252,10.776577949523926,-0.00281812835595332,-1.0103222846984863,1550,0.0038978378,0.2
56192,31400,0,1,40.36242408752442,0.0003,0.0,0.0043267011642456055,18.162778854370117,-0.00224957747552601,-1.0835587978363037,1560,0.002742894,0.2
54771,31600,0,1,7.5263512134552,0.0003,0.007999999821186066,-1.0728836059570312e-06,3.214693784713745,-0.005901500010193672,-1.1406538844108582,1570,0.0018201005,0.2
57990,31800,0,1,2.7447763800621034,0.0003,0.11949999621137977,-0.00025856494903564453,1.088038444519043,-0.01545714595942993,-1.1007010161876678,1580,0.018353868,0.2
57452,32000,0,1,5.348248386383057,0.0003,0.17299999613314868,0.0008053183555603027,2.447176933288574,-0.020948497460543967,-0.9908664882183075,1590,0.0015250675,0.2
57893,32200,0,1,12.510595750808715,0.0003,0.0014999999664723873,0.02244269847869873,5.928356647491455,0.004302217373973604,-1.0455739796161652,1600,0.002747659,0.2
55996,32400,0,1,18.32150020599365,0.0003,0.024499999731779097,-0.0013189315795898438,8.238945960998535,-0.013408455310971411,-1.1258095383644104,1610,0.016718866,0.2
57883,32600,0,1,12.888841152191162,0.0003,0.0,0.04032695293426514,5.8409647941589355,-0.005941520397165867,-1.0668331801891326,1620,0.0034442516,0.2
56118,32800,0,1,8.59652111530304,0.0003,0.07349999845027924,-0.009802579879760742,4.101465702056885,-0.010669129611342143,-1.0644900441169738,1630,0.0075506596,0.2
59293,33000,0,1,4.027599596977234,0.0003,0.1494999960064888,-0.023900747299194336,1.6710549592971802,-0.015821534799644786,-1.0505505740642547,1640,0.019449234,0.2
59539,33200,0,1,6.018385314941407,0.0003,0.14899999806657432,-0.05612301826477051,2.735684394836426,-0.010850335184601167,-1.0451664686203004,1650,0.022758745,0.2
57328,33400,0,1,16.91838502883911,0.0003,0.0004999999888241291,-1.6782112121582031,4.2678327560424805,0.0028730278701914356,-1.011615014076233,1660,9.403797e-05,0.2
58896,33600,0,1,4.973415350914001,0.0003,0.12999999783933164,0.14144790172576904,1.8563872575759888,-0.013268921079492558,-0.9638524353504181,1670,0.015433187,0.2
