mean\gen\train/clip_fraction,mean\disc\disc_proportion_expert_true,mean\gen\train/learning_rate,mean\gen\rollout/ep_len_mean,mean\disc\disc_acc_expert,mean\gen\train/loss,mean\gen\time/time_elapsed,mean\gen\train/explained_variance,mean\disc\disc_loss,mean\gen\train/policy_gradient_loss,mean\gen\train/entropy_loss,mean\gen\train/n_updates,mean\gen\time/total_timesteps,mean\disc\disc_acc_gen,mean\gen\time/fps,mean\disc\global_step,mean\gen\train/approx_kl,mean\gen\time/iterations,mean\disc\n_generated,mean\gen\train/clip_range,mean\gen\train/value_loss,mean\disc\disc_acc,mean\disc\disc_proportion_expert_pred,mean\disc\n_expert,mean\gen\rollout/ep_rew_mean,mean\gen\rollout/ep_rew_wrapped_mean
0.0,0.5,0.0003,77.0,0.7666666805744171,2.7431297302246094,0.0,0.10857170820236206,0.6567384004592896,-0.005137183930025912,-1.8483079075813293,110.0,550.0,0.42499999701976776,5029.0,11.0,-0.0062418365851044655,1.0,60.0,0.2,6.3102141380310055,0.5958333313465118,0.6708333333333334,60.0,0.48541666666666666,-4.305686432557802
0.0,0.5,0.0003,77.0,0.5083333402872086,0.16909494996070862,0.0,0.2368674874305725,0.6718520820140839,-0.004091742424294331,-1.8440319895744324,120.0,600.0,0.591666653752327,6488.0,12.0,-0.003330037696287036,1.0,60.0,0.2,0.7971541672945023,0.5499999970197678,0.4583333333333333,60.0,0.48541666666666666,-4.305686432557802
0.0,0.5,0.0003,86.57142857142857,0.42499999701976776,10.327603340148926,0.0,0.11470907926559448,0.6338106095790863,-0.002389154751319467,-1.8358125686645508,130.0,650.0,0.75,6934.0,13.0,0.0037333606742322445,1.0,60.0,0.2,22.82777328491211,0.5875000059604645,0.3375,60.0,0.4160714285714286,-4.305686432557802
0.0,0.5,0.0003,86.57142857142857,0.4833333492279053,3.926527738571167,0.0,-0.004025459289550781,0.6350901424884796,-0.0017486983756825226,-1.8235560774803161,140.0,700.0,0.7333333194255829,5601.0,14.0,-0.003817071905359626,1.0,60.0,0.2,10.286276149749757,0.6083333194255829,0.375,60.0,0.4160714285714286,-3.081451351238814
0.0,0.5,0.0003,89.875,0.75,1.4173144102096558,0.0,0.0012049078941345215,0.5910080969333649,-0.009854672887362526,-1.805075430870056,150.0,750.0,0.6833333373069763,6003.0,15.0,-0.03298015892505646,1.0,60.0,0.2,2.943557119369507,0.7166666686534882,0.5333333333333333,60.0,0.40078125,-3.081451351238814
0.0,0.5,0.0003,89.875,0.7333333492279053,3.0905563831329346,0.0,0.05226457118988037,0.6744090616703033,-0.0005837600445374846,-1.719240963459015,160.0,800.0,0.6333333253860474,7316.0,16.0,0.009911997243762016,1.0,60.0,0.2,7.446727275848389,0.6833333075046539,0.55,60.0,0.40078125,-7.007148159449571
0.0,0.5,0.0003,89.875,0.5666666626930237,16.28755760192871,0.0,0.022741377353668213,0.5453252196311951,-0.0020615282061044126,-1.6765982866287232,170.0,850.0,1.0,7773.0,17.0,-0.004367699846625328,1.0,60.0,0.2,33.64819984436035,0.7833333313465118,0.2833333333333333,60.0,0.40078125,-7.007148159449571
0.0,0.5,0.0003,95.88888888888889,0.5750000178813934,8.808368682861328,0.0,0.05101048946380615,0.5547606945037842,-0.0016716539651969952,-1.6521854758262635,180.0,900.0,0.8500000238418579,7201.0,18.0,0.00461497763171792,1.0,60.0,0.2,19.571877098083498,0.7125000059604645,0.36250000000000004,60.0,0.35624999999999996,-7.007148159449571
0.0,0.5,0.0003,78.91666666666667,0.5833333432674408,7.315982341766357,0.0,0.12600767612457275,0.7859567105770111,0.0008957529079633986,-1.6368243217468261,190.0,950.0,0.2666666805744171,8687.0,19.0,-0.0005948806065134704,1.0,60.0,0.2,15.443484020233154,0.42499999701976776,0.6583333333333333,60.0,0.47343749999999996,-9.434822797063841
0.0,0.5,0.0003,75.23076923076923,0.5583333224058151,4.637740612030029,0.0,0.09364473819732666,0.6317770779132843,-0.0033959512724541343,-1.6392857789993287,200.0,1000.0,0.6749999821186066,10665.0,20.0,0.006071603391319513,1.0,60.0,0.2,9.770601844787597,0.6166666746139526,0.44166666666666665,60.0,0.49903846153846154,-7.378409622013957
0.0,0.5,0.0003,75.23076923076923,0.5083333253860474,4.588475227355957,0.0,-0.03067958354949951,0.6639403700828552,-0.0019479977068258768,-1.643848478794098,210.0,1050.0,0.6083333492279053,9602.0,21.0,0.0004896354512311518,1.0,60.0,0.2,11.137038898468017,0.5583333373069763,0.45,60.0,0.49903846153846154,-8.048273242804079
0.0,0.5,0.0003,75.23076923076923,0.5583333373069763,6.474003791809082,0.0,0.18732929229736328,0.7627753019332886,-0.0019477395662979903,-1.6430630087852478,220.0,1100.0,0.4166666567325592,8793.0,22.0,-0.0018797778757289052,1.0,60.0,0.2,14.598819351196289,0.48749998211860657,0.5708333333333333,60.0,0.49903846153846154,-8.048273242804079
0.0,0.5,0.0003,76.53333333333333,0.5083333253860474,4.002838134765625,0.0,0.1703561544418335,0.6401060819625854,-0.0011942840745978068,-1.635522222518921,230.0,1150.0,0.675000011920929,9202.0,23.0,0.0043921684846282005,1.0,60.0,0.2,8.352222061157226,0.5916666686534882,0.4166666666666667,60.0,0.48833333333333334,-8.048273242804079
0.0,0.5,0.0003,72.0,0.6166666746139526,3.607757806777954,0.0,0.022313952445983887,0.5775991380214691,-0.0006891007423984518,-1.6443378567695617,240.0,1200.0,0.8833333551883698,10974.0,24.0,-0.003382568247616291,1.0,60.0,0.2,9.041998100280761,0.75,0.3666666666666667,60.0,0.51875,-7.90376716896426
0.0,0.5,0.0003,72.0,0.7750000059604645,4.127721309661865,0.0,0.07386219501495361,0.5807464122772217,-0.0055228962136316005,-1.6578415513038636,250.0,1250.0,0.6833333075046539,11431.0,25.0,-0.0005615878035314381,1.0,60.0,0.2,8.616055870056153,0.7291666567325592,0.5458333333333334,60.0,0.51875,-7.438345508133352
0.0,0.5,0.0003,76.23529411764706,0.7249999940395355,8.52206802368164,0.0,0.16256707906723022,0.7058374285697937,0.0011907904312247197,-1.6910459637641906,260.0,1300.0,0.05833333358168602,10647.0,26.0,0.011451218277215958,1.0,60.0,0.2,22.28676414489746,0.3916666656732559,0.8333333333333333,60.0,0.4882352941176471,-7.438345508133352
0.0,0.5,0.0003,76.23529411764706,0.625,3.6682653427124023,0.0,0.1255892515182495,0.6161624193191528,-0.0011170316817588066,-1.7178282141685486,270.0,1350.0,0.6583333313465118,10802.0,27.0,-0.0007882905192673206,1.0,60.0,0.2,7.954871559143067,0.6416666805744171,0.48333333333333334,60.0,0.4882352941176471,-7.5856861060772856
0.0,0.5,0.0003,76.23529411764706,0.5916666686534882,5.585040092468262,0.0,-0.4206281900405884,0.6265400648117065,-0.0012542686510712997,-1.7327195644378661,280.0,1400.0,0.875,14937.0,28.0,-0.002173428423702717,1.0,60.0,0.2,14.847727966308593,0.7333333194255829,0.35833333333333334,60.0,0.4882352941176471,-7.5856861060772856
0.0,0.5,0.0003,80.0,0.7000000178813934,1.2471222877502441,0.0,-0.044005632400512695,0.6015371978282928,-0.004111133276368406,-1.7454150438308715,290.0,1450.0,0.6499999910593033,13260.0,29.0,0.008207232691347599,1.0,60.0,0.2,2.8889900922775267,0.675000011920929,0.525,60.0,0.46111111111111114,-7.5856861060772856
0.0,0.5,0.0003,80.0,0.8583333194255829,3.7513062953948975,0.0,-0.013118267059326172,0.54360231757164,-0.00993163901800358,-1.7696952939033508,300.0,1500.0,0.7833333313465118,12002.0,30.0,-0.007159841246902943,1.0,60.0,0.2,8.701276445388794,0.8208333253860474,0.5375,60.0,0.46111111111111114,-9.027589208866832
0.0,0.5,0.0003,80.0,0.8333333432674408,3.282522201538086,0.0,0.00892108678817749,0.6074211299419403,-0.0032932222834787693,-1.798342514038086,310.0,1550.0,0.36666667461395264,17392.0,31.0,0.010932459495961666,1.0,60.0,0.2,6.611878252029419,0.5999999940395355,0.7333333333333334,60.0,0.46111111111111114,-9.027589208866832
0.017999999597668646,0.5,0.0003,83.36842105263158,0.625,3.199159622192383,0.0,0.007203459739685059,0.6044610738754272,-0.009920699622947638,-1.8167092323303222,320.0,1600.0,0.8583333492279053,17063.0,32.0,0.013131167739629745,1.0,60.0,0.2,6.520047235488891,0.7416666448116302,0.3833333333333333,60.0,0.4368421052631579,-9.027589208866832
0.0,0.5,0.0003,83.36842105263158,0.5833333134651184,29.900449752807617,0.0,0.015791118144989014,0.551198422908783,0.0049740791665392695,-1.8113860011100769,330.0,1650.0,0.9333333075046539,13203.0,33.0,-0.010052156634628773,1.0,60.0,0.2,62.03834190368652,0.7583333253860474,0.325,60.0,0.4368421052631579,-9.857547124768118
0.0,0.5,0.0003,83.36842105263158,0.875,11.212197303771973,0.0,-0.0020908117294311523,0.49113647639751434,-0.002107995268539398,-1.8055101394653321,340.0,1700.0,0.9166666865348816,15546.0,34.0,-0.0006033325335010886,1.0,60.0,0.2,24.17147789001465,0.8958333432674408,0.47916666666666663,60.0,0.4368421052631579,-9.857547124768118
0.0,0.5,0.0003,86.4,0.8583333194255829,12.127962112426758,0.0,0.011908531188964844,0.5472423434257507,-0.0004019507102203335,-1.8038518667221068,350.0,1750.0,0.5249999910593033,16003.0,35.0,0.0005906987353228033,1.0,60.0,0.2,24.49318199157715,0.6916666626930237,0.6666666666666666,60.0,0.41500000000000004,-9.857547124768118
0.0,0.5,0.0003,86.4,0.6833333373069763,13.6589994430542,0.0,0.02228444814682007,0.5001429468393326,-0.0011467854864321224,-1.810869026184082,360.0,1800.0,0.9416666626930237,16460.0,36.0,0.0018067860510200262,1.0,60.0,0.2,27.864125633239745,0.8125,0.37083333333333335,60.0,0.41500000000000004,-12.172371150384425
0.0,0.5,0.0003,87.76190476190476,0.6499999761581421,12.946282386779785,0.0,0.0019399523735046387,0.5245040655136108,-0.004867711702128829,-1.8220417141914367,370.0,1850.0,0.9249999821186066,14803.0,37.0,-0.006030862219631672,1.0,60.0,0.2,26.527023696899413,0.7874999940395355,0.3625,60.0,0.40863095238095243,-12.172371150384425
0.0,0.5,0.0003,87.76190476190476,0.875,3.1121785640716553,0.0,0.011400222778320312,0.5138072222471237,-0.004386186841176887,-1.8387277007102967,380.0,1900.0,0.6166666746139526,20272.0,38.0,-0.005077335983514786,1.0,60.0,0.2,6.739723587036133,0.7458333373069763,0.6291666666666667,60.0,0.40863095238095243,-14.291616941863182
0.0,0.5,0.0003,87.76190476190476,0.800000011920929,8.79861068725586,0.0,0.01761341094970703,0.4854681044816971,-0.008039788913913081,-1.830921721458435,390.0,1950.0,0.7249999940395355,15603.0,39.0,0.012867224402725697,1.0,60.0,0.2,18.71463565826416,0.762499988079071,0.5375,60.0,0.40863095238095243,-14.291616941863182
0.0,0.5,0.0003,90.31818181818181,0.6499999761581421,11.818970680236816,0.0,0.00942140817642212,0.5558581948280334,-0.005671680571045723,-1.8045302748680114,400.0,2000.0,0.6833333373069763,18290.0,40.0,0.002367870882153511,1.0,60.0,0.2,23.955426597595213,0.6666666567325592,0.4833333333333334,60.0,0.3900568181818182,-14.291616941863182
0.0,0.5,0.0003,85.0,0.6833333075046539,22.88414192199707,0.0,0.005258381366729736,0.6152845323085785,2.592885532060052e-05,-1.769735836982727,410.0,2050.0,0.7083333432674408,23891.0,41.0,0.007178215775638819,1.0,60.0,0.2,45.83702278137207,0.6958333551883698,0.4875,60.0,0.4270833333333333,-16.31241709376495
0.0,0.5,0.0003,85.0,0.6666666567325592,16.78519058227539,0.0,0.00938791036605835,0.5280634611845016,-0.0006761301730584535,-1.752212917804718,420.0,2100.0,0.8666666746139526,16803.0,42.0,0.003108737524598837,1.0,60.0,0.2,34.051565170288086,0.7666666805744171,0.4,60.0,0.4270833333333333,-14.773921378669911
0.0,0.5,0.0003,85.0,0.8333333432674408,6.259278297424316,0.0,0.0030261874198913574,0.4938771575689316,-0.0023717829915113954,-1.7509644627571106,430.0,2150.0,0.6583333313465118,19661.0,43.0,-0.0032645869068801403,1.0,60.0,0.2,13.11049280166626,0.7458333373069763,0.5874999999999999,60.0,0.4270833333333333,-14.773921378669911
0.0,0.5,0.0003,87.36,0.8500000238418579,6.500307083129883,0.0,0.0025017857551574707,0.4550972133874893,-0.004399577643722274,-1.7608444213867187,440.0,2200.0,0.7416666746139526,20120.0,44.0,0.004400785081088543,1.0,60.0,0.2,13.277233791351318,0.7958333194255829,0.5541666666666667,60.0,0.41,-14.773921378669911
0.0,0.5,0.0003,87.36,0.7666666805744171,18.52306365966797,0.0,0.0059874653816223145,0.4390369951725006,-0.0015294944373437148,-1.7821077942848205,450.0,2250.0,0.8333333432674408,23020.0,45.0,0.005209777504205704,1.0,60.0,0.2,38.26648139953613,0.7999999821186066,0.4666666666666667,60.0,0.41,-17.083984689055942
0.0,0.5,0.0003,87.36,0.8333333432674408,15.905345916748047,0.0,0.004182338714599609,0.4449647516012192,-0.0005476458067789735,-1.7994720816612244,460.0,2300.0,0.7833333313465118,19711.0,46.0,-0.00770741468295455,1.0,60.0,0.2,33.06235942840576,0.8083333373069763,0.5249999999999999,60.0,0.41,-17.083984689055942
0.0,0.5,0.0003,89.53846153846153,0.8666666746139526,19.201217651367188,0.0,-0.009918570518493652,0.586535632610321,-0.00167094493319766,-1.803318977355957,470.0,2350.0,0.4333333522081375,22876.0,47.0,0.0008507394813932478,1.0,60.0,0.2,38.35399131774902,0.6500000059604645,0.7166666666666667,60.0,0.3942307692307692,-17.083984689055942
0.0,0.5,0.0003,89.53846153846153,0.5916666686534882,29.290512084960938,0.0,-0.0027779340744018555,0.5592992007732391,-0.0013641522617106716,-1.8078886032104493,480.0,2400.0,0.8916666507720947,25874.0,48.0,0.0020608401391655207,1.0,60.0,0.2,59.11514854431152,0.7416666746139526,0.35,60.0,0.3942307692307692,-18.609317246121535
0.0,0.5,0.0003,89.53846153846153,0.75,7.00372314453125,0.0,0.0010056495666503906,0.617729514837265,-0.0028667042134329357,-1.8013959646224975,490.0,2450.0,0.5499999970197678,21177.0,49.0,-0.0027199124451726675,1.0,60.0,0.2,14.304351997375488,0.6499999761581421,0.6,60.0,0.3942307692307692,-18.609317246121535
0.0,0.5,0.0003,89.0,0.7833333313465118,17.148723602294922,0.0,0.00018900632858276367,0.5148329436779022,-0.003783688111099792,-1.809113359451294,500.0,2500.0,0.75,26111.0,50.0,0.0031181955710053444,1.0,60.0,0.2,34.35404624938965,0.7666666805744171,0.5166666666666666,60.0,0.39732142857142855,-18.609317246121535
0.0,0.5,0.0003,89.0,0.7583333551883698,9.853325843811035,0.0,0.008724749088287354,0.47369910776615143,-0.0010050059545321233,-1.8245424032211304,510.0,2550.0,0.8083333373069763,28729.0,51.0,0.005010049324482679,1.0,60.0,0.2,19.95001640319824,0.7833333313465118,0.47500000000000003,60.0,0.39732142857142855,-19.329803258858323
0.0,0.5,0.0003,89.0,0.7333333492279053,22.03946876525879,0.0,0.005243957042694092,0.4792206734418869,7.402217137837397e-05,-1.8215964198112489,520.0,2600.0,0.8333333432674408,22669.0,52.0,0.00016719341510906816,1.0,60.0,0.2,45.10373229980469,0.7833333313465118,0.44999999999999996,60.0,0.39732142857142855,-19.329803258858323
0.020000000298023225,0.5,0.0003,90.06896551724138,0.8083333373069763,20.464853286743164,0.0,-0.001841902732849121,0.5500418245792389,-0.00706769447424449,-1.8368674874305726,530.0,2650.0,0.6416666507720947,23308.0,53.0,0.0014172125374898314,1.0,60.0,0.2,41.04192199707031,0.7250000238418579,0.5833333333333333,60.0,0.3922413793103448,-19.329803258858323
0.0,0.5,0.0003,90.06896551724138,0.7833333313465118,21.39559555053711,0.0,-5.793571472167969e-05,0.4139244556427002,-0.002641224535414821,-1.8752642512321471,540.0,2700.0,0.9083333313465118,20665.0,54.0,-0.025889618322253227,1.0,60.0,0.2,44.06441688537598,0.8458333313465118,0.4375,60.0,0.3922413793103448,-20.281671348714333
0.0,0.5,0.0003,90.06896551724138,0.7083333134651184,37.60124588012695,0.0,0.000956118106842041,0.39131148159503937,-0.0015712258296552762,-1.8816594123840331,550.0,2750.0,0.949999988079071,24401.0,55.0,-0.001126470509916544,1.0,60.0,0.2,77.03213043212891,0.8291666507720947,0.37916666666666665,60.0,0.3922413793103448,-20.281671348714333
0.0,0.5,0.0003,91.86666666666666,0.8999999761581421,12.004691123962402,0.0,0.0013947486877441406,0.52012038230896,-0.0028767652438254744,-1.8837258577346803,560.0,2800.0,0.5666666626930237,19771.0,56.0,0.007265522610396147,1.0,60.0,0.2,24.007424545288085,0.7333333492279053,0.6666666666666667,60.0,0.37916666666666665,-20.281671348714333
0.0,0.5,0.0003,91.86666666666666,0.7750000059604645,19.016857147216797,0.0,0.0014385581016540527,0.42358827590942383,-3.6948444347473244e-05,-1.8922504663467408,570.0,2850.0,0.8416666686534882,21167.0,57.0,0.004844882525503635,1.0,60.0,0.2,38.376221084594725,0.8083333373069763,0.4666666666666667,60.0,0.37916666666666665,-22.274436936259736
0.0,0.5,0.0003,93.54838709677419,0.6833333373069763,21.248626708984375,0.0,-0.0005412101745605469,0.539203479886055,-0.004779304821509811,-1.8915133476257324,580.0,2900.0,0.9083333313465118,23449.0,58.0,-0.0005754685262218118,1.0,60.0,0.2,42.95329132080078,0.7958333492279053,0.3875,60.0,0.36693548387096775,-22.274436936259736
0.0,0.5,0.0003,93.54838709677419,0.7750000059604645,15.790210723876953,0.0,0.0011098384857177734,0.4652209132909775,-0.0027955315252764733,-1.89026700258255,590.0,2950.0,0.8333333432674408,19719.0,59.0,-0.004707662854343653,1.0,60.0,0.2,32.59632682800293,0.8041666746139526,0.4708333333333333,60.0,0.36693548387096775,-23.787511001412398
0.0,0.5,0.0003,93.54838709677419,0.8916666805744171,2.7084615230560303,0.0,0.0010009407997131348,0.41420184075832367,-0.010951624699344364,-1.8855004549026488,600.0,3000.0,0.7999999821186066,22280.0,60.0,-0.009179133921861649,1.0,60.0,0.2,5.711944103240967,0.8458333313465118,0.5458333333333334,60.0,0.36693548387096775,-23.787511001412398
0.0,0.5,0.0003,95.125,0.7166666686534882,31.1126766204834,0.0,0.000785529613494873,0.5380132496356964,-0.006396880974061769,-1.8570747137069703,610.0,3050.0,0.7249999940395355,29982.0,61.0,0.01776236481964588,1.0,60.0,0.2,62.210106658935544,0.7208333611488342,0.49583333333333335,60.0,0.35546875,-23.787511001412398
0.0,0.5,0.0003,95.125,0.6416666507720947,20.721452713012695,0.0,0.002795875072479248,0.5214873403310776,-0.0003123444873409653,-1.8342456817626953,620.0,3100.0,0.8083333373069763,30774.0,62.0,0.0005648899241350591,1.0,60.0,0.2,41.854361343383786,0.7249999940395355,0.41666666666666663,60.0,0.35546875,-24.612249692418118
0.0,0.5,0.0003,95.125,0.7749999761581421,12.434600830078125,0.0,-6.139278411865234e-05,0.5018461048603058,-0.003980042134295303,-1.8279210805892945,630.0,3150.0,0.7333333194255829,26320.0,63.0,-0.0006343817804008722,1.0,60.0,0.2,25.352658462524413,0.7541666626930237,0.5208333333333333,60.0,0.35546875,-24.612249692418118
0.0,0.5,0.0003,96.21212121212122,0.9000000059604645,22.965707778930664,0.0,-8.559226989746094e-05,0.40649689733982086,-0.008117318467237044,-1.8433223247528077,640.0,3200.0,0.7416666746139526,34133.0,64.0,0.00214385986328125,1.0,60.0,0.2,45.977647399902345,0.8208333253860474,0.5791666666666666,60.0,0.35018939393939397,-24.612249692418118
0.0,0.5,0.0003,96.21212121212122,0.7833333313465118,10.39978313446045,0.0,0.000931084156036377,0.4548216313123703,-0.0012916655885049978,-1.870349073410034,650.0,3250.0,0.75,36177.0,65.0,-0.00631216773763299,1.0,60.0,0.2,21.048722076416016,0.7666666507720947,0.5166666666666667,60.0,0.35018939393939397,-25.856005015059825
0.0,0.5,0.0003,96.21212121212122,0.6666666567325592,12.124824523925781,0.0,0.00025576353073120117,0.5253926217556,0.0015836548899535786,-1.8818425178527831,660.0,3300.0,0.800000011920929,30177.0,66.0,-0.0004233074141666293,1.0,60.0,0.2,24.86336040496826,0.7333333194255829,0.43333333333333335,60.0,0.35018939393939397,-25.856005015059825
0.0,0.5,0.0003,97.61764705882354,0.7833333313465118,17.876121520996094,0.0,-0.0004936456680297852,0.5330332219600677,-0.008192043441347784,-1.8815381288528443,670.0,3350.0,0.6166666746139526,30636.0,67.0,-0.005495912861078978,1.0,60.0,0.2,35.803767395019534,0.699999988079071,0.5833333333333333,60.0,0.33988970588235295,-25.856005015059825
0.0,0.5,0.0003,93.55555555555556,0.800000011920929,31.337635040283203,0.0,9.322166442871094e-05,0.4216349422931671,-0.011708472096361255,-1.8894509077072144,680.0,3400.0,0.7999999821186066,36277.0,68.0,0.028497343882918358,1.0,60.0,0.2,62.8272216796875,0.800000011920929,0.5,60.0,0.3680555555555556,-26.850253583613426
0.0,0.5,0.0003,93.55555555555556,0.800000011920929,4.590958595275879,0.0,0.0018114447593688965,0.5508818328380585,-0.014516260937787528,-1.891575825214386,690.0,3450.0,0.7000000178813934,32015.0,69.0,0.015703091397881508,1.0,60.0,0.2,9.259323501586914,0.75,0.55,60.0,0.3680555555555556,-25.791904309011038
0.0,0.5,0.0003,94.29729729729729,0.7166666686534882,21.520450592041016,0.0,0.001356661319732666,0.5637674033641815,-0.00781749810278427,-1.883770227432251,700.0,3500.0,0.6416666507720947,28006.0,70.0,0.01889617182314396,1.0,60.0,0.2,43.31704521179199,0.6791666746139526,0.5375000000000001,60.0,0.36469594594594595,-25.791904309011038
0.0,0.5,0.0003,94.29729729729729,0.574999988079071,3.7641794681549072,0.0,-0.0008728504180908203,0.6554940938949585,-0.008001931685023323,-1.8745439291000365,710.0,3550.0,0.6416666805744171,31670.0,71.0,-0.0008507728343829513,1.0,60.0,0.2,7.656888246536255,0.6083333492279053,0.4666666666666667,60.0,0.36469594594594595,-26.186456730057536
0.0,0.5,0.0003,94.10526315789474,0.675000011920929,22.58527183532715,0.0,0.0009677410125732422,0.6199436187744141,-0.003231129176216285,-1.8689345002174378,720.0,3600.0,0.5750000178813934,28808.0,72.0,0.0026541375555098057,1.0,60.0,0.2,45.36775779724121,0.625,0.55,60.0,0.36710526315789477,-26.186456730057536
0.0,0.5,0.0003,91.15,0.6833333373069763,32.996116638183594,0.0,0.0003731846809387207,0.5556245446205139,-0.0029980952807235894,-1.8619529247283935,730.0,3650.0,0.7166666686534882,33378.0,73.0,0.0009985470678657293,1.0,60.0,0.2,66.97838516235352,0.7000000178813934,0.48333333333333334,60.0,0.3878125,-26.09048601340098
0.0,0.5,0.0003,87.66666666666667,0.7083333432674408,25.688806533813477,0.0,0.0008353590965270996,0.5935734808444977,-0.005803680767305508,-1.852607822418213,740.0,3700.0,0.5916666686534882,33840.0,74.0,-0.0003277087234891951,1.0,60.0,0.2,52.50191307067871,0.6500000059604645,0.5583333333333333,60.0,0.4116071428571429,-25.177316473072278
0.0,0.5,0.0003,87.66666666666667,0.6416666507720947,30.317392349243164,0.0,-0.0010586977005004883,0.4120783656835556,-0.002868884496856472,-1.8421001076698302,750.0,3750.0,1.0,34294.0,75.0,0.00472198985517025,1.0,60.0,0.2,60.66746978759765,0.8208333551883698,0.3208333333333333,60.0,0.4116071428571429,-24.246273457025556
0.0,0.5,0.0003,85.77272727272727,0.8083333373069763,31.875234603881836,0.0,0.0012465119361877441,0.7448690831661224,-0.0016416207206788158,-1.8326252460479737,760.0,3800.0,0.45000000298023224,27028.0,76.0,0.0009178590844385326,1.0,60.0,0.2,64.09994735717774,0.6291666626930237,0.6791666666666667,60.0,0.425284090909091,-24.246273457025556
