mean\disc\disc_acc_gen,mean\disc\disc_proportion_expert_true,mean\disc\disc_acc,mean\disc\disc_loss,mean\disc\n_generated,mean\disc\n_expert,mean\disc\disc_proportion_expert_pred,mean\disc\disc_acc_expert,mean\disc\global_step
0.8300000071525573,0.5,0.7516666650772095,0.49976305961608886,60.0,60.0,0.4216666666666667,0.6733333349227906,39.0
0.646666657924652,0.5,0.6583333373069763,0.5929633855819703,60.0,60.0,0.5116666666666667,0.6700000047683716,40.0
0.8,0.5,0.7333333373069764,0.5917939066886903,60.0,60.0,0.43333333333333335,0.6666666626930237,41.0
0.6733333349227905,0.5,0.6966666698455811,0.5644423127174377,60.0,60.0,0.5233333333333333,0.7200000047683716,42.0
0.7566666722297668,0.5,0.728333330154419,0.5418095707893371,60.0,60.0,0.4716666666666666,0.7000000119209289,43.0
0.8266666650772094,0.5,0.8200000047683715,0.42906891703605654,60.0,60.0,0.4933333333333333,0.8133333325386047,44.0
0.7366666674613953,0.5,0.753333330154419,0.5144629180431366,60.0,60.0,0.5166666666666667,0.7699999928474427,45.0
0.7933333396911622,0.5,0.8066666603088379,0.43721331357955934,60.0,60.0,0.5133333333333333,0.8200000047683715,46.0
0.7333333253860475,0.5,0.7716666698455811,0.4607536017894745,60.0,60.0,0.5383333333333333,0.8100000023841858,47.0
0.800000011920929,0.5,0.8333333373069763,0.3644781231880188,60.0,60.0,0.5333333333333334,0.8666666626930236,48.0
0.7899999976158142,0.5,0.7383333325386048,0.5689299404621124,60.0,60.0,0.44833333333333336,0.6866666674613953,49.0
0.7900000095367432,0.5,0.7999999999999999,0.43862876892089847,60.0,60.0,0.51,0.8099999904632569,50.0
0.7433333396911621,0.5,0.7516666531562806,0.49925889372825627,60.0,60.0,0.5083333333333333,0.7600000023841859,51.0
0.7266666650772096,0.5,0.7083333492279053,0.5793181777000427,60.0,60.0,0.4816666666666667,0.6899999976158142,52.0
0.5400000035762786,0.5,0.6333333492279053,0.6524054527282714,60.0,60.0,0.5933333333333334,0.7266666650772096,53.0
0.6899999976158142,0.5,0.6966666698455811,0.5863378882408142,60.0,60.0,0.5066666666666666,0.7033333301544189,54.0
0.7399999976158143,0.5,0.7100000143051147,0.5486037969589234,60.0,60.0,0.47,0.6799999952316285,55.0
0.6066666662693023,0.5,0.675,0.61440110206604,60.0,60.0,0.5683333333333334,0.7433333516120911,56.0
0.6733333349227906,0.5,0.7466666579246521,0.5372757017612457,60.0,60.0,0.5733333333333334,0.8200000047683715,57.0
0.7799999952316284,0.5,0.8099999904632569,0.4745019733905792,60.0,60.0,0.53,0.8400000095367433,58.0
0.6566666662693024,0.5,0.7266666650772095,0.5602812588214874,60.0,60.0,0.5700000000000001,0.7966666579246521,59.0
0.6766666531562806,0.5,0.7383333206176758,0.5341562390327453,60.0,60.0,0.5616666666666666,0.8,60.0
0.700000011920929,0.5,0.7549999952316284,0.46325733661651614,60.0,60.0,0.555,0.8100000143051147,61.0
0.6900000095367431,0.5,0.7233333230018616,0.5203471660614014,60.0,60.0,0.5333333333333333,0.7566666722297669,62.0
0.7399999976158143,0.5,0.7383333325386048,0.5724518716335296,60.0,60.0,0.4983333333333333,0.7366666674613953,63.0
0.8,0.5,0.8166666626930237,0.42267103791236876,60.0,60.0,0.5166666666666667,0.8333333373069762,64.0
0.7333333373069764,0.5,0.7299999952316285,0.5285061299800873,60.0,60.0,0.49666666666666665,0.7266666531562805,65.0
0.7433333277702332,0.5,0.8200000047683715,0.4148435771465302,60.0,60.0,0.5766666666666667,0.896666669845581,66.0
0.8566666722297668,0.5,0.8633333206176759,0.4060816287994385,60.0,60.0,0.5066666666666666,0.8700000047683716,67.0
0.7700000047683716,0.5,0.7749999880790711,0.485312020778656,60.0,60.0,0.5049999999999999,0.7799999952316284,68.0
0.8800000071525573,0.5,0.8649999976158143,0.33854033946990963,60.0,60.0,0.485,0.85,69.0
0.7966666698455811,0.5,0.7966666579246521,0.473067307472229,60.0,60.0,0.5000000000000001,0.7966666579246521,70.0
0.8700000047683716,0.5,0.8883333206176758,0.30606526136398315,60.0,60.0,0.5183333333333333,0.9066666603088378,71.0
0.7900000095367431,0.5,0.8033333420753479,0.4120619118213653,60.0,60.0,0.5133333333333333,0.8166666626930237,72.0
0.8733333349227905,0.5,0.8816666722297668,0.30228790938854216,60.0,60.0,0.5083333333333333,0.8899999976158142,73.0
0.8066666603088378,0.5,0.8066666603088378,0.4615561366081238,60.0,60.0,0.5,0.8066666603088378,74.0
0.6866666674613953,0.5,0.7133333325386046,0.5885907411575317,60.0,60.0,0.5266666666666666,0.7400000095367432,75.0
0.7366666674613953,0.5,0.7833333253860474,0.4896412372589111,60.0,60.0,0.5466666666666666,0.8299999952316284,76.0
0.8699999928474427,0.5,0.8683333277702331,0.3827923715114594,60.0,60.0,0.4983333333333333,0.8666666746139526,77.0
0.7166666626930237,0.5,0.7483333230018615,0.5098598897457123,60.0,60.0,0.5316666666666666,0.7800000071525574,78.0
0.5933333456516265,0.5,0.7016666769981384,0.5499605774879456,60.0,60.0,0.6083333333333334,0.8100000143051147,79.0
0.6300000011920929,0.5,0.6933333396911621,0.5755090713500977,60.0,60.0,0.5633333333333334,0.7566666841506958,80.0
0.7233333349227906,0.5,0.7699999928474426,0.44947572946548464,60.0,60.0,0.5466666666666667,0.8166666626930237,81.0
0.6600000023841858,0.5,0.7483333349227905,0.4963845074176788,60.0,60.0,0.5883333333333334,0.8366666555404663,82.0
0.7299999952316285,0.5,0.796666669845581,0.40535812377929686,60.0,60.0,0.5666666666666667,0.8633333444595337,83.0
0.8933333396911621,0.5,0.8549999952316285,0.3499840497970581,60.0,60.0,0.46166666666666667,0.8166666746139526,84.0
0.8733333349227905,0.5,0.875,0.30332252383232117,60.0,60.0,0.5016666666666667,0.8766666650772095,85.0
0.7666666626930236,0.5,0.7900000095367431,0.3815801024436951,60.0,60.0,0.5233333333333333,0.8133333444595336,86.0
0.6566666632890702,0.5,0.6566666722297669,0.7175236463546752,60.0,60.0,0.4999999999999999,0.6566666662693024,87.0
0.6233333349227905,0.5,0.7583333253860474,0.51358442902565,60.0,60.0,0.635,0.893333339691162,88.0
0.853333330154419,0.5,0.7650000095367431,0.49646873474121095,60.0,60.0,0.4116666666666667,0.6766666650772095,89.0
0.6299999952316284,0.5,0.7566666841506958,0.4537512600421906,60.0,60.0,0.6266666666666666,0.8833333253860474,90.0
0.8733333349227905,0.5,0.8233333230018616,0.36996554136276244,60.0,60.0,0.45,0.7733333230018615,91.0
0.7866666674613952,0.5,0.8366666674613953,0.3992276668548584,60.0,60.0,0.5499999999999999,0.8866666555404663,92.0
0.6766666650772095,0.5,0.6666666626930237,0.6082923412322998,60.0,60.0,0.49,0.6566666603088379,93.0
0.7166666626930237,0.5,0.7966666579246521,0.39604130983352664,60.0,60.0,0.5800000000000001,0.8766666650772095,94.0
0.8266666531562805,0.5,0.821666669845581,0.39817759990692136,60.0,60.0,0.49500000000000005,0.8166666626930237,95.0
0.7566666722297668,0.5,0.7899999976158142,0.42888398766517644,60.0,60.0,0.5333333333333332,0.8233333230018616,96.0
0.6200000047683716,0.5,0.7166666626930237,0.587922215461731,60.0,60.0,0.5966666666666667,0.8133333325386047,97.0
0.8600000023841858,0.5,0.8100000023841858,0.40791967511177063,60.0,60.0,0.45,0.7600000143051147,98.0
0.5199999988079071,0.5,0.7116666674613952,0.588836669921875,60.0,60.0,0.6916666666666667,0.903333330154419,99.0
0.75,0.5,0.6599999904632567,0.6135209083557128,60.0,60.0,0.4100000000000001,0.5699999928474426,100.0
0.723333340883255,0.5,0.8150000095367431,0.3866580903530121,60.0,60.0,0.5916666666666667,0.9066666722297669,101.0
0.9100000023841859,0.5,0.878333330154419,0.36250030994415283,60.0,60.0,0.4683333333333334,0.846666669845581,102.0
0.9100000023841858,0.5,0.8816666722297668,0.28638016283512113,60.0,60.0,0.4716666666666667,0.8533333301544189,103.0
0.7133333325386048,0.5,0.7983333230018616,0.45365614295005796,60.0,60.0,0.5850000000000001,0.8833333253860474,104.0
0.79666668176651,0.5,0.7716666698455811,0.4976481556892395,60.0,60.0,0.475,0.746666657924652,105.0
0.6666666626930237,0.5,0.7383333206176758,0.5563383162021638,60.0,60.0,0.5716666666666667,0.8100000023841858,106.0
0.6733333468437195,0.5,0.7166666746139526,0.5663225293159485,60.0,60.0,0.5433333333333332,0.7600000023841857,107.0
0.7266666531562804,0.5,0.7850000023841858,0.49242286682128905,60.0,60.0,0.5583333333333333,0.843333351612091,108.0
0.8033333420753479,0.5,0.7883333325386047,0.4271071076393127,60.0,60.0,0.485,0.7733333349227905,109.0
0.7733333349227905,0.5,0.8299999952316284,0.3923510849475861,60.0,60.0,0.5566666666666668,0.8866666674613952,110.0
0.8100000023841858,0.5,0.8266666531562805,0.38816025853157043,60.0,60.0,0.5166666666666666,0.8433333277702332,111.0
0.7633333325386048,0.5,0.8049999952316284,0.4309662520885467,60.0,60.0,0.5416666666666666,0.846666657924652,112.0
0.7366666674613953,0.5,0.7700000047683716,0.48146488666534426,60.0,60.0,0.5333333333333333,0.803333330154419,113.0
0.7766666769981385,0.5,0.7866666555404663,0.4602051377296448,60.0,60.0,0.51,0.796666669845581,114.0
0.6300000071525573,0.5,0.7383333325386048,0.5549701571464538,60.0,60.0,0.6083333333333334,0.8466666579246521,115.0
0.5900000095367431,0.5,0.6433333158493042,0.6416432142257691,60.0,60.0,0.5533333333333332,0.6966666698455811,116.0
0.696666669845581,0.5,0.7649999976158143,0.5255624890327454,60.0,60.0,0.5683333333333334,0.8333333373069762,117.0
0.8566666603088379,0.5,0.8849999904632568,0.35101625323295593,60.0,60.0,0.5283333333333333,0.9133333444595337,118.0
0.7733333230018616,0.5,0.850000011920929,0.3843391001224518,60.0,60.0,0.5766666666666667,0.9266666650772095,119.0
0.7033333301544189,0.5,0.77833331823349,0.4875032305717468,60.0,60.0,0.5750000000000001,0.8533333301544189,120.0
0.6633333325386048,0.5,0.746666669845581,0.5128280758857727,60.0,60.0,0.5833333333333334,0.8299999833106995,121.0
0.6300000071525573,0.5,0.7300000071525574,0.4984712481498718,60.0,60.0,0.6,0.8300000071525573,122.0
0.7266666650772096,0.5,0.7583333253860474,0.4833290636539459,60.0,60.0,0.5316666666666666,0.7899999976158143,123.0
0.6166666567325592,0.5,0.7283333539962769,0.5186239719390869,60.0,60.0,0.6116666666666667,0.8400000095367431,124.0
0.6199999928474427,0.5,0.7466666579246521,0.486237382888794,60.0,60.0,0.6266666666666666,0.8733333349227905,125.0
0.7733333349227905,0.5,0.8116666793823242,0.40183178782463075,60.0,60.0,0.5383333333333333,0.8500000119209289,126.0
0.5466666758060456,0.5,0.6733333349227906,0.5749781131744385,60.0,60.0,0.6266666666666666,0.800000011920929,127.0
0.746666669845581,0.5,0.7983333349227906,0.40470447540283205,60.0,60.0,0.5516666666666666,0.8500000000000001,128.0
0.8233333349227905,0.5,0.8383333325386046,0.39556712508201597,60.0,60.0,0.515,0.853333342075348,129.0
0.8233333349227905,0.5,0.8583333373069763,0.363980358839035,60.0,60.0,0.535,0.8933333277702331,130.0
0.6333333373069764,0.5,0.7450000047683716,0.556707102060318,60.0,60.0,0.6116666666666667,0.856666660308838,131.0
0.9033333420753479,0.5,0.8816666603088379,0.3267816126346588,60.0,60.0,0.47833333333333333,0.8600000023841858,132.0
0.6766666769981384,0.5,0.7549999952316284,0.5024045944213867,60.0,60.0,0.5783333333333333,0.8333333253860473,133.0
0.6333333373069763,0.5,0.7449999928474427,0.5174344062805176,60.0,60.0,0.6116666666666666,0.8566666841506958,134.0
0.6933333396911622,0.5,0.7583333373069763,0.5007502555847168,60.0,60.0,0.5650000000000001,0.8233333349227905,135.0
0.646666657924652,0.5,0.7566666603088379,0.4859830915927887,60.0,60.0,0.6100000000000001,0.8666666626930237,136.0
0.6166666686534881,0.5,0.7216666579246521,0.5343463063240051,60.0,60.0,0.605,0.8266666650772094,137.0
0.8799999833106994,0.5,0.8816666603088379,0.3520991861820221,60.0,60.0,0.5016666666666666,0.8833333253860474,138.0
0.803333330154419,0.5,0.8549999952316285,0.3609505116939545,60.0,60.0,0.5516666666666666,0.9066666603088378,139.0
0.8833333253860474,0.5,0.8816666483879089,0.29317342638969424,60.0,60.0,0.4983333333333333,0.8799999952316284,140.0
0.6833333492279052,0.5,0.7433333396911621,0.567234319448471,60.0,60.0,0.56,0.8033333420753479,141.0
0.6199999928474426,0.5,0.7316666722297669,0.531823605298996,60.0,60.0,0.6116666666666666,0.8433333396911622,142.0
0.8066666841506958,0.5,0.8166666626930237,0.3763028919696808,60.0,60.0,0.51,0.8266666650772094,143.0
0.8366666674613953,0.5,0.8733333468437194,0.3427807927131653,60.0,60.0,0.5366666666666667,0.9100000023841859,144.0
0.7933333277702331,0.5,0.8216666579246521,0.41534228920936583,60.0,60.0,0.5283333333333333,0.85,145.0
0.8200000166893004,0.5,0.8483333230018616,0.3733044326305389,60.0,60.0,0.5283333333333333,0.8766666531562806,146.0
0.5966666698455811,0.5,0.7183333277702332,0.5164443731307984,60.0,60.0,0.6216666666666667,0.8399999976158142,147.0
0.746666669845581,0.5,0.8149999856948853,0.417404443025589,60.0,60.0,0.5683333333333334,0.8833333253860474,148.0
0.7333333373069763,0.5,0.7666666626930237,0.493512111902237,60.0,60.0,0.5333333333333333,0.8,149.0
0.6766666531562806,0.5,0.7949999928474426,0.4264397621154785,60.0,60.0,0.6183333333333333,0.9133333444595337,150.0
0.6666666626930237,0.5,0.7149999976158141,0.5504174172878266,60.0,60.0,0.5483333333333333,0.7633333325386047,151.0
0.6199999928474427,0.5,0.7549999952316284,0.4860715389251709,60.0,60.0,0.635,0.8899999976158142,152.0
0.700000011920929,0.5,0.75,0.46392940282821654,60.0,60.0,0.5499999999999999,0.8,153.0
0.8266666650772094,0.5,0.8483333349227906,0.3879431188106537,60.0,60.0,0.5216666666666666,0.8700000047683716,154.0
0.9233333230018617,0.5,0.8900000095367432,0.28035102784633636,60.0,60.0,0.4666666666666666,0.8566666841506958,155.0
0.7200000047683716,0.5,0.7850000143051148,0.4818448305130005,60.0,60.0,0.565,0.8500000000000001,156.0
0.8433333277702332,0.5,0.8566666722297669,0.30619430243968965,60.0,60.0,0.5133333333333334,0.8700000047683716,157.0
0.6766666769981384,0.5,0.7666666626930236,0.48824582695961,60.0,60.0,0.59,0.856666648387909,158.0
0.7166666746139527,0.5,0.7600000023841859,0.5212864935398102,60.0,60.0,0.5433333333333333,0.803333330154419,159.0
0.7100000023841858,0.5,0.793333339691162,0.4255684018135071,60.0,60.0,0.5833333333333334,0.8766666650772095,160.0
0.7600000023841859,0.5,0.7933333277702331,0.40711613893508913,60.0,60.0,0.5333333333333333,0.8266666769981384,161.0
0.653333330154419,0.5,0.7716666698455811,0.4253470003604889,60.0,60.0,0.6183333333333334,0.8899999976158142,162.0
0.8333333373069763,0.5,0.8216666579246521,0.4111742377281189,60.0,60.0,0.4883333333333333,0.8099999904632569,163.0
0.7433333396911621,0.5,0.7883333444595337,0.4347291707992553,60.0,60.0,0.5449999999999999,0.8333333373069763,164.0
0.65,0.5,0.753333330154419,0.47524709701538087,60.0,60.0,0.6033333333333334,0.8566666841506958,165.0
0.7333333253860473,0.5,0.7716666698455811,0.4717782855033874,60.0,60.0,0.5383333333333334,0.8100000023841858,166.0
0.6666666626930238,0.5,0.7683333158493042,0.4807679772377014,60.0,60.0,0.6016666666666666,0.8700000047683716,167.0
0.8100000023841858,0.5,0.8316666603088378,0.36977086067199705,60.0,60.0,0.5216666666666667,0.8533333301544189,168.0
0.7333333373069763,0.5,0.8133333444595336,0.41288046836853026,60.0,60.0,0.58,0.8933333396911621,169.0
0.7666666626930236,0.5,0.7666666746139527,0.48847448229789736,60.0,60.0,0.5,0.7666666626930236,170.0
0.6600000023841859,0.5,0.7416666626930237,0.5453693509101867,60.0,60.0,0.5816666666666667,0.8233333468437195,171.0
0.5400000035762786,0.5,0.6366666674613952,0.6629682660102845,60.0,60.0,0.5966666666666667,0.7333333253860475,172.0
0.7800000071525574,0.5,0.825,0.4028408885002136,60.0,60.0,0.545,0.8699999928474427,173.0
0.5166666567325592,0.5,0.6783333420753479,0.5827738523483277,60.0,60.0,0.6616666666666666,0.8399999976158141,174.0
0.7300000071525574,0.5,0.7600000023841859,0.4873225629329681,60.0,60.0,0.53,0.7900000095367432,175.0
0.646666657924652,0.5,0.7766666650772095,0.44223294854164125,60.0,60.0,0.63,0.9066666722297668,176.0
0.8266666531562805,0.5,0.8133333206176758,0.43349505662918086,60.0,60.0,0.4866666666666666,0.800000011920929,177.0
0.7333333373069764,0.5,0.7783333301544189,0.42279134988784794,60.0,60.0,0.545,0.8233333349227905,178.0
0.7866666793823242,0.5,0.800000011920929,0.39636605978012085,60.0,60.0,0.5133333333333333,0.8133333206176758,179.0
0.8200000047683715,0.5,0.85,0.3548917531967163,60.0,60.0,0.5299999999999999,0.8799999833106995,180.0
0.7966666579246521,0.5,0.8433333396911622,0.3577760815620422,60.0,60.0,0.5466666666666666,0.8899999976158142,181.0
0.650000011920929,0.5,0.7066666841506958,0.5332481563091278,60.0,60.0,0.5566666666666666,0.7633333444595337,182.0
0.6400000095367432,0.5,0.7666666746139527,0.4880278468132019,60.0,60.0,0.6266666666666667,0.8933333158493042,183.0
0.7766666769981384,0.5,0.8016666769981384,0.43061165213584895,60.0,60.0,0.525,0.8266666889190675,184.0
0.6533333301544189,0.5,0.7516666769981385,0.4798967480659485,60.0,60.0,0.5983333333333333,0.8499999880790711,185.0
0.7066666722297669,0.5,0.7799999833106994,0.43362181186676024,60.0,60.0,0.5733333333333334,0.8533333301544189,186.0
0.6766666531562805,0.5,0.7649999976158142,0.4603265166282654,60.0,60.0,0.5883333333333333,0.8533333420753478,187.0
0.7199999928474426,0.5,0.7633333325386048,0.4691641628742218,60.0,60.0,0.5433333333333334,0.8066666603088378,188.0
0.7933333277702331,0.5,0.8133333206176757,0.4262593388557434,60.0,60.0,0.52,0.8333333373069763,189.0
0.5333333253860474,0.5,0.6983333230018616,0.5570583045482635,60.0,60.0,0.665,0.8633333206176759,190.0
0.7866666793823243,0.5,0.8216666579246521,0.41511995196342466,60.0,60.0,0.5350000000000001,0.856666660308838,191.0
0.8166666746139526,0.5,0.856666660308838,0.3424906849861145,60.0,60.0,0.54,0.896666669845581,192.0
0.6233333349227905,0.5,0.7649999976158143,0.43752793669700624,60.0,60.0,0.6416666666666667,0.9066666722297668,193.0
0.7533333420753479,0.5,0.8183333277702332,0.40220615863800047,60.0,60.0,0.565,0.8833333373069763,194.0
0.75,0.5,0.800000011920929,0.42503159642219546,60.0,60.0,0.5499999999999999,0.850000011920929,195.0
0.6699999928474426,0.5,0.8133333325386047,0.4148963272571564,60.0,60.0,0.6433333333333333,0.9566666722297668,196.0
0.7033333301544189,0.5,0.7633333325386047,0.43633490800857544,60.0,60.0,0.5599999999999999,0.8233333230018616,197.0
0.6366666674613952,0.5,0.7933333516120911,0.4376104652881623,60.0,60.0,0.6566666666666666,0.949999988079071,198.0
0.8833333492279053,0.5,0.8783333420753479,0.31213210225105287,60.0,60.0,0.495,0.8733333349227905,199.0
0.6899999856948853,0.5,0.8033333420753479,0.4252166926860809,60.0,60.0,0.6133333333333333,0.9166666746139526,200.0
0.6299999952316284,0.5,0.7516666769981385,0.5002169132232666,60.0,60.0,0.6216666666666667,0.8733333349227905,201.0
0.6899999976158142,0.5,0.7766666650772095,0.46382873058319096,60.0,60.0,0.5866666666666667,0.8633333325386048,202.0
0.5466666579246521,0.5,0.724999988079071,0.499377566576004,60.0,60.0,0.6783333333333333,0.9033333420753479,203.0
0.7966666698455811,0.5,0.7966666698455811,0.44657269716262815,60.0,60.0,0.5,0.796666669845581,204.0
0.6566666722297669,0.5,0.7983333230018616,0.4317220687866211,60.0,60.0,0.6416666666666666,0.9399999976158142,205.0
0.8433333396911622,0.5,0.871666669845581,0.3492039442062378,60.0,60.0,0.5283333333333333,0.899999988079071,206.0
0.8166666507720947,0.5,0.8533333301544189,0.34462743401527407,60.0,60.0,0.5366666666666666,0.8899999976158142,207.0
0.5733333230018616,0.5,0.728333342075348,0.576157009601593,60.0,60.0,0.655,0.8833333253860474,208.0
0.6699999928474426,0.5,0.8133333325386047,0.3812036991119385,60.0,60.0,0.6433333333333334,0.9566666722297668,209.0
0.746666669845581,0.5,0.8116666793823242,0.4180565655231476,60.0,60.0,0.565,0.8766666531562806,210.0
0.7666666626930236,0.5,0.825000011920929,0.37451621890068054,60.0,60.0,0.5583333333333333,0.8833333373069763,211.0
0.699999988079071,0.5,0.7600000023841857,0.48837229013442995,60.0,60.0,0.56,0.8199999809265136,212.0
0.7433333396911621,0.5,0.8349999904632568,0.3517861247062683,60.0,60.0,0.5916666666666668,0.9266666531562806,213.0
0.7999999999999999,0.5,0.8083333373069763,0.41799892187118526,60.0,60.0,0.5083333333333333,0.8166666507720948,214.0
0.5400000035762788,0.5,0.7033333301544189,0.6046303391456604,60.0,60.0,0.6633333333333333,0.8666666746139526,215.0
0.7966666698455811,0.5,0.8299999833106995,0.3676821947097778,60.0,60.0,0.5333333333333333,0.8633333444595337,216.0
0.8200000166893006,0.5,0.856666660308838,0.345332407951355,60.0,60.0,0.5366666666666666,0.8933333396911621,217.0
0.4499999940395355,0.5,0.6633333325386048,0.5638639092445373,60.0,60.0,0.7133333333333334,0.8766666769981384,218.0
0.7666666626930236,0.5,0.8233333468437194,0.40385024547576903,60.0,60.0,0.5566666666666666,0.8800000071525573,219.0
0.48666666746139525,0.5,0.6833333253860474,0.534503310918808,60.0,60.0,0.6966666666666668,0.8799999952316284,220.0
0.70333331823349,0.5,0.7899999976158142,0.43061982393264775,60.0,60.0,0.5866666666666667,0.8766666769981384,221.0
0.7666666626930237,0.5,0.7850000023841859,0.43729404807090755,60.0,60.0,0.5183333333333333,0.803333330154419,222.0
0.6599999904632567,0.5,0.7666666746139527,0.45232937932014466,60.0,60.0,0.6066666666666666,0.8733333230018616,223.0
0.7433333277702331,0.5,0.800000011920929,0.41131015419960026,60.0,60.0,0.5566666666666666,0.8566666722297669,224.0
0.7133333325386046,0.5,0.7983333468437195,0.42828180789947506,60.0,60.0,0.5850000000000001,0.8833333373069763,225.0
0.6333333373069764,0.5,0.7650000095367432,0.47010695934295654,60.0,60.0,0.6316666666666667,0.896666669845581,226.0
0.6266666531562806,0.5,0.7449999928474427,0.47449849247932435,60.0,60.0,0.6183333333333333,0.8633333444595337,227.0
0.44333333373069767,0.5,0.7099999904632568,0.5374849796295166,60.0,60.0,0.7666666666666666,0.9766666650772096,228.0
0.7533333420753479,0.5,0.8399999976158142,0.38015884160995483,60.0,60.0,0.5866666666666667,0.9266666769981384,229.0
0.7833333253860474,0.5,0.8100000023841858,0.4094149887561798,60.0,60.0,0.5266666666666666,0.8366666555404663,230.0
0.7266666531562804,0.5,0.7933333277702331,0.3913482546806335,60.0,60.0,0.5666666666666667,0.8599999904632569,231.0
