mean\disc\disc_acc_expert,mean\gen\train/clip_fraction,mean\disc\n_generated,mean\gen\time/time_elapsed,mean\gen\time/total_timesteps,mean\disc\disc_acc_gen,mean\gen\train/entropy_loss,mean\gen\train/learning_rate,mean\gen\time/fps,mean\gen\train/n_updates,mean\disc\global_step,mean\gen\train/approx_kl,mean\gen\time/iterations,mean\gen\train/value_loss,mean\disc\n_expert,mean\disc\disc_loss,mean\disc\disc_proportion_expert_true,mean\disc\disc_proportion_expert_pred,mean\gen\train/loss,mean\gen\train/clip_range,mean\gen\train/explained_variance,mean\disc\disc_acc,mean\gen\train/policy_gradient_loss,mean\gen\rollout/ep_len_mean,mean\gen\rollout/ep_rew_mean,mean\gen\rollout/ep_rew_wrapped_mean
1.0,0.04700000084936619,10.0,0.0,100.0,0.0,-1.9429473328590392,0.0003,472.0,10.0,1.0,0.02890918031334877,1.0,2.718640733808279,10.0,0.6956887245178223,0.5,1.0,0.5370196104049683,0.2,-0.06146550178527832,0.5,-0.022396361089558923,,,
1.0,0.06400000147521495,10.0,0.0,200.0,0.0,-1.9353543150424957,0.0003,716.0,20.0,2.0,0.015834305435419083,1.0,0.07906122458633036,10.0,0.697238028049469,0.5,1.0,-0.07749372720718384,0.2,-3.091392993927002,0.5,-0.02925691922556144,144.0,0.0,
1.0,0.10500000193715095,10.0,0.0,300.0,0.0,-1.9276189589500428,0.0003,1026.0,30.0,3.0,-0.0025040321052074432,1.0,0.1088515808340162,10.0,0.6947521567344666,0.5,1.0,-0.0509352833032608,0.2,-1.0815114974975586,0.5,-0.03786999033373286,144.0,0.0,106.91379368305206
