raw\gen\time/fps,raw\gen\rollout/ep_len_mean,raw\gen\time/time_elapsed,raw\gen\time/total_timesteps,raw\gen\rollout/ep_rew_mean,raw\gen\time/iterations,raw\gen\train/clip_range,raw\gen\train/learning_rate,raw\gen\rollout/ep_rew_wrapped_mean,raw\gen\train/policy_gradient_loss,raw\gen\train/approx_kl,raw\gen\train/explained_variance,raw\gen\train/loss,raw\gen\train/value_loss,raw\gen\train/clip_fraction,raw\gen\train/n_updates,raw\gen\train/entropy_loss
7609,97.75,0,1250,0.3307291666666667,1,0.2,0.0003,-2.7125775764385858,-0.00886769688595095,0.015303802,-0.0031892061233520508,1.077512264251709,2.251593732833862,0.015999999642372132,240,-1.2825005412101746
8074,97.75,0,1300,0.3307291666666667,1,0.2,0.0003,-2.7125775764385858,-0.01802848683949563,-0.007496693,0.05426812171936035,0.372213214635849,1.0083907127380372,0.0939999982714653,250,-1.5039467573165894
8333,101.3076923076923,0,1350,0.30528846153846156,1,0.2,0.0003,-2.7125775764385858,0.003889772802591551,0.003072412,0.01499396562576294,1.4039299488067627,3.829846143722534,0.0,260,-1.4580244779586793
8805,101.3076923076923,0,1400,0.30528846153846156,1,0.2,0.0003,-1.4304570449659457,-0.010488541274331454,0.004945619,0.040322184562683105,0.5524724125862122,1.5212560772895813,0.005999999865889549,270,-1.4044912219047547
8039,101.3076923076923,0,1450,0.30528846153846156,1,0.2,0.0003,-1.4304570449659457,0.0011083531192269901,0.009238686,0.01609969139099121,1.9922001361846924,4.105707716941834,0.0,280,-1.3827634930610657
9146,104.35714285714286,0,1500,0.28348214285714285,1,0.2,0.0003,-1.4304570449659457,-0.012040452691726244,-0.009612434,0.05533879995346069,0.33464986085891724,0.8827219903469086,0.0019999999552965165,290,-1.4996102094650268
9362,104.35714285714286,0,1550,0.28348214285714285,1,0.2,0.0003,-1.735234450282795,-0.04077817001193758,0.013263044,0.033447206020355225,0.23538212478160858,0.5984158337116241,0.3479999825358391,300,-1.6341512084007264
9816,104.35714285714286,0,1600,0.28348214285714285,1,0.2,0.0003,-1.735234450282795,-0.0014822054808036,0.01488518,0.08819669485092163,0.1325528919696808,0.5161618798971176,0.0,310,-1.5188748359680175
9901,107.0,0,1650,0.26458333333333334,1,0.2,0.0003,-1.735234450282795,-0.00535524018343132,-0.006941838,-0.004018545150756836,0.6749228239059448,1.994999647140503,0.0,320,-1.5339343547821045
11039,107.0,0,1700,0.26458333333333334,1,0.2,0.0003,-2.49028551603357,-0.001857024838449428,-0.0070002507,0.005035102367401123,0.8163584470748901,2.022649586200714,0.0,330,-1.5922147035598755
10872,109.3125,0,1750,0.248046875,1,0.2,0.0003,-2.49028551603357,-0.009390806635027005,-0.01107938,0.01654869318008423,0.5317112803459167,1.59321585893631,0.025999998673796654,340,-1.5504303336143495
11180,109.3125,0,1800,0.248046875,1,0.2,0.0003,-3.714760906761512,-0.01253010884730621,-0.0040294575,-0.005271434783935547,0.7376596927642822,1.6486182808876038,0.16399999260902404,350,-1.4948729515075683
11562,109.3125,0,1850,0.248046875,1,0.2,0.0003,-3.714760906761512,-0.0051804857756941654,0.00020767689,0.023844897747039795,1.6284841299057007,4.302026104927063,0.03599999919533729,360,-1.4844188451766969
11801,110.82352941176471,0,1900,0.2426470588235294,1,0.2,0.0003,-3.714760906761512,-0.028565103329718157,-0.007675702,0.02455604076385498,0.18023699522018433,0.4370290905237198,0.3419999942183495,370,-1.66143878698349
12255,110.82352941176471,0,1950,0.2426470588235294,1,0.2,0.0003,-4.166256108485601,0.011835886731743983,0.0027245353,0.0028308629989624023,2.7917094230651855,6.168241214752197,0.047999998182058336,380,-1.6187983512878419
12578,110.82352941176471,0,2000,0.2426470588235294,1,0.2,0.0003,-4.166256108485601,-0.010404112650314356,0.028592912,0.00011467933654785156,0.9419869184494019,2.5667534351348875,0.005999999865889549,390,-1.6573955297470093
12350,107.78947368421052,0,2050,0.2631578947368421,1,0.2,0.0003,-4.166256108485601,-0.010953076370991788,0.012854512,0.01589733362197876,0.30294346809387207,1.0955075800418854,0.10999999716877937,400,-1.731038796901703
13207,107.78947368421052,0,2100,0.2631578947368421,1,0.2,0.0003,-3.1585153206006478,-0.004605601909104706,-0.0050027296,0.03699779510498047,2.632523775100708,7.159270000457764,0.0,410,-1.712669265270233
13871,107.78947368421052,0,2150,0.2631578947368421,1,0.2,0.0003,-3.1585153206006478,-0.011944504745770246,0.010524444,0.08490359783172607,0.45961055159568787,1.0669659674167633,0.0159999992698431,420,-1.7549279093742371
13095,109.6,0,2200,0.25,1,0.2,0.0003,-3.1585153206006478,-0.012068879489321293,-0.002461176,0.1022377610206604,0.4516042172908783,1.2490990102291106,0.011999999731779098,430,-1.749222493171692
14422,109.6,0,2250,0.25,1,0.2,0.0003,-3.257319007255137,-0.036430986739695116,0.03310245,0.0838921070098877,0.4725011885166168,1.101711630821228,0.06799999848008156,440,-1.6843569874763489
14465,109.6,0,2300,0.25,1,0.2,0.0003,-3.257319007255137,-0.005885881109046665,-0.0067889187,0.1880754828453064,0.27548855543136597,0.8187818586826324,0.009999999776482582,450,-1.7352010846138
13055,111.23809523809524,0,2350,0.23809523809523808,1,0.2,0.0003,-3.257319007255137,-0.018224412269890244,0.052718535,0.09193813800811768,0.07032749801874161,0.23501393795013428,0.08799999728798866,460,-1.78379567861557
15286,111.23809523809524,0,2400,0.23809523809523808,1,0.2,0.0003,-3.399936381727457,-0.025214198758825645,0.03201654,0.1390591859817505,0.2894711494445801,0.678461080789566,0.13199999555945396,470,-1.690956473350525
15408,111.23809523809524,0,2450,0.23809523809523808,1,0.2,0.0003,-3.399936381727457,-0.0033608819403452726,0.0068604588,0.14088207483291626,0.21287669241428375,0.5894118905067444,0.07599999755620956,480,-1.8653356790542603
14657,112.72727272727273,0,2500,0.22727272727272727,1,0.2,0.0003,-3.399936381727457,-0.03708324849605589,0.09934456,0.1322537064552307,0.947452962398529,2.244208312034607,0.20399999469518662,490,-1.6403506636619567
16182,112.72727272727273,0,2550,0.22727272727272727,1,0.2,0.0003,-3.6361690568314358,0.002963517391821391,-0.0015711903,0.10329294204711914,2.4148359298706055,5.099556159973145,0.0,500,-1.718203604221344
16555,112.72727272727273,0,2600,0.22727272727272727,1,0.2,0.0003,-3.6361690568314358,-0.028331686653196898,0.05107922,0.1848127841949463,0.03981223702430725,0.1750367745757103,0.1619999960064888,510,-1.6102503657341003
15680,109.91666666666667,0,2650,0.2505208333333333,1,0.2,0.0003,-3.6361690568314358,-0.0022386505045578708,0.012383759,0.15012753009796143,1.0230909585952759,2.6451282024383547,0.019999999552965164,520,-1.7189831018447876
15970,109.91666666666667,0,2700,0.2505208333333333,1,0.2,0.0003,-2.97289542403693,-0.009868104367400576,0.026110517,0.2940221428871155,0.9201497435569763,3.0327951073646546,0.02799999937415123,530,-1.6320140957832336
14473,109.91666666666667,0,2750,0.2505208333333333,1,0.2,0.0003,-2.97289542403693,-0.015545474693179174,-0.0015058088,0.22643887996673584,0.04851966351270676,0.2804452955722809,0.06599999703466893,540,-1.6274996161460877
16972,111.28,0,2800,0.24049999999999996,1,0.2,0.0003,-2.97289542403693,-0.008962122474448008,0.016756738,0.25191938877105713,0.02699248306453228,0.19268942177295684,0.0159999992698431,550,-1.6789098501205444
18153,111.28,0,2850,0.24049999999999996,1,0.2,0.0003,-3.213652076125145,-0.02468922746367781,0.025581285,0.03610116243362427,0.18957091867923737,0.4705682575702667,0.18599999956786634,560,-1.5594671964645386
17064,111.28,0,2900,0.24049999999999996,1,0.2,0.0003,-3.213652076125145,-0.01778873370587828,0.015013027,-0.3802223205566406,0.06279861927032471,0.23759893476963043,0.03799999877810478,570,-1.5070302844047547
18553,112.53846153846153,0,2950,0.23124999999999998,1,0.2,0.0003,-3.213652076125145,-0.00933202836103746,0.030412743,0.10245949029922485,0.11870241910219193,0.3753217369318008,0.09199999831616879,580,-1.5230553865432739
18744,112.53846153846153,0,3000,0.23124999999999998,1,0.2,0.0003,-3.3710408226515236,-0.03255397969856801,0.02072842,-0.17544341087341309,0.4143105447292328,0.9657748401165008,0.12599999606609344,590,-1.5347933650016785
18765,111.81481481481481,0,3050,0.23819444444444443,1,0.2,0.0003,-3.3710408226515236,-0.02534522888250663,0.03141309,0.37954074144363403,0.057168055325746536,0.2575745239853859,0.053999999165534975,600,-1.3428566813468934
19434,111.81481481481481,0,3100,0.23819444444444443,1,0.2,0.0003,-3.1582569976647696,-0.00901918443851173,0.013226673,-0.22023141384124756,0.40186983346939087,1.0996733844280242,0.02799999937415123,610,-1.4241397976875305
19325,111.81481481481481,0,3150,0.23819444444444443,1,0.2,0.0003,-3.1582569976647696,-0.00889995785988873,0.029119309,0.33484357595443726,0.18883833289146423,0.5416242152452468,0.04799999892711639,620,-1.5221521973609924
17502,112.96428571428571,0,3200,0.2296875,1,0.2,0.0003,-3.1582569976647696,-0.01124449686892337,-0.00040529488,0.07367938756942749,0.09666794538497925,0.3869805634021759,0.03999999910593033,630,-1.5062408447265625
14008,112.96428571428571,0,3250,0.2296875,1,0.2,0.0003,-3.290113415169929,-0.014304309607017807,0.009610023,-0.11754119396209717,0.2296273112297058,0.5331943690776825,0.025999999418854714,640,-1.455751156806946
20177,112.96428571428571,0,3300,0.2296875,1,0.2,0.0003,-3.290113415169929,-0.021120399180916127,-0.01606663,0.2717571258544922,0.01893697679042816,0.21166546046733856,0.04399999864399433,650,-1.4291978120803832
21202,114.03448275862068,0,3350,0.22176724137931034,1,0.2,0.0003,-3.290113415169929,0.0019045875633601384,-0.0015646028,-0.019170165061950684,1.0237737894058228,3.3594927549362184,0.047999998554587364,660,-1.4836233496665954
20539,114.03448275862068,0,3400,0.22176724137931034,1,0.2,0.0003,-2.939518812658458,-0.022420753248967175,0.047754087,-0.09849703311920166,0.06416366994380951,0.4901312097907066,0.1199999950826168,670,-1.5621292352676392
22115,114.03448275862068,0,3450,0.22176724137931034,1,0.2,0.0003,-2.939518812658458,-0.0019033257811670978,-0.007030215,0.44654321670532227,1.0974383354187012,2.6023186445236206,0.003999999910593033,680,-1.422180461883545
22369,115.03333333333333,0,3500,0.21437499999999998,1,0.2,0.0003,-2.939518812658458,-0.007510541073046539,0.050356057,-0.13407361507415771,0.17213337123394012,0.7145690113306046,0.049999998137354854,690,-1.4917993545532227
22327,115.03333333333333,0,3550,0.21437499999999998,1,0.2,0.0003,-3.146182053536177,-0.026264915499836228,0.04020132,-0.3008841276168823,0.35222625732421875,0.8125473320484161,0.15799999348819255,700,-1.4281466364860536
20994,114.87096774193549,0,3600,0.21754032258064515,1,0.2,0.0003,-3.146182053536177,-0.008521635368931867,-0.0064507388,-0.049396514892578125,0.1411505937576294,0.5341728270053864,0.0,710,-1.1912108063697815
22531,113.8125,0,3650,0.226171875,1,0.2,0.0003,-3.007414865998491,-0.013741661977022802,0.012811777,-0.003881096839904785,0.6379761695861816,1.3829158544540405,0.041999999433755875,720,-1.536526882648468
23124,113.8125,0,3700,0.226171875,1,0.2,0.0003,-2.7916902831057087,-0.0004743933452999727,-0.011134435,-0.015004992485046387,3.937908411026001,8.3373233795166,0.0,730,-1.6100717663764954
20705,113.8125,0,3750,0.226171875,1,0.2,0.0003,-2.7916902831057087,-0.005819812310161865,-0.005526006,0.03083854913711548,3.482322931289673,7.248079490661621,0.0,740,-1.5349770069122315
24203,114.42424242424242,0,3800,0.22424242424242422,1,0.2,0.0003,-2.7916902831057087,-0.004294555069413164,0.0037601208,0.003412187099456787,12.399093627929688,26.337823486328126,0.0,750,-1.4097683429718018
24213,114.42424242424242,0,3850,0.22424242424242422,1,0.2,0.0003,-3.551183154185613,-0.03011539106443526,0.02443958,0.03306591510772705,0.4435954988002777,1.013970774412155,0.07599999867379666,760,-1.7237634778022766
23634,114.42424242424242,0,3900,0.22424242424242422,1,0.2,0.0003,-3.551183154185613,-0.00029630421489130755,-0.009067416,0.005184054374694824,8.968212127685547,18.973071670532228,0.0,770,-1.2882389903068543
23795,115.29411764705883,0,3950,0.2176470588235294,1,0.2,0.0003,-3.551183154185613,-0.02077185486536486,0.040329743,0.044968605041503906,1.2777560949325562,2.7642818212509157,0.03599999807775021,780,-1.6402560591697692
23392,113.82857142857142,0,4000,0.22857142857142854,1,0.2,0.0003,-3.9310078340418197,-0.013020364568568787,0.017620502,0.10102719068527222,0.7239818572998047,1.7649842262268067,0.10999999679625035,790,-1.7147780776023864
25000,111.58333333333333,0,4050,0.24427083333333333,1,0.2,0.0003,-3.3960821500846317,-0.004586623554117963,0.004054134,0.021061599254608154,6.156464099884033,13.884617805480957,0.0,800,-1.760789942741394
26281,111.58333333333333,0,4100,0.24427083333333333,1,0.2,0.0003,-3.164684771767093,-0.00825854334165257,-0.016105508,-0.004644155502319336,0.4327019155025482,1.1631141304969788,0.0,810,-1.7589664936065674
26930,111.58333333333333,0,4150,0.24427083333333333,1,0.2,0.0003,-3.164684771767093,-0.002629204897443316,-0.005134773,0.018276214599609375,4.226776599884033,8.446556282043456,0.0,820,-1.743697214126587
26250,112.45945945945945,0,4200,0.2376689189189189,1,0.2,0.0003,-3.164684771767093,-0.003377484310884071,0.0007273555,-0.00412905216217041,3.563065767288208,7.610428810119629,0.0,830,-1.7489287376403808
25727,111.71052631578948,0,4250,0.2439144736842105,1,0.2,0.0003,-3.755603170777495,0.00011171269221819103,0.0013296604,0.007611632347106934,5.171573162078857,11.294860363006592,0.0,840,-1.7328731656074523
27564,111.71052631578948,0,4300,0.2439144736842105,1,0.2,0.0003,-4.342801617066327,-0.0006312968740473934,0.00092067954,-0.038609981536865234,3.3020479679107666,7.943386888504028,0.0,850,-1.75609233379364
26352,111.71052631578948,0,4350,0.2439144736842105,1,0.2,0.0003,-4.342801617066327,-0.0018484961508074883,0.00106714,3.641843795776367e-05,3.144101142883301,7.654610443115234,0.0,860,-1.761518955230713
27500,112.53846153846153,0,4400,0.23766025641025637,1,0.2,0.0003,-4.342801617066327,-0.00741468262625915,0.001029408,0.016959547996520996,2.264261245727539,5.526742839813233,0.0,870,-1.7482003450393677
29084,110.875,0,4450,0.24953124999999998,1,0.2,0.0003,-5.010993304638526,-0.01486451656557648,-0.002869086,0.018980979919433594,3.2985596656799316,6.826829433441162,0.003999999910593033,880,-1.7541450619697572
26315,110.875,0,4500,0.24953124999999998,1,0.2,0.0003,-4.927607162762433,-0.016395819503813767,0.009714741,0.031736016273498535,2.134108066558838,4.401723957061767,0.0279999990016222,890,-1.7907251358032226
28535,110.875,0,4550,0.24953124999999998,1,0.2,0.0003,-4.927607162762433,-0.0024677314395084695,0.002594521,0.03847932815551758,6.316224098205566,13.413637256622314,0.0,900,-1.8071093440055848
25762,111.6829268292683,0,4600,0.2434451219512195,1,0.2,0.0003,-4.927607162762433,-0.007131374643883248,0.004817965,0.09641522169113159,0.3285602629184723,0.7198399126529693,0.0,910,-1.8068332552909852
29730,110.5952380952381,0,4650,0.25163690476190476,1,0.2,0.0003,-4.537187390392873,-0.0158357703806832,0.014910652,0.008583247661590576,2.2214410305023193,4.6253643989562985,0.003999999910593033,920,-1.7736868500709533
28658,106.22727272727273,0,4700,0.2815340909090909,1,0.2,0.0003,-4.8039381261028,-0.009038461254909614,-0.00022239207,-0.0002523660659790039,3.9650425910949707,8.18464436531067,0.0,930,-1.7509861588478088
30330,106.22727272727273,0,4750,0.2815340909090909,1,0.2,0.0003,-4.547004174271768,-0.0029672580545884843,0.003168001,0.041702449321746826,4.715003967285156,9.678605461120606,0.0,940,-1.7198050975799561
30000,106.33333333333333,0,4800,0.28208333333333335,1,0.2,0.0003,-4.547004174271768,0.0001962202108273914,-0.0006016898,-0.07590460777282715,19.557790756225586,42.061737060546875,0.0,950,-1.700944685935974
30312,106.33333333333333,0,4850,0.28208333333333335,1,0.2,0.0003,-5.693587056547403,-0.0017935047723590003,0.00022665977,0.012311995029449463,9.771401405334473,21.327533721923828,0.0,960,-1.6853147745132446
29696,106.33333333333333,0,4900,0.28208333333333335,1,0.2,0.0003,-5.693587056547403,-3.3140658226393785e-05,2.4671554e-05,-0.003831028938293457,9.758758544921875,21.399984741210936,0.0,970,-1.6713647603988648
28779,107.15217391304348,0,4950,0.2759510869565217,1,0.2,0.0003,-5.693587056547403,-0.0004025710691777817,0.00048068524,0.004206299781799316,12.192736625671387,26.397208976745606,0.0,980,-1.6692131757736206
30488,107.15217391304348,0,5000,0.2759510869565217,1,0.2,0.0003,-6.770877285496049,-0.0065729198935441605,0.0061616898,0.0007718801498413086,4.181910514831543,9.074172019958496,0.0,990,-1.6812020540237427
31564,107.15217391304348,0,5050,0.2759510869565217,1,0.2,0.0003,-6.770877285496049,-0.013877855392173188,-0.009953234,0.004300177097320557,0.7377212643623352,1.8116623878479003,0.0,1000,-1.685666799545288
30613,107.93617021276596,0,5100,0.2700797872340425,1,0.2,0.0003,-6.770877285496049,-0.035655529052019116,0.073414855,0.006840884685516357,1.6354193687438965,3.4270419597625734,0.2779999941587448,1010,-1.6683921575546266
31987,106.875,0,5150,0.2778645833333333,1,0.2,0.0003,-6.969720956809978,-0.0050065599451770025,0.002194562,0.02360403537750244,4.827075004577637,11.326857471466065,0.0,1020,-1.6742883324623108
34211,106.875,0,5200,0.2778645833333333,1,0.2,0.0003,-6.851245230219017,-0.010568627403583442,0.0150162745,0.039965271949768066,5.159293174743652,10.95496425628662,0.0,1030,-1.6924415349960327
31818,106.3265306122449,0,5250,0.28239795918367344,1,0.2,0.0003,-6.851245230219017,-0.006444860068150149,-0.010867805,-0.014435410499572754,7.261530876159668,15.912842750549316,0.0,1040,-1.7082746863365172
32367,106.3265306122449,0,5300,0.28239795918367344,1,0.2,0.0003,-7.131544171547403,0.00010396289874914366,0.010008592,-0.02624368667602539,16.6556453704834,35.113570022583005,0.0,1050,-1.7133467316627502
29234,106.3265306122449,0,5350,0.28239795918367344,1,0.2,0.0003,-7.131544171547403,-0.0015436890780691215,-0.0012519503,0.025514602661132812,57.63240051269531,119.07733764648438,0.0,1060,-1.7117818355560304
31276,107.08,0,5400,0.27675,1,0.2,0.0003,-7.131544171547403,-0.0014970688318717506,-0.0015729784,0.04267716407775879,4.989041328430176,11.161423397064208,0.0,1070,-1.7117297530174256
31871,105.94117647058823,0,5450,0.2849264705882353,1,0.2,0.0003,-8.730243896916509,-0.0024498798251733956,0.0015382456,0.03130084276199341,3.840580701828003,8.174785089492797,0.0,1080,-1.7107062101364137
29891,105.94117647058823,0,5500,0.2849264705882353,1,0.2,0.0003,-8.758492206752885,0.0011167161196935283,0.0012118482,-0.005018115043640137,13.099250793457031,26.930889320373534,0.0,1090,-1.7076414346694946
35127,105.92307692307692,0,5550,0.2860576923076923,1,0.2,0.0003,-8.758492206752885,-0.0003049790876538339,-0.0010359883,0.005494236946105957,14.710835456848145,30.648943519592287,0.0,1100,-1.7069339752197266
34759,105.92307692307692,0,5600,0.2860576923076923,1,0.2,0.0003,-9.35536013235553,-0.002259069393272739,-0.00030726433,0.008285582065582275,11.8980712890625,24.494675064086913,0.0,1110,-1.7095064282417298
36218,105.92307692307692,0,5650,0.2860576923076923,1,0.2,0.0003,-9.35536013235553,-0.009167158915661134,0.0014054441,0.00045990943908691406,7.547759056091309,15.244314384460449,0.0,1120,-1.7261991858482362
35401,106.64150943396227,0,5700,0.28066037735849053,1,0.2,0.0003,-9.35536013235553,-0.013318398352712535,-0.008615306,0.005584657192230225,63.78532409667969,131.25591278076172,0.0,1130,-1.7637291312217713
35061,106.64150943396227,0,5750,0.28066037735849053,1,0.2,0.0003,-10.660930028150105,-0.0005956776025122679,-0.002368524,0.0016488432884216309,44.127891540527344,90.35880126953126,0.0,1140,-1.7841563463211059
33913,105.45454545454545,0,5800,0.28818181818181815,1,0.2,0.0003,-10.660930028150105,-0.003079601354576944,0.0004320812,0.0005387663841247559,3.6719577312469482,7.3380838394165036,0.0,1150,-1.7919656753540039
35454,103.96428571428571,0,5850,0.29843749999999997,1,0.2,0.0003,-11.413112726062536,-0.004952709589153592,0.0038848398,5.543231964111328e-06,25.966323852539062,52.16605110168457,0.0,1160,-1.7896474361419679
36651,103.96428571428571,0,5900,0.29843749999999997,1,0.2,0.0003,-11.524311911913433,-0.0009460713637238882,-0.0010841179,0.0006598830223083496,15.813617706298828,32.020494842529295,0.0,1170,-1.7900626897811889
36503,103.96428571428571,0,5950,0.29843749999999997,1,0.2,0.0003,-11.524311911913433,-0.0007532138805544264,-0.0023191404,-0.00037276744842529297,44.70114517211914,91.2114372253418,0.0,1180,-1.7850594639778137
37176,104.66666666666667,0,6000,0.2932017543859649,1,0.2,0.0003,-11.524311911913433,-0.0013428691276935467,-0.0017752814,0.0024425387382507324,13.576476097106934,28.10055465698242,0.0,1190,-1.7826202750205993
37812,103.8103448275862,0,6050,0.2994612068965517,1,0.2,0.0003,-13.06077161084926,-0.0006612487941456635,0.003072474,0.002158939838409424,49.80458068847656,101.22700805664063,0.0,1200,-1.7786133527755736
36965,103.8103448275862,0,6100,0.2994612068965517,1,0.2,0.0003,-13.624919543941987,-0.0015513271976960396,0.0025969148,0.0005537271499633789,39.97357177734375,80.45838317871093,0.0,1210,-1.7770675897598267
37500,103.8103448275862,0,6150,0.2994612068965517,1,0.2,0.0003,-13.624919543941987,-0.002162777714664088,0.00387058,0.00122147798538208,14.0745849609375,28.973583793640138,0.0,1220,-1.776070523262024
35493,104.49152542372882,0,6200,0.29438559322033897,1,0.2,0.0003,-13.624919543941987,-0.00020772635435442054,-0.0028391504,0.001157522201538086,14.411520957946777,29.680567741394043,0.0,1230,-1.777847421169281
39556,104.49152542372882,0,6250,0.29438559322033897,1,0.2,0.0003,-14.51577821443394,-0.0023921737108612896,0.0010763573,-0.00012862682342529297,52.711273193359375,106.38010101318359,0.0,1240,-1.7779937624931335
38703,104.49152542372882,0,6300,0.29438559322033897,1,0.2,0.0003,-14.51577821443394,-0.0007489452143781605,-0.0034419058,0.0003980398178100586,20.361387252807617,41.65910682678223,0.0,1250,-1.7776955604553222
37353,105.15,0,6350,0.2894791666666666,1,0.2,0.0003,-14.51577821443394,-0.0008401763181502986,0.0017948055,0.001212000846862793,32.42852020263672,66.34769668579102,0.0,1260,-1.7771282196044922
35079,105.15,0,6400,0.2894791666666666,1,0.2,0.0003,-16.122598634846508,-0.012168822311330629,0.0052547646,0.00036066770553588867,6.62379264831543,13.389246845245362,0.0,1270,-1.7687750101089477
39815,105.49180327868852,0,6450,0.28821721311475407,1,0.2,0.0003,-16.122598634846508,-0.009980093094520281,0.00782732,0.0001469254493713379,44.70893859863281,90.95342864990235,0.0,1280,-1.7248694896697998
